"X","Y","H02_TBeauce (TWT)"
532480.01,2266061.01,-40.010383606
532480.01,2266161.01,-39.323112488
532480.01,2266261.01,-38.441139221
532480.01,2266361.01,-38.229576111
532480.01,2266461.01,-37.8735466
532480.01,2266561.01,-38.704044342
532480.01,2266661.01,-40.00497818
532480.01,2266761.01,-40.860191345
532480.01,2266861.01,-42.822898865
532480.01,2266961.01,-42.433876038
532480.01,2267061.01,-39.880084991
532480.01,2267161.01,-36.253055573
532480.01,2267261.01,-33.840911865
532480.01,2267361.01,-32.640098572
532480.01,2267461.01,-31.814985275
532480.01,2267561.01,-31.862462997
532480.01,2267661.01,-31.317461014
532480.01,2267761.01,-30.244297028
532480.01,2267861.01,-31.122116089
532480.01,2267961.01,-32.297073364
532480.01,2268061.01,-31.835674286
532480.01,2268161.01,-31.386011124
532480.01,2268261.01,-30.576375961
532480.01,2268361.01,-30.124046326
532480.01,2268461.01,-30.706605911
532480.01,2268561.01,-30.825763702
532480.01,2268661.01,-31.275718689
532580.01,2261861.01,-33.773445129
532580.01,2261961.01,-32.679935455
532580.01,2262061.01,-31.46877861
532580.01,2262161.01,-30.149591446
532580.01,2262261.01,-29.29255867
532580.01,2262361.01,-29.506198883
532580.01,2262461.01,-30.392663956
532580.01,2262561.01,-31.624156952
532580.01,2262661.01,-31.905822754
532580.01,2262761.01,-32.535037994
532580.01,2262861.01,-33.167293549
532580.01,2262961.01,-32.285369873
532580.01,2263061.01,-29.975086212
532580.01,2263161.01,-29.054176331
532580.01,2263261.01,-29.743738174
532580.01,2263361.01,-32.179534912
532580.01,2263461.01,-35.984699249
532580.01,2263561.01,-40.136638641
532580.01,2263661.01,-41.2865448
532580.01,2263761.01,-41.501441956
532580.01,2263861.01,-41.553836823
532580.01,2263961.01,-40.188461304
532580.01,2264061.01,-39.638122559
532580.01,2264161.01,-39.250339508
532580.01,2264261.01,-38.199184418
532580.01,2264361.01,-39.150547028
532580.01,2264461.01,-40.112327576
532580.01,2264561.01,-41.3502388
532580.01,2264661.01,-41.583244324
532580.01,2264761.01,-40.888591766
532580.01,2264861.01,-41.7591362
532580.01,2264961.01,-43.042488098
532580.01,2265061.01,-42.762542725
532580.01,2265161.01,-42.717281342
532580.01,2265261.01,-42.55506134
532580.01,2265361.01,-41.197162628
532580.01,2265461.01,-39.939907074
532580.01,2265561.01,-39.842811584
532580.01,2265661.01,-39.55160141
532580.01,2265761.01,-40.316913605
532580.01,2265861.01,-41.211143494
532580.01,2265961.01,-40.531116486
532580.01,2266061.01,-38.661426544
532580.01,2266161.01,-39.984851837
532580.01,2266261.01,-38.256103516
532580.01,2266361.01,-37.334861755
532580.01,2266461.01,-36.63275528
532580.01,2266561.01,-36.867286682
532580.01,2266661.01,-37.92150116
532580.01,2266761.01,-39.570785522
532580.01,2266861.01,-41.144428253
532580.01,2266961.01,-41.350276947
532580.01,2267061.01,-39.076568604
532580.01,2267161.01,-34.830429077
532580.01,2267261.01,-32.744110107
532580.01,2267361.01,-32.425014496
532580.01,2267461.01,-30.226097107
532580.01,2267561.01,-31.034910202
532580.01,2267661.01,-30.617155075
532580.01,2267761.01,-30.370040894
532580.01,2267861.01,-31.927389145
532580.01,2267961.01,-32.663139343
532580.01,2268061.01,-32.47624588
532580.01,2268161.01,-32.534729004
532580.01,2268261.01,-31.399030685
532580.01,2268361.01,-30.81810379
532580.01,2268461.01,-30.912303925
532580.01,2268561.01,-30.645265579
532580.01,2268661.01,-31.063262939
532580.01,2268761.01,-31.486089706
532680.01,2261761.01,-34.342708588
532680.01,2261861.01,-33.711524963
532680.01,2261961.01,-32.842922211
532680.01,2262061.01,-31.821208954
532680.01,2262161.01,-30.332061768
532680.01,2262261.01,-29.483701706
532680.01,2262361.01,-29.879844666
532680.01,2262461.01,-30.736703873
532680.01,2262561.01,-31.622156143
532680.01,2262661.01,-31.756229401
532680.01,2262761.01,-32.285842896
532680.01,2262861.01,-33.311515808
532680.01,2262961.01,-33.427146912
532680.01,2263061.01,-31.026281357
532680.01,2263161.01,-29.731910706
532680.01,2263261.01,-30.0020504
532680.01,2263361.01,-31.385671616
532680.01,2263461.01,-34.74785614
532680.01,2263561.01,-38.867282867
532680.01,2263661.01,-39.670154572
532680.01,2263761.01,-40.50138855
532680.01,2263861.01,-41.423118591
532680.01,2263961.01,-39.483474731
532680.01,2264061.01,-37.506626129
532680.01,2264161.01,-36.70054245
532680.01,2264261.01,-37.046886444
532680.01,2264361.01,-38.131820679
532680.01,2264461.01,-39.437721252
532680.01,2264561.01,-40.473468781
532680.01,2264661.01,-41.29152298
532680.01,2264761.01,-40.355041504
532680.01,2264861.01,-40.211997986
532680.01,2264961.01,-41.471153259
532680.01,2265061.01,-41.714828491
532680.01,2265161.01,-41.887798309
532680.01,2265261.01,-42.276859283
532680.01,2265361.01,-41.327953339
532680.01,2265461.01,-40.247596741
532680.01,2265561.01,-39.526611328
532680.01,2265661.01,-38.968410492
532680.01,2265761.01,-40.285255432
532680.01,2265861.01,-40.495407104
532680.01,2265961.01,-40.162097931
532680.01,2266061.01,-39.158233643
532680.01,2266161.01,-38.204799652
532680.01,2266261.01,-37.079227448
532680.01,2266361.01,-36.282688141
532680.01,2266461.01,-35.620162964
532680.01,2266561.01,-35.86819458
532680.01,2266661.01,-36.861946106
532680.01,2266761.01,-38.3960495
532680.01,2266861.01,-38.220661163
532680.01,2266961.01,-37.833652496
532680.01,2267061.01,-36.335739136
532680.01,2267161.01,-33.435024261
532680.01,2267261.01,-30.993412018
532680.01,2267361.01,-30.991218567
532680.01,2267461.01,-30.48878479
532680.01,2267561.01,-30.901266098
532680.01,2267661.01,-31.103895187
532680.01,2267761.01,-31.966823578
532680.01,2267861.01,-33.31634903
532680.01,2267961.01,-33.067604065
532680.01,2268061.01,-32.984344482
532680.01,2268161.01,-33.518001556
532680.01,2268261.01,-32.696643829
532680.01,2268361.01,-31.565717697
532680.01,2268461.01,-31.410568237
532680.01,2268561.01,-30.50762558
532680.01,2268661.01,-30.625694275
532680.01,2268761.01,-30.882286072
532780.01,2261761.01,-34.05695343
532780.01,2261861.01,-33.639705658
532780.01,2261961.01,-32.978919983
532780.01,2262061.01,-31.980607986
532780.01,2262161.01,-30.335056305
532780.01,2262261.01,-29.632001877
532780.01,2262361.01,-30.228610992
532780.01,2262461.01,-30.809705734
532780.01,2262561.01,-31.345504761
532780.01,2262661.01,-31.596317291
532780.01,2262761.01,-31.999704361
532780.01,2262861.01,-32.978710175
532780.01,2262961.01,-33.721366882
532780.01,2263061.01,-30.408126831
532780.01,2263161.01,-30.365633011
532780.01,2263261.01,-31.09851265
532780.01,2263361.01,-32.788459778
532780.01,2263461.01,-34.562641144
532780.01,2263561.01,-37.080005646
532780.01,2263661.01,-38.274765015
532780.01,2263761.01,-39.491645813
532780.01,2263861.01,-40.343360901
532780.01,2263961.01,-38.599964142
532780.01,2264061.01,-35.854042053
532780.01,2264161.01,-35.477790833
532780.01,2264261.01,-37.113002777
532780.01,2264361.01,-37.844074249
532780.01,2264461.01,-38.654216766
532780.01,2264561.01,-39.51266098
532780.01,2264661.01,-40.332859039
532780.01,2264761.01,-39.395111084
532780.01,2264861.01,-38.845027924
532780.01,2264961.01,-39.631614685
532780.01,2265061.01,-39.814517975
532780.01,2265161.01,-40.114700317
532780.01,2265261.01,-41.252193451
532780.01,2265361.01,-41.083309174
532780.01,2265461.01,-40.405700684
532780.01,2265561.01,-38.987106323
532780.01,2265661.01,-38.176937103
532780.01,2265761.01,-39.338703156
532780.01,2265861.01,-39.736110687
532780.01,2265961.01,-40.591400146
532780.01,2266061.01,-40.015953064
532780.01,2266161.01,-38.272274017
532780.01,2266261.01,-36.525997162
532780.01,2266361.01,-36.698543549
532780.01,2266461.01,-36.153125763
532780.01,2266561.01,-35.732143402
532780.01,2266661.01,-36.172561646
532780.01,2266761.01,-36.017810822
532780.01,2266861.01,-35.035823822
532780.01,2266961.01,-34.655441284
532780.01,2267061.01,-33.733829498
532780.01,2267161.01,-32.935676575
532780.01,2267261.01,-31.067529678
532780.01,2267361.01,-30.299427032
532780.01,2267461.01,-30.543548584
532780.01,2267561.01,-31.127267838
532780.01,2267661.01,-31.887891769
532780.01,2267761.01,-32.679332733
532780.01,2267861.01,-33.402008057
532780.01,2267961.01,-33.528339386
532780.01,2268061.01,-33.585903168
532780.01,2268161.01,-34.128833771
532780.01,2268261.01,-33.243415833
532780.01,2268361.01,-32.188903809
532780.01,2268461.01,-31.547550201
532780.01,2268561.01,-30.69439888
532780.01,2268661.01,-30.247123718
532780.01,2268761.01,-30.164506912
532780.01,2268861.01,-29.971523285
532880.01,2261661.01,-33.526988983
532880.01,2261761.01,-33.790809631
532880.01,2261861.01,-33.729026794
532880.01,2261961.01,-33.08656311
532880.01,2262061.01,-32.050979614
532880.01,2262161.01,-30.510713577
532880.01,2262261.01,-29.551885605
532880.01,2262361.01,-30.216863632
532880.01,2262461.01,-30.710296631
532880.01,2262561.01,-31.192306519
532880.01,2262661.01,-31.811624527
532880.01,2262761.01,-32.009262085
532880.01,2262861.01,-31.937181473
532880.01,2262961.01,-32.38653183
532880.01,2263061.01,-29.612541199
532880.01,2263161.01,-30.355199814
532880.01,2263261.01,-30.480026245
532880.01,2263361.01,-30.678905487
532880.01,2263461.01,-32.725551605
532880.01,2263561.01,-34.963382721
532880.01,2263661.01,-37.036281586
532880.01,2263761.01,-38.183120728
532880.01,2263861.01,-37.836872101
532880.01,2263961.01,-37.441242218
532880.01,2264061.01,-35.789161682
532880.01,2264161.01,-36.250427246
532880.01,2264261.01,-38.009918213
532880.01,2264361.01,-37.404132843
532880.01,2264461.01,-37.395217896
532880.01,2264561.01,-38.082542419
532880.01,2264661.01,-38.745723724
532880.01,2264761.01,-38.525508881
532880.01,2264861.01,-38.338474274
532880.01,2264961.01,-38.789268494
532880.01,2265061.01,-38.920135498
532880.01,2265161.01,-39.44990921
532880.01,2265261.01,-40.410446167
532880.01,2265361.01,-40.613517761
532880.01,2265461.01,-40.140434265
532880.01,2265561.01,-38.627555847
532880.01,2265661.01,-37.968494415
532880.01,2265761.01,-39.069168091
532880.01,2265861.01,-39.836326599
532880.01,2265961.01,-41.702579498
532880.01,2266061.01,-41.361057281
532880.01,2266161.01,-40.114131927
532880.01,2266261.01,-39.212017059
532880.01,2266361.01,-38.051124573
532880.01,2266461.01,-37.292503357
532880.01,2266561.01,-35.63041687
532880.01,2266661.01,-35.199333191
532880.01,2266761.01,-33.730648041
532880.01,2266861.01,-32.405891418
532880.01,2266961.01,-33.119796753
532880.01,2267061.01,-32.856494904
532880.01,2267161.01,-32.871414185
532880.01,2267261.01,-31.591836929
532880.01,2267361.01,-30.458599091
532880.01,2267461.01,-30.536424637
532880.01,2267561.01,-31.006605148
532880.01,2267661.01,-32.14037323
532880.01,2267761.01,-32.900062561
532880.01,2267861.01,-33.316009521
532880.01,2267961.01,-34.511566162
532880.01,2268061.01,-34.681938171
532880.01,2268161.01,-34.104351044
532880.01,2268261.01,-33.26064682
532880.01,2268361.01,-32.706588745
532880.01,2268461.01,-31.885828018
532880.01,2268561.01,-30.938264847
532880.01,2268661.01,-30.206344604
532880.01,2268761.01,-29.723045349
532880.01,2268861.01,-29.291202545
532980.01,2261561.01,-31.921907425
532980.01,2261661.01,-32.924888611
532980.01,2261761.01,-33.398441315
532980.01,2261861.01,-34.16361618
532980.01,2261961.01,-33.434482574
532980.01,2262061.01,-32.652645111
532980.01,2262161.01,-31.109169006
532980.01,2262261.01,-29.70857811
532980.01,2262361.01,-29.443225861
532980.01,2262461.01,-29.908605576
532980.01,2262561.01,-30.237197876
532980.01,2262661.01,-31.35206604
532980.01,2262761.01,-32.198348999
532980.01,2262861.01,-31.699169159
532980.01,2262961.01,-31.48110199
532980.01,2263061.01,-30.815097809
532980.01,2263161.01,-30.267034531
532980.01,2263261.01,-29.101076126
532980.01,2263361.01,-28.492774963
532980.01,2263461.01,-30.744045258
532980.01,2263561.01,-33.644508362
532980.01,2263661.01,-36.136554718
532980.01,2263761.01,-36.887310028
532980.01,2263861.01,-35.752780914
532980.01,2263961.01,-36.201732635
532980.01,2264061.01,-35.802013397
532980.01,2264161.01,-36.097831726
532980.01,2264261.01,-36.943042755
532980.01,2264361.01,-36.549453735
532980.01,2264461.01,-36.864574432
532980.01,2264561.01,-37.639816284
532980.01,2264661.01,-38.171714783
532980.01,2264761.01,-38.698642731
532980.01,2264861.01,-38.908592224
532980.01,2264961.01,-39.290988922
532980.01,2265061.01,-40.23915863
532980.01,2265161.01,-40.833366394
532980.01,2265261.01,-40.717510223
532980.01,2265361.01,-40.191936493
532980.01,2265461.01,-39.365703583
532980.01,2265561.01,-38.501476288
532980.01,2265661.01,-38.12582016
532980.01,2265761.01,-39.310295105
532980.01,2265861.01,-41.78584671
532980.01,2265961.01,-43.436836243
532980.01,2266061.01,-43.063846588
532980.01,2266161.01,-41.888961792
532980.01,2266261.01,-41.060897827
532980.01,2266361.01,-38.626491547
532980.01,2266461.01,-36.500576019
532980.01,2266561.01,-35.127731323
532980.01,2266661.01,-36.161895752
532980.01,2266761.01,-35.58624649
532980.01,2266861.01,-32.986816406
532980.01,2266961.01,-32.333415985
532980.01,2267061.01,-32.041007996
532980.01,2267161.01,-32.669635773
532980.01,2267261.01,-31.878334045
532980.01,2267361.01,-30.735376358
532980.01,2267461.01,-31.296297073
532980.01,2267561.01,-31.992361069
532980.01,2267661.01,-32.101535797
532980.01,2267761.01,-33.997573853
532980.01,2267861.01,-34.164398193
532980.01,2267961.01,-35.907436371
532980.01,2268061.01,-35.318252563
532980.01,2268161.01,-34.173740387
532980.01,2268261.01,-33.277210236
532980.01,2268361.01,-32.629966736
532980.01,2268461.01,-31.661596298
532980.01,2268561.01,-31.548112869
532980.01,2268661.01,-30.727191925
532980.01,2268761.01,-29.792211533
532980.01,2268861.01,-28.91119194
532980.01,2268961.01,-28.66942215
533080.01,2261461.01,-28.619638443
533080.01,2261561.01,-30.672670364
533080.01,2261661.01,-32.149719238
533080.01,2261761.01,-33.165462494
533080.01,2261861.01,-34.226470947
533080.01,2261961.01,-34.027095795
533080.01,2262061.01,-32.971977234
533080.01,2262161.01,-31.2981987
533080.01,2262261.01,-29.901285172
533080.01,2262361.01,-29.37046814
533080.01,2262461.01,-29.423717499
533080.01,2262561.01,-29.075561523
533080.01,2262661.01,-30.044273376
533080.01,2262761.01,-31.00528717
533080.01,2262861.01,-30.264316559
533080.01,2262961.01,-31.58880806
533080.01,2263061.01,-32.462703705
533080.01,2263161.01,-30.856796265
533080.01,2263261.01,-28.832885742
533080.01,2263361.01,-28.258985519
533080.01,2263461.01,-29.661449432
533080.01,2263561.01,-32.128566742
533080.01,2263661.01,-34.952453613
533080.01,2263761.01,-36.007354736
533080.01,2263861.01,-35.516529083
533080.01,2263961.01,-35.409988403
533080.01,2264061.01,-35.617038727
533080.01,2264161.01,-35.427818298
533080.01,2264261.01,-35.372203827
533080.01,2264361.01,-35.964668274
533080.01,2264461.01,-37.580322266
533080.01,2264561.01,-38.734458923
533080.01,2264661.01,-39.559749603
533080.01,2264761.01,-40.012306213
533080.01,2264861.01,-40.456851959
533080.01,2264961.01,-41.035892487
533080.01,2265061.01,-42.316596985
533080.01,2265161.01,-42.442440033
533080.01,2265261.01,-41.449726105
533080.01,2265361.01,-40.255981445
533080.01,2265461.01,-39.021663666
533080.01,2265561.01,-38.709541321
533080.01,2265661.01,-38.449291229
533080.01,2265761.01,-39.95224762
533080.01,2265861.01,-43.046821594
533080.01,2265961.01,-44.748382568
533080.01,2266061.01,-44.254966736
533080.01,2266161.01,-42.355968475
533080.01,2266261.01,-41.079284668
533080.01,2266361.01,-38.789585114
533080.01,2266461.01,-36.46370697
533080.01,2266561.01,-35.899978638
533080.01,2266661.01,-39.009250641
533080.01,2266761.01,-37.695957184
533080.01,2266861.01,-34.536975861
533080.01,2266961.01,-32.574501038
533080.01,2267061.01,-31.28486824
533080.01,2267161.01,-31.51228714
533080.01,2267261.01,-32.240550995
533080.01,2267361.01,-32.291339874
533080.01,2267461.01,-33.216854095
533080.01,2267561.01,-33.736869812
533080.01,2267661.01,-33.738948822
533080.01,2267761.01,-34.234958649
533080.01,2267861.01,-34.535232544
533080.01,2267961.01,-35.986156464
533080.01,2268061.01,-35.209709167
533080.01,2268161.01,-34.141830444
533080.01,2268261.01,-33.306312561
533080.01,2268361.01,-32.70929718
533080.01,2268461.01,-30.66402626
533080.01,2268561.01,-31.6086483
533080.01,2268661.01,-31.599357605
533080.01,2268761.01,-30.286838531
533080.01,2268861.01,-28.92276001
533080.01,2268961.01,-28.478582382
533080.01,2269061.01,-28.928440094
533180.01,2261461.01,-27.790437698
533180.01,2261561.01,-30.808586121
533180.01,2261661.01,-32.06054306
533180.01,2261761.01,-32.853382111
533180.01,2261861.01,-34.710704803
533180.01,2261961.01,-34.603820801
533180.01,2262061.01,-32.993618011
533180.01,2262161.01,-31.185874939
533180.01,2262261.01,-29.549995422
533180.01,2262361.01,-28.642248154
533180.01,2262461.01,-28.545717239
533180.01,2262561.01,-28.586830139
533180.01,2262661.01,-29.09324646
533180.01,2262761.01,-29.008220673
533180.01,2262861.01,-28.928159714
533180.01,2262961.01,-32.310619354
533180.01,2263061.01,-33.79467392
533180.01,2263161.01,-30.940525055
533180.01,2263261.01,-28.773557663
533180.01,2263361.01,-28.888622284
533180.01,2263461.01,-30.107290268
533180.01,2263561.01,-32.159484863
533180.01,2263661.01,-34.562950134
533180.01,2263761.01,-35.523483276
533180.01,2263861.01,-34.253509521
533180.01,2263961.01,-34.231891632
533180.01,2264061.01,-34.59872818
533180.01,2264161.01,-34.280479431
533180.01,2264261.01,-34.521022797
533180.01,2264361.01,-35.419734955
533180.01,2264461.01,-37.355220795
533180.01,2264561.01,-39.71496582
533180.01,2264661.01,-41.02848053
533180.01,2264761.01,-40.971042633
533180.01,2264861.01,-41.744972229
533180.01,2264961.01,-42.247737885
533180.01,2265061.01,-42.991458893
533180.01,2265161.01,-42.436908722
533180.01,2265261.01,-41.260101318
533180.01,2265361.01,-40.428619385
533180.01,2265461.01,-39.215801239
533180.01,2265561.01,-38.682853699
533180.01,2265661.01,-39.062015533
533180.01,2265761.01,-41.043422699
533180.01,2265861.01,-43.872703552
533180.01,2265961.01,-44.948429108
533180.01,2266061.01,-44.119781494
533180.01,2266161.01,-42.662662506
533180.01,2266261.01,-40.950847626
533180.01,2266361.01,-39.247741699
533180.01,2266461.01,-38.535892487
533180.01,2266561.01,-37.851291656
533180.01,2266661.01,-38.824863434
533180.01,2266761.01,-37.682292938
533180.01,2266861.01,-35.493846893
533180.01,2266961.01,-34.086284637
533180.01,2267061.01,-32.387130737
533180.01,2267161.01,-31.593353271
533180.01,2267261.01,-32.339584351
533180.01,2267361.01,-33.769130707
533180.01,2267461.01,-35.421897888
533180.01,2267561.01,-34.916244507
533180.01,2267661.01,-34.365329742
533180.01,2267761.01,-32.913440704
533180.01,2267861.01,-33.364696503
533180.01,2267961.01,-34.624462128
533180.01,2268061.01,-34.910957336
533180.01,2268161.01,-34.127979279
533180.01,2268261.01,-33.341331482
533180.01,2268361.01,-32.756137848
533180.01,2268461.01,-32.261814117
533180.01,2268561.01,-32.211761475
533180.01,2268661.01,-32.147663116
533180.01,2268761.01,-30.778057098
533180.01,2268861.01,-29.146802902
533180.01,2268961.01,-28.687137604
533180.01,2269061.01,-29.216934204
533280.01,2261361.01,-24.872356415
533280.01,2261461.01,-26.900053024
533280.01,2261561.01,-30.907173157
533280.01,2261661.01,-32.224903107
533280.01,2261761.01,-34.259620667
533280.01,2261861.01,-35.7579422
533280.01,2261961.01,-35.020175934
533280.01,2262061.01,-32.921710968
533280.01,2262161.01,-30.94254303
533280.01,2262261.01,-29.099401474
533280.01,2262361.01,-27.689105988
533280.01,2262461.01,-27.49902916
533280.01,2262561.01,-28.395530701
533280.01,2262661.01,-28.930435181
533280.01,2262761.01,-27.874778748
533280.01,2262861.01,-28.233001709
533280.01,2262961.01,-32.666233063
533280.01,2263061.01,-33.515640259
533280.01,2263161.01,-29.54177475
533280.01,2263261.01,-28.274196625
533280.01,2263361.01,-29.571334839
533280.01,2263461.01,-31.930789948
533280.01,2263561.01,-34.257148743
533280.01,2263661.01,-35.569664001
533280.01,2263761.01,-36.344116211
533280.01,2263861.01,-34.313858032
533280.01,2263961.01,-33.712741852
533280.01,2264061.01,-33.997085571
533280.01,2264161.01,-34.101596832
533280.01,2264261.01,-34.241069794
533280.01,2264361.01,-35.289375305
533280.01,2264461.01,-37.38508606
533280.01,2264561.01,-39.961257935
533280.01,2264661.01,-40.791698456
533280.01,2264761.01,-41.075611115
533280.01,2264861.01,-42.149414063
533280.01,2264961.01,-42.595386505
533280.01,2265061.01,-42.703193665
533280.01,2265161.01,-41.632236481
533280.01,2265261.01,-40.426086426
533280.01,2265361.01,-39.920547485
533280.01,2265461.01,-39.073760986
533280.01,2265561.01,-38.565219879
533280.01,2265661.01,-40.070056915
533280.01,2265761.01,-42.20343399
533280.01,2265861.01,-44.890716553
533280.01,2265961.01,-46.091403961
533280.01,2266061.01,-44.926715851
533280.01,2266161.01,-43.802337646
533280.01,2266261.01,-42.395648956
533280.01,2266361.01,-39.408576965
533280.01,2266461.01,-39.692756653
533280.01,2266561.01,-38.088356018
533280.01,2266661.01,-37.01002121
533280.01,2266761.01,-36.633472443
533280.01,2266861.01,-35.636169434
533280.01,2266961.01,-34.2096138
533280.01,2267061.01,-33.365451813
533280.01,2267161.01,-32.176029205
533280.01,2267261.01,-32.339179993
533280.01,2267361.01,-33.790424347
533280.01,2267461.01,-36.627708435
533280.01,2267561.01,-36.43031311
533280.01,2267661.01,-35.424503326
533280.01,2267761.01,-32.864894867
533280.01,2267861.01,-32.388694763
533280.01,2267961.01,-33.721305847
533280.01,2268061.01,-34.664176941
533280.01,2268161.01,-34.048553467
533280.01,2268261.01,-33.332523346
533280.01,2268361.01,-32.769973755
533280.01,2268461.01,-32.338531494
533280.01,2268561.01,-31.996160507
533280.01,2268661.01,-31.867012024
533280.01,2268761.01,-31.090246201
533280.01,2268861.01,-29.320518494
533280.01,2268961.01,-29.020389557
533280.01,2269061.01,-29.572633743
533280.01,2269161.01,-29.85956955
533380.01,2261261.01,-25.316791534
533380.01,2261361.01,-24.445585251
533380.01,2261461.01,-25.376285553
533380.01,2261561.01,-27.893981934
533380.01,2261661.01,-30.672128677
533380.01,2261761.01,-34.214263916
533380.01,2261861.01,-35.842575073
533380.01,2261961.01,-34.757743835
533380.01,2262061.01,-32.684803009
533380.01,2262161.01,-30.605781555
533380.01,2262261.01,-28.888738632
533380.01,2262361.01,-27.926506042
533380.01,2262461.01,-28.279350281
533380.01,2262561.01,-27.900995255
533380.01,2262661.01,-27.938848495
533380.01,2262761.01,-27.314134598
533380.01,2262861.01,-28.366281509
533380.01,2262961.01,-31.745452881
533380.01,2263061.01,-32.152015686
533380.01,2263161.01,-28.83890152
533380.01,2263261.01,-27.672258377
533380.01,2263361.01,-29.080213547
533380.01,2263461.01,-31.698488235
533380.01,2263561.01,-34.527153015
533380.01,2263661.01,-36.268825531
533380.01,2263761.01,-36.907436371
533380.01,2263861.01,-34.807735443
533380.01,2263961.01,-33.655296326
533380.01,2264061.01,-33.754600525
533380.01,2264161.01,-34.116081238
533380.01,2264261.01,-34.722484589
533380.01,2264361.01,-36.014598846
533380.01,2264461.01,-37.633293152
533380.01,2264561.01,-39.745807648
533380.01,2264661.01,-40.422718048
533380.01,2264761.01,-41.129508972
533380.01,2264861.01,-42.178848267
533380.01,2264961.01,-42.642192841
533380.01,2265061.01,-42.634716034
533380.01,2265161.01,-41.288085938
533380.01,2265261.01,-40.016929626
533380.01,2265361.01,-39.271911621
533380.01,2265461.01,-38.080814362
533380.01,2265561.01,-37.530982971
533380.01,2265661.01,-40.348827362
533380.01,2265761.01,-42.612163544
533380.01,2265861.01,-45.198669434
533380.01,2265961.01,-46.947635651
533380.01,2266061.01,-46.283866882
533380.01,2266161.01,-44.462253571
533380.01,2266261.01,-43.387634277
533380.01,2266361.01,-40.844577789
533380.01,2266461.01,-40.770023346
533380.01,2266561.01,-39.298641205
533380.01,2266661.01,-37.719676971
533380.01,2266761.01,-36.086387634
533380.01,2266861.01,-35.300640106
533380.01,2266961.01,-33.323703766
533380.01,2267061.01,-32.800769806
533380.01,2267161.01,-31.715110779
533380.01,2267261.01,-32.031116486
533380.01,2267361.01,-33.676914215
533380.01,2267461.01,-36.400913239
533380.01,2267561.01,-36.303596497
533380.01,2267661.01,-35.623054504
533380.01,2267761.01,-33.370807648
533380.01,2267861.01,-32.458744049
533380.01,2267961.01,-34.266326904
533380.01,2268061.01,-35.008167267
533380.01,2268161.01,-34.139606476
533380.01,2268261.01,-33.433555603
533380.01,2268361.01,-32.830654144
533380.01,2268461.01,-32.356975555
533380.01,2268561.01,-31.982938766
533380.01,2268661.01,-31.776546478
533380.01,2268761.01,-31.648025513
533380.01,2268861.01,-29.579483032
533380.01,2268961.01,-29.309873581
533380.01,2269061.01,-29.949087143
533380.01,2269161.01,-29.912139893
533480.01,2261161.01,-27.072221756
533480.01,2261261.01,-26.156927109
533480.01,2261361.01,-24.961393356
533480.01,2261461.01,-24.264604568
533480.01,2261561.01,-25.64629364
533480.01,2261661.01,-28.572076797
533480.01,2261761.01,-31.648099899
533480.01,2261861.01,-33.61322403
533480.01,2261961.01,-34.137306213
533480.01,2262061.01,-32.839435577
533480.01,2262161.01,-30.390329361
533480.01,2262261.01,-28.529502869
533480.01,2262361.01,-27.89157486
533480.01,2262461.01,-27.562019348
533480.01,2262561.01,-26.781694412
533480.01,2262661.01,-27.038204193
533480.01,2262761.01,-27.013500214
533480.01,2262861.01,-29.041320801
533480.01,2262961.01,-32.323261261
533480.01,2263061.01,-32.510707855
533480.01,2263161.01,-29.594259262
533480.01,2263261.01,-28.075754166
533480.01,2263361.01,-28.937290192
533480.01,2263461.01,-30.616191864
533480.01,2263561.01,-33.571674347
533480.01,2263661.01,-35.844261169
533480.01,2263761.01,-35.613155365
533480.01,2263861.01,-33.997383118
533480.01,2263961.01,-32.844089508
533480.01,2264061.01,-33.469081879
533480.01,2264161.01,-34.571788788
533480.01,2264261.01,-35.688674927
533480.01,2264361.01,-36.620223999
533480.01,2264461.01,-37.350299835
533480.01,2264561.01,-39.350105286
533480.01,2264661.01,-40.538993835
533480.01,2264761.01,-41.726737976
533480.01,2264861.01,-42.270202637
533480.01,2264961.01,-43.014915466
533480.01,2265061.01,-43.229492188
533480.01,2265161.01,-41.785259247
533480.01,2265261.01,-40.323093414
533480.01,2265361.01,-39.382480621
533480.01,2265461.01,-38.06281662
533480.01,2265561.01,-37.576316833
533480.01,2265661.01,-39.924022675
533480.01,2265761.01,-42.172653198
533480.01,2265861.01,-44.711990356
533480.01,2265961.01,-46.685581207
533480.01,2266061.01,-46.295383453
533480.01,2266161.01,-44.855323792
533480.01,2266261.01,-44.012145996
533480.01,2266361.01,-42.022331238
533480.01,2266461.01,-41.66204071
533480.01,2266561.01,-40.7604599
533480.01,2266661.01,-39.408237457
533480.01,2266761.01,-36.514480591
533480.01,2266861.01,-34.912586212
533480.01,2266961.01,-32.714126587
533480.01,2267061.01,-32.611942291
533480.01,2267161.01,-30.930488586
533480.01,2267261.01,-30.900115967
533480.01,2267361.01,-34.865802765
533480.01,2267461.01,-36.306674957
533480.01,2267561.01,-35.397022247
533480.01,2267661.01,-34.763221741
533480.01,2267761.01,-33.332305908
533480.01,2267861.01,-33.034431458
533480.01,2267961.01,-35.449234009
533480.01,2268061.01,-35.093299866
533480.01,2268161.01,-34.26543045
533480.01,2268261.01,-33.602725983
533480.01,2268361.01,-32.992153168
533480.01,2268461.01,-32.418346405
533480.01,2268561.01,-31.975820541
