"X","Y","H10_Portl (TWT)"
535780.01,2265761.01,149.264015
535780.01,2265861.01,158.875916
535780.01,2265961.01,161.816849
535780.01,2266061.01,165.185257
535780.01,2266161.01,171.539536
535780.01,2266261.01,177.329094
535780.01,2266361.01,181.357285
535780.01,2266461.01,184.475056
535780.01,2266561.01,189.224686
535780.01,2266661.01,192.253555
535780.01,2266761.01,193.447235
535780.01,2266861.01,196.670059
535780.01,2266961.01,199.800659
535780.01,2267061.01,202.05043
535780.01,2267161.01,205.505547
535780.01,2267261.01,207.467926
535780.01,2267361.01,208.419304
535780.01,2267461.01,210.755676
535780.01,2267561.01,215.720398
535780.01,2267661.01,219.41114
535780.01,2267761.01,225.515545
535780.01,2267861.01,230.616493
535780.01,2267961.01,234.387749
535780.01,2268061.01,236.139465
535780.01,2268161.01,221.158295
535780.01,2268261.01,216.175522
535780.01,2268361.01,214.827904
535780.01,2268461.01,218.403404
535780.01,2268561.01,221.657982
535780.01,2268661.01,222.078514
535780.01,2268761.01,222.690277
535780.01,2268861.01,223.280655
535780.01,2268961.01,221.542686
535780.01,2269061.01,222.360149
535780.01,2269161.01,223.323051
535780.01,2269261.01,224.568542
535780.01,2269361.01,226.0466
535780.01,2269461.01,228.889717
535780.01,2269561.01,230.523437
535780.01,2269661.01,232.515755
535780.01,2269761.01,237.110561
535780.01,2269861.01,236.058212
535780.01,2269961.01,236.790237
535780.01,2270061.01,236.583954
535780.01,2270161.01,240.27002
535780.01,2270261.01,241.618774
535780.01,2270361.01,244.691425
535780.01,2270461.01,246.420425
535780.01,2270561.01,247.440506
535780.01,2270661.01,251.141068
535780.01,2270761.01,253.147484
535780.01,2270861.01,254.322578
535780.01,2270961.01,256.196365
535780.01,2271061.01,257.575104
535780.01,2271161.01,258.337677
535780.01,2271261.01,257.824554
535780.01,2271361.01,257.456116
535780.01,2271461.01,259.036514
535780.01,2271561.01,257.39415
535780.01,2271661.01,254.310028
535780.01,2271761.01,253.132187
535780.01,2271861.01,252.475487
535780.01,2271961.01,249.742493
535780.01,2272061.01,248.658478
535780.01,2272161.01,247.892258
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,202.866928
535880.01,2261461.01,200.41481
535880.01,2261561.01,197.666611
535880.01,2261661.01,196.292099
535880.01,2261761.01,193.745598
535880.01,2261861.01,191.020752
535880.01,2261961.01,189.495911
535880.01,2262061.01,186.978294
535880.01,2262161.01,184.449875
535880.01,2262261.01,185.942284
535880.01,2262361.01,184.493256
535880.01,2262461.01,184.002472
535880.01,2262561.01,184.69442
535880.01,2262661.01,184.64859
535880.01,2262761.01,182.139946
535880.01,2262861.01,179.516632
535880.01,2262961.01,177.003479
535880.01,2263061.01,175.616051
535880.01,2263161.01,175.250832
535880.01,2263261.01,175.523987
535880.01,2263361.01,175.089767
535880.01,2263461.01,176.169601
535880.01,2263561.01,175.815308
535880.01,2263661.01,174.959923
535880.01,2263761.01,175.950035
535880.01,2263861.01,177.502022
535880.01,2263961.01,177.208206
535880.01,2264061.01,175.501701
535880.01,2264161.01,175.436501
535880.01,2264261.01,173.646584
535880.01,2264361.01,172.12809
535880.01,2264461.01,172.675552
535880.01,2264561.01,171.745026
535880.01,2264661.01,173.281746
535880.01,2264761.01,172.627563
535880.01,2264861.01,165.846542
535880.01,2264961.01,163.320969
535880.01,2265061.01,163.860352
535880.01,2265161.01,161.532104
535880.01,2265261.01,158.166962
535880.01,2265361.01,156.77462
535880.01,2265461.01,156.572197
535880.01,2265561.01,153.958084
535880.01,2265661.01,145.97757
535880.01,2265761.01,144.905594
535880.01,2265861.01,156.29863
535880.01,2265961.01,163.417252
535880.01,2266061.01,166.375061
535880.01,2266161.01,176.960129
535880.01,2266261.01,179.188152
535880.01,2266361.01,181.087387
535880.01,2266461.01,183.983643
535880.01,2266561.01,187.271225
535880.01,2266661.01,190.297752
535880.01,2266761.01,192.280258
535880.01,2266861.01,196.599735
535880.01,2266961.01,200.831039
535880.01,2267061.01,203.581688
535880.01,2267161.01,206.904282
535880.01,2267261.01,208.235718
535880.01,2267361.01,208.998116
535880.01,2267461.01,212.865143
535880.01,2267561.01,217.099117
535880.01,2267661.01,221.036118
535880.01,2267761.01,227.923965
535880.01,2267861.01,232.615463
535880.01,2267961.01,235.496059
535880.01,2268061.01,234.90451
535880.01,2268161.01,223.898666
535880.01,2268261.01,221.525726
535880.01,2268361.01,215.052887
535880.01,2268461.01,217.828751
535880.01,2268561.01,220.487427
535880.01,2268661.01,221.96067
535880.01,2268761.01,222.209213
535880.01,2268861.01,224.392303
535880.01,2268961.01,224.753738
535880.01,2269061.01,225.675407
535880.01,2269161.01,225.675156
535880.01,2269261.01,224.465878
535880.01,2269361.01,226.841873
535880.01,2269461.01,229.559017
535880.01,2269561.01,230.260315
535880.01,2269661.01,230.065384
535880.01,2269761.01,237.094482
535880.01,2269861.01,236.212376
535880.01,2269961.01,234.820587
535880.01,2270061.01,235.853294
535880.01,2270161.01,237.540276
535880.01,2270261.01,238.783234
535880.01,2270361.01,242.494255
535880.01,2270461.01,245.338669
535880.01,2270561.01,245.960373
535880.01,2270661.01,249.037987
535880.01,2270761.01,254.116493
535880.01,2270861.01,254.528595
535880.01,2270961.01,254.832451
535880.01,2271061.01,256.777069
535880.01,2271161.01,257.489059
535880.01,2271261.01,257.22963
535880.01,2271361.01,258.860962
535880.01,2271461.01,259.095734
535880.01,2271561.01,256.879517
535880.01,2271661.01,253.841766
535880.01,2271761.01,252.341408
535880.01,2271861.01,250.592861
535880.01,2271961.01,249.209244
535880.01,2272061.01,249.028732
535880.01,2272161.01,248.493546
535880.01,2272261.01,248.856125
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,202.042141
535980.01,2261561.01,199.039948
535980.01,2261661.01,195.346855
535980.01,2261761.01,193.835968
535980.01,2261861.01,192.062439
535980.01,2261961.01,190.708961
535980.01,2262061.01,188.940712
535980.01,2262161.01,187.448997
535980.01,2262261.01,187.308678
535980.01,2262361.01,185.703415
535980.01,2262461.01,185.379646
535980.01,2262561.01,186.595955
535980.01,2262661.01,186.602142
535980.01,2262761.01,182.337727
535980.01,2262861.01,180.564163
535980.01,2262961.01,178.404556
535980.01,2263061.01,178.046188
535980.01,2263161.01,179.196373
535980.01,2263261.01,176.845917
535980.01,2263361.01,176.974739
535980.01,2263461.01,175.995453
535980.01,2263561.01,174.976936
535980.01,2263661.01,175.768921
535980.01,2263761.01,176.160248
535980.01,2263861.01,177.082626
535980.01,2263961.01,177.182236
535980.01,2264061.01,176.974907
535980.01,2264161.01,177.895554
535980.01,2264261.01,175.330948
535980.01,2264361.01,174.453079
535980.01,2264461.01,174.105526
535980.01,2264561.01,172.765556
535980.01,2264661.01,169.08807
535980.01,2264761.01,166.337357
535980.01,2264861.01,162.677979
535980.01,2264961.01,158.648087
535980.01,2265061.01,156.645237
535980.01,2265161.01,155.38176
535980.01,2265261.01,156.738358
535980.01,2265361.01,150.756771
535980.01,2265461.01,148.783234
535980.01,2265561.01,150.660683
535980.01,2265661.01,149.109116
535980.01,2265761.01,146.134613
535980.01,2265861.01,150.672821
535980.01,2265961.01,165.989548
535980.01,2266061.01,172.703934
535980.01,2266161.01,180.001045
535980.01,2266261.01,183.302292
535980.01,2266361.01,184.263065
535980.01,2266461.01,186.141098
535980.01,2266561.01,190.400269
535980.01,2266661.01,196.027168
535980.01,2266761.01,197.022736
535980.01,2266861.01,199.589775
535980.01,2266961.01,201.936775
535980.01,2267061.01,206.120434
535980.01,2267161.01,209.378822
535980.01,2267261.01,210.339077
535980.01,2267361.01,211.169907
535980.01,2267461.01,212.074028
535980.01,2267561.01,215.474319
535980.01,2267661.01,219.007881
535980.01,2267761.01,226.790939
535980.01,2267861.01,234.278061
535980.01,2267961.01,237.191322
535980.01,2268061.01,234.767456
535980.01,2268161.01,218.959724
535980.01,2268261.01,214.147728
535980.01,2268361.01,214.842461
535980.01,2268461.01,217.552124
535980.01,2268561.01,219.410423
535980.01,2268661.01,222.397079
535980.01,2268761.01,222.969353
535980.01,2268861.01,226.316902
535980.01,2268961.01,227.733047
535980.01,2269061.01,227.446693
535980.01,2269161.01,226.830544
535980.01,2269261.01,227.163719
535980.01,2269361.01,227.484009
535980.01,2269461.01,228.892952
535980.01,2269561.01,227.786682
535980.01,2269661.01,224.895889
535980.01,2269761.01,231.343147
535980.01,2269861.01,231.016464
535980.01,2269961.01,233.089066
535980.01,2270061.01,235.095795
535980.01,2270161.01,236.383659
535980.01,2270261.01,237.372993
535980.01,2270361.01,240.67289
535980.01,2270461.01,242.008591
535980.01,2270561.01,244.49337
535980.01,2270661.01,247.453552
535980.01,2270761.01,250.724579
535980.01,2270861.01,251.130913
535980.01,2270961.01,253.089973
535980.01,2271061.01,255.629059
535980.01,2271161.01,255.964989
535980.01,2271261.01,256.16449
535980.01,2271361.01,258.570862
535980.01,2271461.01,258.547165
535980.01,2271561.01,257.793777
535980.01,2271661.01,255.285591
535980.01,2271761.01,254.733063
535980.01,2271861.01,252.58474
535980.01,2271961.01,250.852936
535980.01,2272061.01,251.464073
535980.01,2272161.01,251.316673
535980.01,2272261.01,251.460545
535980.01,2272361.01,252.333405
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,202.231567
536080.01,2261561.01,199.497501
536080.01,2261661.01,195.866501
536080.01,2261761.01,194.174202
536080.01,2261861.01,193.840424
536080.01,2261961.01,192.005981
536080.01,2262061.01,190.067299
536080.01,2262161.01,188.803345
536080.01,2262261.01,188.287949
536080.01,2262361.01,187.502846
536080.01,2262461.01,189.084145
536080.01,2262561.01,189.863739
536080.01,2262661.01,185.68811
536080.01,2262761.01,181.588333
536080.01,2262861.01,180.62809
536080.01,2262961.01,179.751144
536080.01,2263061.01,179.957436
536080.01,2263161.01,179.774773
536080.01,2263261.01,177.617233
536080.01,2263361.01,176.97953
536080.01,2263461.01,176.461296
536080.01,2263561.01,176.62775
536080.01,2263661.01,177.292953
536080.01,2263761.01,176.915291
536080.01,2263861.01,177.716156
536080.01,2263961.01,180.370674
536080.01,2264061.01,178.651184
536080.01,2264161.01,176.003811
536080.01,2264261.01,173.63456
536080.01,2264361.01,167.227615
536080.01,2264461.01,164.850014
536080.01,2264561.01,163.4655
536080.01,2264661.01,162.883705
536080.01,2264761.01,162.5317
536080.01,2264861.01,159.290314
536080.01,2264961.01,156.881882
536080.01,2265061.01,156.562721
536080.01,2265161.01,154.859772
536080.01,2265261.01,154.409775
536080.01,2265361.01,149.957779
536080.01,2265461.01,147.550621
536080.01,2265561.01,148.938972
536080.01,2265661.01,146.612961
536080.01,2265761.01,147.730225
536080.01,2265861.01,147.286438
536080.01,2265961.01,162.606697
536080.01,2266061.01,171.382629
536080.01,2266161.01,181.501751
536080.01,2266261.01,186.384026
536080.01,2266361.01,188.172218
536080.01,2266461.01,187.455811
536080.01,2266561.01,190.46582
536080.01,2266661.01,194.154221
536080.01,2266761.01,196.580215
536080.01,2266861.01,199.356659
536080.01,2266961.01,202.209976
536080.01,2267061.01,206.260162
536080.01,2267161.01,209.172897
536080.01,2267261.01,209.499424
536080.01,2267361.01,209.301987
536080.01,2267461.01,211.680225
536080.01,2267561.01,214.132393
536080.01,2267661.01,217.742287
536080.01,2267761.01,226.514648
536080.01,2267861.01,234.373871
536080.01,2267961.01,236.171745
536080.01,2268061.01,234.917511
536080.01,2268161.01,217.364639
536080.01,2268261.01,213.772568
536080.01,2268361.01,215.289589
536080.01,2268461.01,217.662704
536080.01,2268561.01,220.526855
536080.01,2268661.01,224.306137
536080.01,2268761.01,226.316505
536080.01,2268861.01,227.953552
536080.01,2268961.01,229.89666
536080.01,2269061.01,227.698807
536080.01,2269161.01,228.381538
536080.01,2269261.01,228.25145
536080.01,2269361.01,227.62936
536080.01,2269461.01,227.904449
536080.01,2269561.01,224.74585
536080.01,2269661.01,223.739304
536080.01,2269761.01,227.055206
536080.01,2269861.01,229.305637
536080.01,2269961.01,233.592606
536080.01,2270061.01,235.090229
536080.01,2270161.01,235.276215
536080.01,2270261.01,235.623772
536080.01,2270361.01,238.325485
536080.01,2270461.01,240.258083
536080.01,2270561.01,243.893723
536080.01,2270661.01,247.696754
536080.01,2270761.01,248.671036
536080.01,2270861.01,248.912598
536080.01,2270961.01,250.367798
536080.01,2271061.01,251.394768
536080.01,2271161.01,252.870262
536080.01,2271261.01,254.542099
536080.01,2271361.01,257.148689
536080.01,2271461.01,257.208466
536080.01,2271561.01,257.350433
536080.01,2271661.01,256.422699
536080.01,2271761.01,256.20496
536080.01,2271861.01,255.060562
536080.01,2271961.01,252.79274
536080.01,2272061.01,252.748367
536080.01,2272161.01,253.105453
536080.01,2272261.01,253.782402
536080.01,2272361.01,255.871475
536080.01,2272461.01,-9999
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,199.493973
536180.01,2261661.01,197.258362
536180.01,2261761.01,195.176888
536180.01,2261861.01,194.69912
536180.01,2261961.01,193.121197
536180.01,2262061.01,190.891495
536180.01,2262161.01,190.619362
536180.01,2262261.01,191.940941
536180.01,2262361.01,190.874115
536180.01,2262461.01,189.194954
536180.01,2262561.01,185.8591
536180.01,2262661.01,182.4734
536180.01,2262761.01,181.042259
536180.01,2262861.01,180.758102
536180.01,2262961.01,180.350906
536180.01,2263061.01,179.30172
536180.01,2263161.01,178.610596
536180.01,2263261.01,177.743809
536180.01,2263361.01,177.198273
536180.01,2263461.01,177.275887
536180.01,2263561.01,178.599373
536180.01,2263661.01,177.000748
536180.01,2263761.01,173.962467
536180.01,2263861.01,171.626778
536180.01,2263961.01,172.895191
536180.01,2264061.01,168.994263
536180.01,2264161.01,166.385979
536180.01,2264261.01,164.775696
536180.01,2264361.01,164.001305
536180.01,2264461.01,163.515854
536180.01,2264561.01,163.952805
536180.01,2264661.01,163.948608
536180.01,2264761.01,165.120682
536180.01,2264861.01,163.969368
536180.01,2264961.01,161.152069
536180.01,2265061.01,159.534157
536180.01,2265161.01,157.672218
536180.01,2265261.01,151.987072
536180.01,2265361.01,148.329742
536180.01,2265461.01,149.140602
536180.01,2265561.01,149.682236
536180.01,2265661.01,149.126778
536180.01,2265761.01,150.699959
536180.01,2265861.01,148.210754
536180.01,2265961.01,151.038712
536180.01,2266061.01,166.495483
536180.01,2266161.01,177.004791
536180.01,2266261.01,181.008499
536180.01,2266361.01,182.640873
536180.01,2266461.01,184.844223
536180.01,2266561.01,188.529503
536180.01,2266661.01,189.982773
536180.01,2266761.01,194.197693
536180.01,2266861.01,198.972458
536180.01,2266961.01,201.170338
536180.01,2267061.01,204.734016
536180.01,2267161.01,208.255013
536180.01,2267261.01,208.993774
536180.01,2267361.01,208.931625
536180.01,2267461.01,209.993805
536180.01,2267561.01,213.260536
536180.01,2267661.01,220.117664
536180.01,2267761.01,226.171944
536180.01,2267861.01,229.665413
536180.01,2267961.01,234.532318
536180.01,2268061.01,233.171852
536180.01,2268161.01,220.380035
536180.01,2268261.01,215.899448
536180.01,2268361.01,216.334183
536180.01,2268461.01,219.694027
536180.01,2268561.01,222.759445
536180.01,2268661.01,226.753876
536180.01,2268761.01,227.977951
536180.01,2268861.01,229.441917
536180.01,2268961.01,231.091133
536180.01,2269061.01,229.352196
536180.01,2269161.01,232.822418
536180.01,2269261.01,231.867355
536180.01,2269361.01,227.625168
536180.01,2269461.01,225.341064
536180.01,2269561.01,223.720306
536180.01,2269661.01,224.062996
536180.01,2269761.01,226.41988
536180.01,2269861.01,228.309052
536180.01,2269961.01,232.42926
536180.01,2270061.01,234.636871
536180.01,2270161.01,232.68779
536180.01,2270261.01,234.096748
536180.01,2270361.01,238.042526
536180.01,2270461.01,240.4506
536180.01,2270561.01,244.482437
536180.01,2270661.01,247.281815
536180.01,2270761.01,247.195717
536180.01,2270861.01,247.803864
536180.01,2270961.01,248.261528
536180.01,2271061.01,248.907555
536180.01,2271161.01,250.592178
536180.01,2271261.01,254.829956
536180.01,2271361.01,256.052612
536180.01,2271461.01,256.626251
536180.01,2271561.01,257.939423
536180.01,2271661.01,258.214828
536180.01,2271761.01,258.835144
536180.01,2271861.01,257.732758
536180.01,2271961.01,256.050369
536180.01,2272061.01,255.488708
536180.01,2272161.01,254.30513
536180.01,2272261.01,254.486801
536180.01,2272361.01,256.513992
536180.01,2272461.01,258.331573
536180.01,2272561.01,260.654724
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,200.744766
536280.01,2261661.01,200.359573
536280.01,2261761.01,198.245178
536280.01,2261861.01,197.546097
536280.01,2261961.01,195.653358
536280.01,2262061.01,193.807495
536280.01,2262161.01,193.969791
536280.01,2262261.01,193.689865
536280.01,2262361.01,191.601807
536280.01,2262461.01,189.509506
536280.01,2262561.01,186.071602
536280.01,2262661.01,181.888298
536280.01,2262761.01,180.366974
536280.01,2262861.01,179.380501
536280.01,2262961.01,178.480652
536280.01,2263061.01,178.135525
536280.01,2263161.01,178.39798
536280.01,2263261.01,178.991623
536280.01,2263361.01,179.124359
536280.01,2263461.01,179.650177
536280.01,2263561.01,178.397049
536280.01,2263661.01,175.100872
536280.01,2263761.01,171.680023
536280.01,2263861.01,169.054573
536280.01,2263961.01,169.398209
536280.01,2264061.01,169.643219
536280.01,2264161.01,169.271069
536280.01,2264261.01,167.167809
536280.01,2264361.01,166.882286
536280.01,2264461.01,163.805298
536280.01,2264561.01,165.218277
536280.01,2264661.01,166.162003
536280.01,2264761.01,166.260719
536280.01,2264861.01,166.281189
536280.01,2264961.01,162.561253
536280.01,2265061.01,161.51416
536280.01,2265161.01,158.514305
536280.01,2265261.01,156.474365
536280.01,2265361.01,156.44838
536280.01,2265461.01,155.205917
536280.01,2265561.01,152.737762
536280.01,2265661.01,154.923775
536280.01,2265761.01,154.982239
536280.01,2265861.01,150.991127
536280.01,2265961.01,154.347473
536280.01,2266061.01,163.484371
536280.01,2266161.01,170.162964
536280.01,2266261.01,173.523804
536280.01,2266361.01,179.43985
536280.01,2266461.01,181.85788
536280.01,2266561.01,186.332695
536280.01,2266661.01,189.051994
536280.01,2266761.01,192.96217
536280.01,2266861.01,196.00354
536280.01,2266961.01,197.515968
536280.01,2267061.01,201.624771
536280.01,2267161.01,206.136292
536280.01,2267261.01,206.795395
536280.01,2267361.01,209.106621
536280.01,2267461.01,210.807167
536280.01,2267561.01,212.951866
536280.01,2267661.01,217.704407
536280.01,2267761.01,224.815216
536280.01,2267861.01,228.060783
536280.01,2267961.01,231.776711
536280.01,2268061.01,231.833401
536280.01,2268161.01,227.140808
536280.01,2268261.01,217.727394
536280.01,2268361.01,218.40033
536280.01,2268461.01,223.500427
536280.01,2268561.01,225.026451
536280.01,2268661.01,228.09536
536280.01,2268761.01,229.645683
536280.01,2268861.01,231.179436
536280.01,2268961.01,233.97493
536280.01,2269061.01,234.129333
536280.01,2269161.01,231.700558
536280.01,2269261.01,225.183273
536280.01,2269361.01,221.978558
536280.01,2269461.01,220.95459
536280.01,2269561.01,221.231277
536280.01,2269661.01,223.302612
536280.01,2269761.01,224.89711
536280.01,2269861.01,228.162254
536280.01,2269961.01,230.76025
536280.01,2270061.01,232.506042
536280.01,2270161.01,231.918556
536280.01,2270261.01,233.150146
536280.01,2270361.01,239.389023
536280.01,2270461.01,241.530128
536280.01,2270561.01,243.70681
536280.01,2270661.01,245.288563
536280.01,2270761.01,247.833481
536280.01,2270861.01,251.687805
536280.01,2270961.01,247.58342
536280.01,2271061.01,244.703312
536280.01,2271161.01,247.438622
536280.01,2271261.01,254.206615
536280.01,2271361.01,255.386917
536280.01,2271461.01,256.095398
536280.01,2271561.01,259.373627
536280.01,2271661.01,262.449112
536280.01,2271761.01,261.982384
536280.01,2271861.01,261.044647
536280.01,2271961.01,258.545654
536280.01,2272061.01,258.283173
536280.01,2272161.01,256.913086
536280.01,2272261.01,257.085144
536280.01,2272361.01,259.028481
536280.01,2272461.01,260.948853
536280.01,2272561.01,261.1978
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,201.824524
536380.01,2261661.01,202.393913
536380.01,2261761.01,202.396355
536380.01,2261861.01,201.755562
536380.01,2261961.01,198.526581
536380.01,2262061.01,195.791794
536380.01,2262161.01,195.272072
536380.01,2262261.01,194.583374
536380.01,2262361.01,191.503777
536380.01,2262461.01,189.25721
536380.01,2262561.01,185.919243
536380.01,2262661.01,182.418106
536380.01,2262761.01,180.686577
536380.01,2262861.01,178.509048
536380.01,2262961.01,177.95266
536380.01,2263061.01,178.202061
536380.01,2263161.01,178.494278
536380.01,2263261.01,179.445744
536380.01,2263361.01,180.844635
536380.01,2263461.01,179.709297
536380.01,2263561.01,176.258347
536380.01,2263661.01,173.278313
536380.01,2263761.01,172.304855
536380.01,2263861.01,170.836185
536380.01,2263961.01,170.010582
536380.01,2264061.01,169.285065
536380.01,2264161.01,170.362076
536380.01,2264261.01,170.923836
536380.01,2264361.01,169.599937
536380.01,2264461.01,169.467026
536380.01,2264561.01,169.521137
536380.01,2264661.01,168.68956
536380.01,2264761.01,165.564308
536380.01,2264861.01,162.812881
536380.01,2264961.01,160.593159
536380.01,2265061.01,159.821732
536380.01,2265161.01,159.500408
536380.01,2265261.01,159.424812
536380.01,2265361.01,156.523659
536380.01,2265461.01,154.822525
536380.01,2265561.01,155.454269
536380.01,2265661.01,153.500526
536380.01,2265761.01,154.278877
536380.01,2265861.01,154.252323
536380.01,2265961.01,154.871567
536380.01,2266061.01,162.331238
536380.01,2266161.01,166.473083
536380.01,2266261.01,168.827862
536380.01,2266361.01,174.43821
536380.01,2266461.01,180.141075
536380.01,2266561.01,183.659744
536380.01,2266661.01,189.229744
536380.01,2266761.01,193.44455
536380.01,2266861.01,194.70332
536380.01,2266961.01,196.371857
536380.01,2267061.01,198.709007
536380.01,2267161.01,201.046936
536380.01,2267261.01,202.348389
536380.01,2267361.01,207.48526
536380.01,2267461.01,209.929276
536380.01,2267561.01,211.224972
536380.01,2267661.01,217.376961
536380.01,2267761.01,222.570457
536380.01,2267861.01,226.072098
536380.01,2267961.01,230.487076
536380.01,2268061.01,231.610184
536380.01,2268161.01,227.611218
536380.01,2268261.01,222.841644
536380.01,2268361.01,225.648987
536380.01,2268461.01,229.164467
536380.01,2268561.01,230.516846
536380.01,2268661.01,231.366997
536380.01,2268761.01,230.043533
536380.01,2268861.01,230.024902
536380.01,2268961.01,232.720543
536380.01,2269061.01,231.74966
536380.01,2269161.01,223.477509
536380.01,2269261.01,219.269066
536380.01,2269361.01,218.824463
536380.01,2269461.01,217.422989
536380.01,2269561.01,220.008221
536380.01,2269661.01,223.523415
536380.01,2269761.01,225.434036
536380.01,2269861.01,229.387009
536380.01,2269961.01,231.398109
536380.01,2270061.01,231.430862
536380.01,2270161.01,231.25779
536380.01,2270261.01,235.196541
536380.01,2270361.01,238.804886
536380.01,2270461.01,242.195297
536380.01,2270561.01,244.153305
536380.01,2270661.01,248.499969
536380.01,2270761.01,258.611282
536380.01,2270861.01,254.080887
536380.01,2270961.01,240.671341
536380.01,2271061.01,239.398247
536380.01,2271161.01,250.813782
536380.01,2271261.01,253.570221
536380.01,2271361.01,252.965385
536380.01,2271461.01,253.513142
536380.01,2271561.01,259.838104
536380.01,2271661.01,259.156891
536380.01,2271761.01,260.620361
536380.01,2271861.01,261.46312
536380.01,2271961.01,260.675217
536380.01,2272061.01,259.028214
536380.01,2272161.01,258.730148
536380.01,2272261.01,259.041077
536380.01,2272361.01,260.451019
536380.01,2272461.01,262.348602
536380.01,2272561.01,263.363892
536380.01,2272661.01,264.088318
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,204.686134
536480.01,2261761.01,205.781357
536480.01,2261861.01,203.979256
536480.01,2261961.01,199.861832
536480.01,2262061.01,196.820473
536480.01,2262161.01,196.220978
536480.01,2262261.01,194.187317
536480.01,2262361.01,190.509415
536480.01,2262461.01,188.601349
536480.01,2262561.01,186.056915
536480.01,2262661.01,183.26857
536480.01,2262761.01,182.338852
536480.01,2262861.01,180.052032
536480.01,2262961.01,179.179626
536480.01,2263061.01,179.214935
536480.01,2263161.01,178.291641
536480.01,2263261.01,178.338821
536480.01,2263361.01,177.550896
536480.01,2263461.01,177.293102
536480.01,2263561.01,176.939148
536480.01,2263661.01,176.711288
536480.01,2263761.01,174.636414
536480.01,2263861.01,171.253105
536480.01,2263961.01,171.527847
536480.01,2264061.01,171.3377
536480.01,2264161.01,172.079788
536480.01,2264261.01,173.290863
536480.01,2264361.01,171.058182
536480.01,2264461.01,168.151474
536480.01,2264561.01,168.33522
536480.01,2264661.01,166.372116
536480.01,2264761.01,161.714722
536480.01,2264861.01,160.220154
536480.01,2264961.01,160.509422
536480.01,2265061.01,160.138916
536480.01,2265161.01,158.584572
536480.01,2265261.01,156.683083
536480.01,2265361.01,155.004787
536480.01,2265461.01,155.354904
536480.01,2265561.01,156.147514
536480.01,2265661.01,154.4366
536480.01,2265761.01,153.378479
536480.01,2265861.01,153.32634
536480.01,2265961.01,155.48317
536480.01,2266061.01,162.809368
536480.01,2266161.01,165.690346
536480.01,2266261.01,167.176048
536480.01,2266361.01,170.914261
536480.01,2266461.01,178.830421
536480.01,2266561.01,183.107796
536480.01,2266661.01,189.648304
536480.01,2266761.01,193.125336
536480.01,2266861.01,193.780167
536480.01,2266961.01,195.874771
536480.01,2267061.01,197.47023
536480.01,2267161.01,198.29277
536480.01,2267261.01,200.394394
536480.01,2267361.01,202.384537
536480.01,2267461.01,206.750931
536480.01,2267561.01,208.475281
536480.01,2267661.01,214.698532
536480.01,2267761.01,221.646904
536480.01,2267861.01,225.146812
536480.01,2267961.01,229.387569
536480.01,2268061.01,230.308449
536480.01,2268161.01,225.764229
536480.01,2268261.01,227.419281
536480.01,2268361.01,230.899269
536480.01,2268461.01,230.084007
536480.01,2268561.01,230.55357
536480.01,2268661.01,229.933022
536480.01,2268761.01,226.846451
536480.01,2268861.01,222.888519
536480.01,2268961.01,218.112976
536480.01,2269061.01,214.527172
536480.01,2269161.01,214.993156
536480.01,2269261.01,216.63578
536480.01,2269361.01,217.193954
536480.01,2269461.01,217.434311
536480.01,2269561.01,218.799545
536480.01,2269661.01,222.09343
536480.01,2269761.01,224.073196
536480.01,2269861.01,229.301865
536480.01,2269961.01,233.407005
536480.01,2270061.01,233.037003
536480.01,2270161.01,236.044731
536480.01,2270261.01,242.371109
536480.01,2270361.01,247.634903
536480.01,2270461.01,253.66468
536480.01,2270561.01,258.663506
536480.01,2270661.01,262.433014
536480.01,2270761.01,260.442032
536480.01,2270861.01,254.916321
536480.01,2270961.01,244.264771
536480.01,2271061.01,235.219215
536480.01,2271161.01,247.656174
536480.01,2271261.01,242.643219
536480.01,2271361.01,236.484207
536480.01,2271461.01,238.774101
536480.01,2271561.01,243.181854
536480.01,2271661.01,244.942482
536480.01,2271761.01,248.629677
536480.01,2271861.01,252.225372
536480.01,2271961.01,255.225464
536480.01,2272061.01,258.144882
