"X","Y","H40_Batho (TWT)"
535880.01,2266461.01,559.674469
535880.01,2266561.01,566.688599
535880.01,2266661.01,570.491302
535880.01,2266761.01,572.922821
535880.01,2266861.01,576.743469
535880.01,2266961.01,581.048767
535880.01,2267061.01,583.980042
535880.01,2267161.01,586.714783
535880.01,2267261.01,590.245178
535880.01,2267361.01,592.644745
535880.01,2267461.01,596.093994
535880.01,2267561.01,598.532761
535880.01,2267661.01,599.488525
535880.01,2267761.01,598.356689
535880.01,2267861.01,600.082947
535880.01,2267961.01,602.850754
535880.01,2268061.01,607.939117
535880.01,2268161.01,612.010834
535880.01,2268261.01,613.534973
535880.01,2268361.01,614.32843
535880.01,2268461.01,613.270325
535880.01,2268561.01,612.12558
535880.01,2268661.01,611.860779
535880.01,2268761.01,613.592773
535880.01,2268861.01,614.688873
535880.01,2268961.01,613.975769
535880.01,2269061.01,613.847351
535880.01,2269161.01,614.447449
535880.01,2269261.01,616.265564
535880.01,2269361.01,618.010803
535880.01,2269461.01,618.623108
535880.01,2269561.01,619.645447
535880.01,2269661.01,620.332031
535880.01,2269761.01,619.832153
535880.01,2269861.01,619.047134
535880.01,2269961.01,620.167694
535880.01,2270061.01,621.672089
535880.01,2270161.01,622.566101
535880.01,2270261.01,625.18396
535880.01,2270361.01,629.332886
535880.01,2270461.01,631.744995
535880.01,2270561.01,631.947021
535880.01,2270661.01,633.927429
535880.01,2270761.01,635.473541
535880.01,2270861.01,636.858093
535880.01,2270961.01,639.027649
535880.01,2271061.01,635.607178
535880.01,2271161.01,635.956802
535880.01,2271261.01,639.468384
535880.01,2271361.01,643.795105
535880.01,2271461.01,645.545227
535880.01,2271561.01,647.489197
535880.01,2271661.01,647.280151
535880.01,2271761.01,646.110077
535880.01,2271861.01,644.456314
535880.01,2271961.01,642.388794
535880.01,2272061.01,641.018311
535880.01,2272161.01,639.203247
535880.01,2272261.01,640.305115
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,595.739075
535980.01,2261561.01,594.825562
535980.01,2261661.01,593.242981
535980.01,2261761.01,592.852051
535980.01,2261861.01,592.445984
535980.01,2261961.01,592.450592
535980.01,2262061.01,590.003708
535980.01,2262161.01,586.851929
535980.01,2262261.01,585.010773
535980.01,2262361.01,579.700378
535980.01,2262461.01,575.992584
535980.01,2262561.01,575.751801
535980.01,2262661.01,579.01181
535980.01,2262761.01,580.093735
535980.01,2262861.01,579.668518
535980.01,2262961.01,578.262238
535980.01,2263061.01,576.058655
535980.01,2263161.01,574.458344
535980.01,2263261.01,573.607758
535980.01,2263361.01,573.30896
535980.01,2263461.01,572.931091
535980.01,2263561.01,571.313812
535980.01,2263661.01,569.85144
535980.01,2263761.01,568.439636
535980.01,2263861.01,567.400909
535980.01,2263961.01,566.612244
535980.01,2264061.01,565.603409
535980.01,2264161.01,565.159973
535980.01,2264261.01,563.723755
535980.01,2264361.01,561.637817
535980.01,2264461.01,560.279282
535980.01,2264561.01,557.989838
535980.01,2264661.01,556.365692
535980.01,2264761.01,555.565918
535980.01,2264861.01,553.962219
535980.01,2264961.01,552.21106
535980.01,2265061.01,551.237595
535980.01,2265161.01,549.427429
535980.01,2265261.01,548.997589
535980.01,2265361.01,547.379257
535980.01,2265461.01,546.781433
535980.01,2265561.01,546.087433
535980.01,2265661.01,544.637756
535980.01,2265761.01,543.533066
535980.01,2265861.01,542.815094
535980.01,2265961.01,544.3862
535980.01,2266061.01,546.585999
535980.01,2266161.01,550.091858
535980.01,2266261.01,553.303223
535980.01,2266361.01,555.503769
535980.01,2266461.01,559.173126
535980.01,2266561.01,566.50705
535980.01,2266661.01,569.393372
535980.01,2266761.01,574.15033
535980.01,2266861.01,577.88681
535980.01,2266961.01,580.660034
535980.01,2267061.01,585.27536
535980.01,2267161.01,588.831238
535980.01,2267261.01,591.739594
535980.01,2267361.01,593.43457
535980.01,2267461.01,596.308167
535980.01,2267561.01,599.322021
535980.01,2267661.01,601.487518
535980.01,2267761.01,600.776215
535980.01,2267861.01,599.721619
535980.01,2267961.01,602.741058
535980.01,2268061.01,607.791443
535980.01,2268161.01,611.888214
535980.01,2268261.01,613.671906
535980.01,2268361.01,616.14975
535980.01,2268461.01,616.392883
535980.01,2268561.01,616.190643
535980.01,2268661.01,615.55304
535980.01,2268761.01,614.795319
535980.01,2268861.01,615.406403
535980.01,2268961.01,614.342819
535980.01,2269061.01,614.765198
535980.01,2269161.01,618.387115
535980.01,2269261.01,621.835022
535980.01,2269361.01,623.016724
535980.01,2269461.01,622.214905
535980.01,2269561.01,620.761383
535980.01,2269661.01,618.190659
535980.01,2269761.01,617.111877
535980.01,2269861.01,617.495392
535980.01,2269961.01,619.465271
535980.01,2270061.01,620.751556
535980.01,2270161.01,621.698303
535980.01,2270261.01,624.114136
535980.01,2270361.01,627.311066
535980.01,2270461.01,627.430237
535980.01,2270561.01,629.339111
535980.01,2270661.01,630.849548
535980.01,2270761.01,634.363434
535980.01,2270861.01,636.544434
535980.01,2270961.01,634.015045
535980.01,2271061.01,634.732483
535980.01,2271161.01,636.572662
535980.01,2271261.01,640.231628
535980.01,2271361.01,643.575897
535980.01,2271461.01,645.351929
535980.01,2271561.01,647.160278
535980.01,2271661.01,647.199158
535980.01,2271761.01,645.143066
535980.01,2271861.01,643.272827
535980.01,2271961.01,641.63916
535980.01,2272061.01,641.055527
535980.01,2272161.01,642.008972
535980.01,2272261.01,643.053024
535980.01,2272361.01,643.990723
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,596.857239
536080.01,2261561.01,596.273987
536080.01,2261661.01,594.982941
536080.01,2261761.01,596.187317
536080.01,2261861.01,596.20813
536080.01,2261961.01,594.796814
536080.01,2262061.01,592.041473
536080.01,2262161.01,587.883118
536080.01,2262261.01,583.972733
536080.01,2262361.01,577.475861
536080.01,2262461.01,576.315414
536080.01,2262561.01,577.720093
536080.01,2262661.01,579.698029
536080.01,2262761.01,579.98999
536080.01,2262861.01,579.201477
536080.01,2262961.01,577.443298
536080.01,2263061.01,574.260345
536080.01,2263161.01,573.419098
536080.01,2263261.01,573.324951
536080.01,2263361.01,573.111267
536080.01,2263461.01,572.33609
536080.01,2263561.01,570.542328
536080.01,2263661.01,569.666443
536080.01,2263761.01,569.587311
536080.01,2263861.01,568.894775
536080.01,2263961.01,567.734558
536080.01,2264061.01,566.350647
536080.01,2264161.01,565.945541
536080.01,2264261.01,564.771667
536080.01,2264361.01,562.638367
536080.01,2264461.01,561.814819
536080.01,2264561.01,559.75824
536080.01,2264661.01,557.122284
536080.01,2264761.01,556.255432
536080.01,2264861.01,554.722244
536080.01,2264961.01,553.331055
536080.01,2265061.01,552.55069
536080.01,2265161.01,550.138428
536080.01,2265261.01,548.975159
536080.01,2265361.01,548.301178
536080.01,2265461.01,547.53421
536080.01,2265561.01,546.541046
536080.01,2265661.01,545.527649
536080.01,2265761.01,543.386261
536080.01,2265861.01,542.990906
536080.01,2265961.01,545.028534
536080.01,2266061.01,547.01767
536080.01,2266161.01,550.248749
536080.01,2266261.01,553.801697
536080.01,2266361.01,555.655365
536080.01,2266461.01,559.726501
536080.01,2266561.01,565.185425
536080.01,2266661.01,568.271393
536080.01,2266761.01,573.376907
536080.01,2266861.01,577.801514
536080.01,2266961.01,582.1073
536080.01,2267061.01,586.087219
536080.01,2267161.01,589.463989
536080.01,2267261.01,591.267746
536080.01,2267361.01,593.799408
536080.01,2267461.01,596.105225
536080.01,2267561.01,600.404877
536080.01,2267661.01,603.952362
536080.01,2267761.01,602.823914
536080.01,2267861.01,598.962677
536080.01,2267961.01,601.399231
536080.01,2268061.01,606.819092
536080.01,2268161.01,611.286774
536080.01,2268261.01,614.089539
536080.01,2268361.01,616.32196
536080.01,2268461.01,616.939026
536080.01,2268561.01,616.481964
536080.01,2268661.01,616.951782
536080.01,2268761.01,617.464691
536080.01,2268861.01,616.28302
536080.01,2268961.01,614.937866
536080.01,2269061.01,617.06134
536080.01,2269161.01,619.871017
536080.01,2269261.01,623.509308
536080.01,2269361.01,623.100937
536080.01,2269461.01,621.711609
536080.01,2269561.01,617.927124
536080.01,2269661.01,615.949066
536080.01,2269761.01,615.259827
536080.01,2269861.01,615.660507
536080.01,2269961.01,617.742249
536080.01,2270061.01,619.494873
536080.01,2270161.01,620.483704
536080.01,2270261.01,621.953247
536080.01,2270361.01,624.280945
536080.01,2270461.01,624.958908
536080.01,2270561.01,627.216339
536080.01,2270661.01,628.955338
536080.01,2270761.01,631.315613
536080.01,2270861.01,630.859375
536080.01,2270961.01,629.665253
536080.01,2271061.01,630.161652
536080.01,2271161.01,633.244705
536080.01,2271261.01,635.724274
536080.01,2271361.01,640.930954
536080.01,2271461.01,641.264709
536080.01,2271561.01,642.639679
536080.01,2271661.01,643.382996
536080.01,2271761.01,642.418594
536080.01,2271861.01,641.895996
536080.01,2271961.01,641.010788
536080.01,2272061.01,641.085815
536080.01,2272161.01,643.760681
536080.01,2272261.01,645.337463
536080.01,2272361.01,647.235535
536080.01,2272461.01,-9999
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,598.870087
536180.01,2261661.01,598.444397
536180.01,2261761.01,597.840332
536180.01,2261861.01,597.658295
536180.01,2261961.01,596.360489
536180.01,2262061.01,593.715454
536180.01,2262161.01,590.074158
536180.01,2262261.01,582.40036
536180.01,2262361.01,578.922302
536180.01,2262461.01,579.362106
536180.01,2262561.01,580.239594
536180.01,2262661.01,580.522919
536180.01,2262761.01,579.846985
536180.01,2262861.01,578.818512
536180.01,2262961.01,577.033264
536180.01,2263061.01,574.668304
536180.01,2263161.01,573.927124
536180.01,2263261.01,573.745972
536180.01,2263361.01,573.178009
536180.01,2263461.01,572.685333
536180.01,2263561.01,571.551514
536180.01,2263661.01,570.484924
536180.01,2263761.01,569.916367
536180.01,2263861.01,568.91922
536180.01,2263961.01,567.934448
536180.01,2264061.01,567.739746
536180.01,2264161.01,567.988983
536180.01,2264261.01,566.339661
536180.01,2264361.01,563.781433
536180.01,2264461.01,562.49411
536180.01,2264561.01,560.760117
536180.01,2264661.01,558.6539
536180.01,2264761.01,558.146301
536180.01,2264861.01,555.777161
536180.01,2264961.01,553.994629
536180.01,2265061.01,553.296387
536180.01,2265161.01,551.023407
536180.01,2265261.01,548.795502
536180.01,2265361.01,547.870422
536180.01,2265461.01,546.306763
536180.01,2265561.01,545.678772
536180.01,2265661.01,545.211945
536180.01,2265761.01,544.22345
536180.01,2265861.01,543.526596
536180.01,2265961.01,544.658936
536180.01,2266061.01,547.873108
536180.01,2266161.01,551.107178
536180.01,2266261.01,554.005615
536180.01,2266361.01,556.306107
536180.01,2266461.01,560.738861
536180.01,2266561.01,564.536987
536180.01,2266661.01,567.647827
536180.01,2266761.01,573.0159
536180.01,2266861.01,578.357666
536180.01,2266961.01,581.503922
536180.01,2267061.01,585.697296
536180.01,2267161.01,588.842957
536180.01,2267261.01,590.502563
536180.01,2267361.01,594.164185
536180.01,2267461.01,597.13443
536180.01,2267561.01,599.280853
536180.01,2267661.01,604.858597
536180.01,2267761.01,602.426941
536180.01,2267861.01,598.483917
536180.01,2267961.01,601.984436
536180.01,2268061.01,607.573425
536180.01,2268161.01,611.852295
536180.01,2268261.01,613.529526
536180.01,2268361.01,615.817963
536180.01,2268461.01,616.458145
536180.01,2268561.01,615.908203
536180.01,2268661.01,616.399231
536180.01,2268761.01,616.639801
536180.01,2268861.01,615.969147
536180.01,2268961.01,616.481308
536180.01,2269061.01,617.331451
536180.01,2269161.01,617.86969
536180.01,2269261.01,618.028442
536180.01,2269361.01,618.4776
536180.01,2269461.01,618.25647
536180.01,2269561.01,617.043762
536180.01,2269661.01,614.595734
536180.01,2269761.01,613.367722
536180.01,2269861.01,614.047668
536180.01,2269961.01,616.527039
536180.01,2270061.01,618.265594
536180.01,2270161.01,619.273529
536180.01,2270261.01,620.350449
536180.01,2270361.01,621.599884
536180.01,2270461.01,621.869019
536180.01,2270561.01,624.198975
536180.01,2270661.01,628.52652
536180.01,2270761.01,630.123108
536180.01,2270861.01,626.837601
536180.01,2270961.01,627.844055
536180.01,2271061.01,627.835175
536180.01,2271161.01,630.475464
536180.01,2271261.01,633.454041
536180.01,2271361.01,635.677032
536180.01,2271461.01,639.279419
536180.01,2271561.01,642.247559
536180.01,2271661.01,642.424774
536180.01,2271761.01,642.144501
536180.01,2271861.01,640.991028
536180.01,2271961.01,640.06369
536180.01,2272061.01,641.59256
536180.01,2272161.01,643.969437
536180.01,2272261.01,645.935944
536180.01,2272361.01,648.465546
536180.01,2272461.01,650.174438
536180.01,2272561.01,652.938293
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,601.389679
536280.01,2261661.01,601.389862
536280.01,2261761.01,599.961594
536280.01,2261861.01,598.672607
536280.01,2261961.01,595.956238
536280.01,2262061.01,590.731262
536280.01,2262161.01,587.704376
536280.01,2262261.01,583.154907
536280.01,2262361.01,580.695343
536280.01,2262461.01,581.319153
536280.01,2262561.01,581.4646
536280.01,2262661.01,581.175018
536280.01,2262761.01,580.579437
536280.01,2262861.01,578.810547
536280.01,2262961.01,577.225006
536280.01,2263061.01,575.419861
536280.01,2263161.01,574.689758
536280.01,2263261.01,573.921387
536280.01,2263361.01,573.420654
536280.01,2263461.01,572.760147
536280.01,2263561.01,571.78006
536280.01,2263661.01,570.96814
536280.01,2263761.01,570.347656
536280.01,2263861.01,569.406342
536280.01,2263961.01,568.160187
536280.01,2264061.01,567.021301
536280.01,2264161.01,565.414749
536280.01,2264261.01,562.932495
536280.01,2264361.01,561.513184
536280.01,2264461.01,560.828857
536280.01,2264561.01,560.298859
536280.01,2264661.01,559.654694
536280.01,2264761.01,558.847549
536280.01,2264861.01,556.992065
536280.01,2264961.01,554.936325
536280.01,2265061.01,554.258179
536280.01,2265161.01,552.406097
536280.01,2265261.01,550.035645
536280.01,2265361.01,549.17215
536280.01,2265461.01,546.849152
536280.01,2265561.01,545.987
536280.01,2265661.01,545.973938
536280.01,2265761.01,545.287903
536280.01,2265861.01,545.308136
536280.01,2265961.01,546.708557
536280.01,2266061.01,548.125336
536280.01,2266161.01,550.755554
536280.01,2266261.01,552.61853
536280.01,2266361.01,555.805298
536280.01,2266461.01,560.193604
536280.01,2266561.01,563.229889
536280.01,2266661.01,566.365723
536280.01,2266761.01,572.427979
536280.01,2266861.01,577.772064
536280.01,2266961.01,581.511078
536280.01,2267061.01,585.823853
536280.01,2267161.01,588.626556
536280.01,2267261.01,590.068329
536280.01,2267361.01,593.222229
536280.01,2267461.01,596.635651
536280.01,2267561.01,599.18338
536280.01,2267661.01,604.029297
536280.01,2267761.01,600.106689
536280.01,2267861.01,598.472595
536280.01,2267961.01,603.069092
536280.01,2268061.01,607.4888
536280.01,2268161.01,609.445923
536280.01,2268261.01,612.483246
536280.01,2268361.01,614.404846
536280.01,2268461.01,614.421783
536280.01,2268561.01,613.848389
536280.01,2268661.01,614.792847
536280.01,2268761.01,615.250275
536280.01,2268861.01,615.234467
536280.01,2268961.01,615.87439
536280.01,2269061.01,613.878601
536280.01,2269161.01,613.741409
536280.01,2269261.01,614.382721
536280.01,2269361.01,615.14238
536280.01,2269461.01,614.210022
536280.01,2269561.01,613.076202
536280.01,2269661.01,611.838928
536280.01,2269761.01,611.089767
536280.01,2269861.01,613.366577
536280.01,2269961.01,615.694153
536280.01,2270061.01,616.999634
536280.01,2270161.01,619.072174
536280.01,2270261.01,620.013794
536280.01,2270361.01,621.633667
536280.01,2270461.01,621.951691
536280.01,2270561.01,621.81488
536280.01,2270661.01,624.191727
536280.01,2270761.01,623.065857
536280.01,2270861.01,621.305298
536280.01,2270961.01,624.131042
536280.01,2271061.01,626.601273
536280.01,2271161.01,629.883789
536280.01,2271261.01,633.352066
536280.01,2271361.01,635.506836
536280.01,2271461.01,638.921356
536280.01,2271561.01,642.016052
536280.01,2271661.01,641.868011
536280.01,2271761.01,641.942368
536280.01,2271861.01,640.717773
536280.01,2271961.01,641.36882
536280.01,2272061.01,643.205139
536280.01,2272161.01,645.240387
536280.01,2272261.01,648.256592
536280.01,2272361.01,650.728378
536280.01,2272461.01,652.977997
536280.01,2272561.01,654.091675
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,602.095825
536380.01,2261661.01,601.570648
536380.01,2261761.01,597.226868
536380.01,2261861.01,595.079346
536380.01,2261961.01,592.518127
536380.01,2262061.01,588.881287
536380.01,2262161.01,585.572144
536380.01,2262261.01,582.730835
536380.01,2262361.01,583.048553
536380.01,2262461.01,583.740173
536380.01,2262561.01,583.18074
536380.01,2262661.01,581.905121
536380.01,2262761.01,581.310669
536380.01,2262861.01,579.835754
536380.01,2262961.01,577.863495
536380.01,2263061.01,575.904541
536380.01,2263161.01,574.271576
536380.01,2263261.01,573.321121
536380.01,2263361.01,572.54303
536380.01,2263461.01,571.815369
536380.01,2263561.01,571.387878
536380.01,2263661.01,570.797791
536380.01,2263761.01,569.759735
536380.01,2263861.01,568.18483
536380.01,2263961.01,566.59259
536380.01,2264061.01,565.981354
536380.01,2264161.01,564.866272
536380.01,2264261.01,562.933838
536380.01,2264361.01,562.289993
536380.01,2264461.01,561.196472
536380.01,2264561.01,560.048492
536380.01,2264661.01,559.339294
536380.01,2264761.01,558.019745
536380.01,2264861.01,556.734131
536380.01,2264961.01,555.98291
536380.01,2265061.01,554.948944
536380.01,2265161.01,553.437088
536380.01,2265261.01,551.582947
536380.01,2265361.01,550.891602
536380.01,2265461.01,548.85498
536380.01,2265561.01,547.722778
536380.01,2265661.01,548.667831
536380.01,2265761.01,547.70932
536380.01,2265861.01,548.251968
536380.01,2265961.01,549.199402
536380.01,2266061.01,549.618073
536380.01,2266161.01,551.180481
536380.01,2266261.01,552.874603
536380.01,2266361.01,556.338379
536380.01,2266461.01,559.526276
536380.01,2266561.01,560.47168
536380.01,2266661.01,565.13855
536380.01,2266761.01,570.961914
536380.01,2266861.01,574.487289
536380.01,2266961.01,582.747711
536380.01,2267061.01,586.26535
536380.01,2267161.01,588.317596
536380.01,2267261.01,589.671936
536380.01,2267361.01,592.86795
536380.01,2267461.01,597.323608
536380.01,2267561.01,600.610565
536380.01,2267661.01,605.406433
536380.01,2267761.01,600.250214
536380.01,2267861.01,597.927673
536380.01,2267961.01,602.516174
536380.01,2268061.01,607.171265
536380.01,2268161.01,608.786301
536380.01,2268261.01,610.920105
536380.01,2268361.01,611.991577
536380.01,2268461.01,611.866852
536380.01,2268561.01,612.209656
536380.01,2268661.01,612.303436
536380.01,2268761.01,612.165283
536380.01,2268861.01,611.43483
536380.01,2268961.01,611.187775
536380.01,2269061.01,611.593155
536380.01,2269161.01,611.222778
536380.01,2269261.01,611.473511
536380.01,2269361.01,611.729309
536380.01,2269461.01,609.762177
536380.01,2269561.01,610.367615
536380.01,2269661.01,610.190094
536380.01,2269761.01,610.054321
536380.01,2269861.01,612.938843
536380.01,2269961.01,615.158325
536380.01,2270061.01,616.40509
536380.01,2270161.01,618.853134
536380.01,2270261.01,621.16922
536380.01,2270361.01,622.863098
536380.01,2270461.01,622.320679
536380.01,2270561.01,621.052124
536380.01,2270661.01,621.088501
536380.01,2270761.01,620.667725
536380.01,2270861.01,619.98909
536380.01,2270961.01,622.597565
536380.01,2271061.01,625.290771
536380.01,2271161.01,629.287903
536380.01,2271261.01,633.289764
536380.01,2271361.01,636.115112
536380.01,2271461.01,640.173813
536380.01,2271561.01,642.52832
536380.01,2271661.01,641.703278
536380.01,2271761.01,641.388123
536380.01,2271861.01,640.485626
536380.01,2271961.01,640.961914
536380.01,2272061.01,644.460907
536380.01,2272161.01,646.770096
536380.01,2272261.01,649.326965
536380.01,2272361.01,652.182159
536380.01,2272461.01,654.413147
536380.01,2272561.01,655.297577
536380.01,2272661.01,655.710419
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,598.451874
536480.01,2261761.01,597.261414
536480.01,2261861.01,594.920715
536480.01,2261961.01,591.815125
536480.01,2262061.01,587.732117
536480.01,2262161.01,583.86821
536480.01,2262261.01,583.954651
536480.01,2262361.01,584.846405
536480.01,2262461.01,585.214966
536480.01,2262561.01,584.462372
536480.01,2262661.01,583.043701
536480.01,2262761.01,582.231918
536480.01,2262861.01,580.585236
536480.01,2262961.01,577.890503
536480.01,2263061.01,576.023499
536480.01,2263161.01,574.131439
536480.01,2263261.01,573.271301
536480.01,2263361.01,572.721161
536480.01,2263461.01,570.928909
536480.01,2263561.01,569.117523
536480.01,2263661.01,568.240326
536480.01,2263761.01,567.975159
536480.01,2263861.01,567.524933
536480.01,2263961.01,566.812073
536480.01,2264061.01,566.314255
536480.01,2264161.01,565.346344
536480.01,2264261.01,563.719223
536480.01,2264361.01,562.762268
536480.01,2264461.01,561.856842
536480.01,2264561.01,560.992554
536480.01,2264661.01,560.290543
536480.01,2264761.01,559.263199
536480.01,2264861.01,557.472565
536480.01,2264961.01,556.397797
536480.01,2265061.01,555.076843
536480.01,2265161.01,554.007263
536480.01,2265261.01,553.319214
536480.01,2265361.01,552.075806
536480.01,2265461.01,551.245148
536480.01,2265561.01,550.51355
536480.01,2265661.01,550.021606
536480.01,2265761.01,548.998047
536480.01,2265861.01,549.278748
536480.01,2265961.01,550.076431
536480.01,2266061.01,551.398087
536480.01,2266161.01,552.451935
536480.01,2266261.01,553.560394
536480.01,2266361.01,557.230225
536480.01,2266461.01,560.195953
536480.01,2266561.01,561.319397
536480.01,2266661.01,566.093811
536480.01,2266761.01,571.511993
536480.01,2266861.01,575.397614
536480.01,2266961.01,582.137451
536480.01,2267061.01,585.630676
536480.01,2267161.01,586.904755
536480.01,2267261.01,589.282471
536480.01,2267361.01,593.403336
536480.01,2267461.01,598.234222
536480.01,2267561.01,602.501343
536480.01,2267661.01,605.522888
536480.01,2267761.01,597.674133
536480.01,2267861.01,599.47699
536480.01,2267961.01,603.506927
536480.01,2268061.01,607.764069
536480.01,2268161.01,609.32016
536480.01,2268261.01,610.949768
536480.01,2268361.01,611.496185
536480.01,2268461.01,611.747284
536480.01,2268561.01,611.908646
536480.01,2268661.01,609.343063
536480.01,2268761.01,607.543945
536480.01,2268861.01,607.094147
536480.01,2268961.01,606.840332
536480.01,2269061.01,606.518768
536480.01,2269161.01,606.451904
536480.01,2269261.01,607.201889
536480.01,2269361.01,608.583679
536480.01,2269461.01,608.531708
536480.01,2269561.01,609.237854
536480.01,2269661.01,608.181183
536480.01,2269761.01,607.880402
536480.01,2269861.01,611.208206
536480.01,2269961.01,614.109665
536480.01,2270061.01,616.744385
536480.01,2270161.01,620.686188
536480.01,2270261.01,622.275696
536480.01,2270361.01,619.241867
536480.01,2270461.01,618.565125
536480.01,2270561.01,618.465744
536480.01,2270661.01,618.968018
536480.01,2270761.01,619.739319
536480.01,2270861.01,619.665283
536480.01,2270961.01,620.990265
536480.01,2271061.01,624.589142
536480.01,2271161.01,628.701447
536480.01,2271261.01,634.196503
536480.01,2271361.01,636.595032
536480.01,2271461.01,640.304932
536480.01,2271561.01,641.649658
536480.01,2271661.01,640.044342
536480.01,2271761.01,640.093903
536480.01,2271861.01,640.354126
536480.01,2271961.01,641.952759
536480.01,2272061.01,644.581329
536480.01,2272161.01,647.136536
536480.01,2272261.01,649.284103
536480.01,2272361.01,651.960815
536480.01,2272461.01,654.69812
536480.01,2272561.01,655.12265
536480.01,2272661.01,656.359253
536480.01,2272761.01,657.287964
536480.01,2272861.01,-9999
536580.01,2261561.01,-9999
536580.01,2261661.01,-9999
536580.01,2261761.01,596.745972
536580.01,2261861.01,594.848419
536580.01,2261961.01,589.87677
536580.01,2262061.01,587.524445
536580.01,2262161.01,584.839844
536580.01,2262261.01,584.920105
536580.01,2262361.01,585.651733
536580.01,2262461.01,586.02269
536580.01,2262561.01,585.677048
536580.01,2262661.01,584.555054
536580.01,2262761.01,583.706818
536580.01,2262861.01,581.042908
536580.01,2262961.01,577.763306
536580.01,2263061.01,576.13974
536580.01,2263161.01,574.059647
536580.01,2263261.01,572.437256
536580.01,2263361.01,570.383911
536580.01,2263461.01,568.509888
536580.01,2263561.01,567.735657
536580.01,2263661.01,567.981049
536580.01,2263761.01,568.317688
536580.01,2263861.01,568.120926
536580.01,2263961.01,567.807922
536580.01,2264061.01,566.932434
536580.01,2264161.01,565.780518
536580.01,2264261.01,564.696655
536580.01,2264361.01,564.318451
536580.01,2264461.01,563.10408
536580.01,2264561.01,561.943329
536580.01,2264661.01,561.364166
536580.01,2264761.01,560.293579
536580.01,2264861.01,558.308197
536580.01,2264961.01,557.217865
536580.01,2265061.01,555.599716
536580.01,2265161.01,553.419708
536580.01,2265261.01,552.608826
536580.01,2265361.01,551.720306
536580.01,2265461.01,551.367615
536580.01,2265561.01,551.08548
536580.01,2265661.01,550.639435
536580.01,2265761.01,550.36203
536580.01,2265861.01,550.762756
536580.01,2265961.01,551.783844
536580.01,2266061.01,552.470459
536580.01,2266161.01,553.168457
536580.01,2266261.01,554.115326
536580.01,2266361.01,557.222137
536580.01,2266461.01,560.828629
536580.01,2266561.01,562.262817
536580.01,2266661.01,567.291565
536580.01,2266761.01,572.487976
536580.01,2266861.01,577.183701
536580.01,2266961.01,582.804901
536580.01,2267061.01,585.421158
536580.01,2267161.01,587.126099
536580.01,2267261.01,589.563812
536580.01,2267361.01,593.096558
536580.01,2267461.01,595.877289
536580.01,2267561.01,601.75589
536580.01,2267661.01,604.97496
536580.01,2267761.01,598.951843
536580.01,2267861.01,600.758301
536580.01,2267961.01,605.054596
536580.01,2268061.01,607.967529
536580.01,2268161.01,609.359329
536580.01,2268261.01,610.683289
536580.01,2268361.01,611.616028
536580.01,2268461.01,612.076294
536580.01,2268561.01,611.74826
536580.01,2268661.01,608.256836
536580.01,2268761.01,606.14122
536580.01,2268861.01,604.776031
536580.01,2268961.01,604.716614
536580.01,2269061.01,602.822418
536580.01,2269161.01,603.568542
536580.01,2269261.01,605.279633
536580.01,2269361.01,605.895233
536580.01,2269461.01,606.844467
536580.01,2269561.01,608.130676
536580.01,2269661.01,606.074997
536580.01,2269761.01,606.368103
536580.01,2269861.01,609.657166
536580.01,2269961.01,613.459656
536580.01,2270061.01,616.123535
536580.01,2270161.01,618.529755
536580.01,2270261.01,617.87207
536580.01,2270361.01,617.306152
536580.01,2270461.01,618.910828
536580.01,2270561.01,619.156616
536580.01,2270661.01,620.463837
536580.01,2270761.01,621.75119
536580.01,2270861.01,622.176392
536580.01,2270961.01,623.887787
536580.01,2271061.01,625.993652
536580.01,2271161.01,629.121613
536580.01,2271261.01,631.875977
536580.01,2271361.01,635.809494
536580.01,2271461.01,639.276367
536580.01,2271561.01,640.661743
536580.01,2271661.01,637.593994
536580.01,2271761.01,639.051086
536580.01,2271861.01,640.877869
536580.01,2271961.01,642.726257
536580.01,2272061.01,644.931274
536580.01,2272161.01,647.987762
536580.01,2272261.01,649.5755
536580.01,2272361.01,651.974365
536580.01,2272461.01,654.085876
536580.01,2272561.01,654.379822
536580.01,2272661.01,655.741058
536580.01,2272761.01,656.933411
536580.01,2272861.01,657.307007
