"X","Y","H80_r3a (TWT)"
535680.01,2263061.01,768.065552
535680.01,2263161.01,768.243469
535680.01,2263261.01,769.418854
535680.01,2263361.01,768.781555
535680.01,2263461.01,766.862701
535680.01,2263561.01,765.807617
535680.01,2263661.01,764.924561
535680.01,2263761.01,761.178436
535680.01,2263861.01,758.826172
535680.01,2263961.01,755.367004
535680.01,2264061.01,753.802307
535680.01,2264161.01,754.299652
535680.01,2264261.01,754.295105
535680.01,2264361.01,751.362854
535680.01,2264461.01,748.009491
535680.01,2264561.01,746.31131
535680.01,2264661.01,743.185974
535680.01,2264761.01,740.583405
535680.01,2264861.01,739.379333
535680.01,2264961.01,737.767929
535680.01,2265061.01,736.938446
535680.01,2265161.01,736.431305
535680.01,2265261.01,734.106567
535680.01,2265361.01,731.835815
535680.01,2265461.01,730.373459
535680.01,2265561.01,728.364746
535680.01,2265661.01,726.160355
535680.01,2265761.01,725.830261
535680.01,2265861.01,726.650269
535680.01,2265961.01,728.21991
535680.01,2266061.01,729.706665
535680.01,2266161.01,731.396088
535680.01,2266261.01,734.521133
535680.01,2266361.01,733.850525
535680.01,2266461.01,732.206482
535680.01,2266561.01,733.788696
535680.01,2266661.01,737.523987
535680.01,2266761.01,740.846619
535680.01,2266861.01,745.015045
535680.01,2266961.01,747.355026
535680.01,2267061.01,748.509399
535680.01,2267161.01,751.607697
535680.01,2267261.01,756.109192
535680.01,2267361.01,758.990601
535680.01,2267461.01,762.025085
535680.01,2267561.01,761.937164
535680.01,2267661.01,765.676941
535680.01,2267761.01,767.95105
535680.01,2267861.01,772.838379
535680.01,2267961.01,773.717957
535680.01,2268061.01,774.101852
535680.01,2268161.01,774.234802
535680.01,2268261.01,773.14856
535680.01,2268361.01,773.369995
535680.01,2268461.01,773.395325
535680.01,2268561.01,773.372986
535680.01,2268661.01,772.678925
535680.01,2268761.01,771.004181
535680.01,2268861.01,769.256042
535680.01,2268961.01,770.590454
535680.01,2269061.01,773.132294
535680.01,2269161.01,773.345764
535680.01,2269261.01,774.476379
535680.01,2269361.01,776.53096
535680.01,2269461.01,776.481689
535680.01,2269561.01,775.352158
535680.01,2269661.01,776.674377
535680.01,2269761.01,781.653503
535680.01,2269861.01,787.392578
535680.01,2269961.01,793.440903
535680.01,2270061.01,794.307678
535680.01,2270161.01,792.204315
535680.01,2270261.01,794.935791
535680.01,2270361.01,797.957245
535680.01,2270461.01,800.378662
535680.01,2270561.01,803.770233
535680.01,2270661.01,804.351028
535680.01,2270761.01,806.496216
535680.01,2270861.01,805.633057
535680.01,2270961.01,804.135498
535680.01,2271061.01,805.362671
535680.01,2271161.01,805.429687
535680.01,2271261.01,806.823975
535680.01,2271361.01,811.319824
535680.01,2271461.01,814.086884
535680.01,2271561.01,815.306458
535680.01,2271661.01,818.975525
535680.01,2271761.01,821.112976
535680.01,2271861.01,819.721375
535680.01,2271961.01,814.020279
535680.01,2272061.01,808.27948
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,793.804413
535780.01,2261361.01,794.559937
535780.01,2261461.01,793.222839
535780.01,2261561.01,791.121704
535780.01,2261661.01,786.225891
535780.01,2261761.01,782.55896
535780.01,2261861.01,784.640259
535780.01,2261961.01,784.051132
535780.01,2262061.01,782.586884
535780.01,2262161.01,780.614594
535780.01,2262261.01,779.346375
535780.01,2262361.01,777.985077
535780.01,2262461.01,775.878723
535780.01,2262561.01,772.39772
535780.01,2262661.01,769.519623
535780.01,2262761.01,768.927292
535780.01,2262861.01,768.96936
535780.01,2262961.01,769.555939
535780.01,2263061.01,770.576538
535780.01,2263161.01,770.684265
535780.01,2263261.01,770.291077
535780.01,2263361.01,768.925659
535780.01,2263461.01,766.492859
535780.01,2263561.01,765.705322
535780.01,2263661.01,763.865509
535780.01,2263761.01,759.880188
535780.01,2263861.01,758.125381
535780.01,2263961.01,756.040771
535780.01,2264061.01,755.29631
535780.01,2264161.01,755.874084
535780.01,2264261.01,755.33429
535780.01,2264361.01,752.010132
535780.01,2264461.01,747.473999
535780.01,2264561.01,746.081802
535780.01,2264661.01,743.203888
535780.01,2264761.01,740.590469
535780.01,2264861.01,739.571289
535780.01,2264961.01,738.684814
535780.01,2265061.01,738.062866
535780.01,2265161.01,737.17865
535780.01,2265261.01,734.724548
535780.01,2265361.01,732.927658
535780.01,2265461.01,731.965027
535780.01,2265561.01,729.649475
535780.01,2265661.01,727.121155
535780.01,2265761.01,726.887512
535780.01,2265861.01,726.141556
535780.01,2265961.01,726.001312
535780.01,2266061.01,726.689789
535780.01,2266161.01,729.998962
535780.01,2266261.01,731.157532
535780.01,2266361.01,731.595825
535780.01,2266461.01,732.952957
535780.01,2266561.01,734.420715
535780.01,2266661.01,736.686218
535780.01,2266761.01,739.184753
535780.01,2266861.01,744.01358
535780.01,2266961.01,747.626404
535780.01,2267061.01,750.002899
535780.01,2267161.01,752.067856
535780.01,2267261.01,756.625549
535780.01,2267361.01,759.913239
535780.01,2267461.01,763.041809
535780.01,2267561.01,762.336639
535780.01,2267661.01,763.929932
535780.01,2267761.01,769.142807
535780.01,2267861.01,773.255829
535780.01,2267961.01,774.59726
535780.01,2268061.01,775.060242
535780.01,2268161.01,775.466583
535780.01,2268261.01,774.998291
535780.01,2268361.01,774.854401
535780.01,2268461.01,773.213684
535780.01,2268561.01,771.976379
535780.01,2268661.01,770.505646
535780.01,2268761.01,769.786804
535780.01,2268861.01,769.221252
535780.01,2268961.01,771.035004
535780.01,2269061.01,772.073776
535780.01,2269161.01,773.462158
535780.01,2269261.01,774.612244
535780.01,2269361.01,776.593201
535780.01,2269461.01,776.674805
535780.01,2269561.01,776.337219
535780.01,2269661.01,779.922058
535780.01,2269761.01,790.262497
535780.01,2269861.01,796.361542
535780.01,2269961.01,795.113708
535780.01,2270061.01,794.170715
535780.01,2270161.01,794.084717
535780.01,2270261.01,796.093414
535780.01,2270361.01,799.175903
535780.01,2270461.01,799.981903
535780.01,2270561.01,801.787903
535780.01,2270661.01,803.289673
535780.01,2270761.01,803.631287
535780.01,2270861.01,802.109009
535780.01,2270961.01,799.689575
535780.01,2271061.01,801.270126
535780.01,2271161.01,804.313721
535780.01,2271261.01,807.996948
535780.01,2271361.01,810.702942
535780.01,2271461.01,813.653671
535780.01,2271561.01,815.778198
535780.01,2271661.01,816.616074
535780.01,2271761.01,818.667786
535780.01,2271861.01,817.965302
535780.01,2271961.01,812.587891
535780.01,2272061.01,807.045929
535780.01,2272161.01,806.177124
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,796.047241
535880.01,2261461.01,797.016602
535880.01,2261561.01,794.057434
535880.01,2261661.01,790.375412
535880.01,2261761.01,788.380585
535880.01,2261861.01,787.876617
535880.01,2261961.01,786.380493
535880.01,2262061.01,784.481445
535880.01,2262161.01,782.031616
535880.01,2262261.01,780.243073
535880.01,2262361.01,778.795822
535880.01,2262461.01,775.471466
535880.01,2262561.01,772.574921
535880.01,2262661.01,772.3573
535880.01,2262761.01,770.398254
535880.01,2262861.01,770.627655
535880.01,2262961.01,771.30101
535880.01,2263061.01,772.771454
535880.01,2263161.01,770.221024
535880.01,2263261.01,769.220764
535880.01,2263361.01,769.617859
535880.01,2263461.01,767.44751
535880.01,2263561.01,766.70871
535880.01,2263661.01,763.793365
535880.01,2263761.01,760.899597
535880.01,2263861.01,759.904907
535880.01,2263961.01,757.306641
535880.01,2264061.01,756.627594
535880.01,2264161.01,755.844452
535880.01,2264261.01,754.333115
535880.01,2264361.01,751.539978
535880.01,2264461.01,749.779694
535880.01,2264561.01,747.496338
535880.01,2264661.01,744.610474
535880.01,2264761.01,743.252625
535880.01,2264861.01,741.983337
535880.01,2264961.01,739.55751
535880.01,2265061.01,737.838226
535880.01,2265161.01,737.293976
535880.01,2265261.01,735.490417
535880.01,2265361.01,734.756256
535880.01,2265461.01,734.171448
535880.01,2265561.01,731.244705
535880.01,2265661.01,728.71875
535880.01,2265761.01,727.851288
535880.01,2265861.01,726.563293
535880.01,2265961.01,725.772827
535880.01,2266061.01,726.02179
535880.01,2266161.01,728.617432
535880.01,2266261.01,731.188614
535880.01,2266361.01,732.485657
535880.01,2266461.01,734.875122
535880.01,2266561.01,735.109314
535880.01,2266661.01,736.954773
535880.01,2266761.01,739.535522
535880.01,2266861.01,744.471252
535880.01,2266961.01,750.095673
535880.01,2267061.01,751.657043
535880.01,2267161.01,754.059082
535880.01,2267261.01,757.557068
535880.01,2267361.01,759.509399
535880.01,2267461.01,761.661652
535880.01,2267561.01,760.696899
535880.01,2267661.01,762.443054
535880.01,2267761.01,770.173615
535880.01,2267861.01,775.473877
535880.01,2267961.01,777.976807
535880.01,2268061.01,778.5383
535880.01,2268161.01,778.104172
535880.01,2268261.01,778.032593
535880.01,2268361.01,775.710724
535880.01,2268461.01,772.824768
535880.01,2268561.01,771.580963
535880.01,2268661.01,770.6409
535880.01,2268761.01,770.90802
535880.01,2268861.01,771.027267
535880.01,2268961.01,770.043457
535880.01,2269061.01,770.308777
535880.01,2269161.01,774.303894
535880.01,2269261.01,776.841949
535880.01,2269361.01,778.231232
535880.01,2269461.01,780.508743
535880.01,2269561.01,782.53656
535880.01,2269661.01,782.268158
535880.01,2269761.01,789.455017
535880.01,2269861.01,790.477188
535880.01,2269961.01,789.58194
535880.01,2270061.01,790.809082
535880.01,2270161.01,792.180939
535880.01,2270261.01,794.30011
535880.01,2270361.01,796.993073
535880.01,2270461.01,795.410339
535880.01,2270561.01,794.172913
535880.01,2270661.01,798.33725
535880.01,2270761.01,799.187759
535880.01,2270861.01,797.568176
535880.01,2270961.01,798.113098
535880.01,2271061.01,799.039429
535880.01,2271161.01,801.078979
535880.01,2271261.01,807.812988
535880.01,2271361.01,810.003265
535880.01,2271461.01,811.692139
535880.01,2271561.01,813.813721
535880.01,2271661.01,814.510773
535880.01,2271761.01,814.96521
535880.01,2271861.01,813.257935
535880.01,2271961.01,807.550354
535880.01,2272061.01,806.093201
535880.01,2272161.01,806.261047
535880.01,2272261.01,806.803207
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,797.093658
535980.01,2261561.01,796.721191
535980.01,2261661.01,793.616394
535980.01,2261761.01,791.946594
535980.01,2261861.01,789.692596
535980.01,2261961.01,788.087677
535980.01,2262061.01,786.399582
535980.01,2262161.01,783.463593
535980.01,2262261.01,780.785431
535980.01,2262361.01,777.260498
535980.01,2262461.01,774.253937
535980.01,2262561.01,772.836273
535980.01,2262661.01,772.111115
535980.01,2262761.01,768.935287
535980.01,2262861.01,769.078186
535980.01,2262961.01,768.878113
535980.01,2263061.01,768.858704
535980.01,2263161.01,767.690384
535980.01,2263261.01,767.565491
535980.01,2263361.01,768.189941
535980.01,2263461.01,767.692383
535980.01,2263561.01,767.622864
535980.01,2263661.01,765.862488
535980.01,2263761.01,762.441467
535980.01,2263861.01,761.02713
535980.01,2263961.01,757.19455
535980.01,2264061.01,755.96434
535980.01,2264161.01,755.210327
535980.01,2264261.01,755.834595
535980.01,2264361.01,753.528015
535980.01,2264461.01,751.932709
535980.01,2264561.01,750.238647
535980.01,2264661.01,748.658798
535980.01,2264761.01,748.20459
535980.01,2264861.01,744.917877
535980.01,2264961.01,741.847595
535980.01,2265061.01,741.150055
535980.01,2265161.01,738.778076
535980.01,2265261.01,737.62085
535980.01,2265361.01,736.277466
535980.01,2265461.01,734.839539
535980.01,2265561.01,732.14975
535980.01,2265661.01,728.639038
535980.01,2265761.01,728.072083
535980.01,2265861.01,727.367401
535980.01,2265961.01,726.209244
535980.01,2266061.01,726.32666
535980.01,2266161.01,727.932648
535980.01,2266261.01,730.650269
535980.01,2266361.01,732.088638
535980.01,2266461.01,734.883667
535980.01,2266561.01,735.169769
535980.01,2266661.01,736.348846
535980.01,2266761.01,740.609985
535980.01,2266861.01,745.741791
535980.01,2266961.01,749.543304
535980.01,2267061.01,752.944977
535980.01,2267161.01,756.502319
535980.01,2267261.01,758.822205
535980.01,2267361.01,759.63678
535980.01,2267461.01,760.91983
535980.01,2267561.01,761.634644
535980.01,2267661.01,762.210327
535980.01,2267761.01,769.424194
535980.01,2267861.01,776.637421
535980.01,2267961.01,779.95108
535980.01,2268061.01,782.858032
535980.01,2268161.01,783.501221
535980.01,2268261.01,784.116455
535980.01,2268361.01,781.431961
535980.01,2268461.01,779.206757
535980.01,2268561.01,779.063354
535980.01,2268661.01,772.435364
535980.01,2268761.01,770.873108
535980.01,2268861.01,772.343628
535980.01,2268961.01,771.14238
535980.01,2269061.01,770.334869
535980.01,2269161.01,777.013824
535980.01,2269261.01,780.049683
535980.01,2269361.01,783.345154
535980.01,2269461.01,786.307434
535980.01,2269561.01,786.493256
535980.01,2269661.01,782.366089
535980.01,2269761.01,780.364502
535980.01,2269861.01,780.702209
535980.01,2269961.01,783.00769
535980.01,2270061.01,786.691254
535980.01,2270161.01,789.225983
535980.01,2270261.01,791.626892
535980.01,2270361.01,793.434937
535980.01,2270461.01,791.117493
535980.01,2270561.01,792.731964
535980.01,2270661.01,795.125366
535980.01,2270761.01,795.395813
535980.01,2270861.01,796.049164
535980.01,2270961.01,798.450943
535980.01,2271061.01,798.737335
535980.01,2271161.01,799.647186
535980.01,2271261.01,805.067932
535980.01,2271361.01,807.827484
535980.01,2271461.01,810.214966
535980.01,2271561.01,813.561554
535980.01,2271661.01,814.424469
535980.01,2271761.01,815.084167
535980.01,2271861.01,809.791779
535980.01,2271961.01,806.931763
535980.01,2272061.01,807.970001
535980.01,2272161.01,808.13736
535980.01,2272261.01,810.992874
535980.01,2272361.01,813.218994
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,796.580872
536080.01,2261561.01,797.046829
536080.01,2261661.01,794.946991
536080.01,2261761.01,793.242249
536080.01,2261861.01,792.670868
536080.01,2261961.01,788.910522
536080.01,2262061.01,784.674408
536080.01,2262161.01,780.463318
536080.01,2262261.01,778.196091
536080.01,2262361.01,774.219086
536080.01,2262461.01,771.334946
536080.01,2262561.01,769.810059
536080.01,2262661.01,769.947968
536080.01,2262761.01,768.545654
536080.01,2262861.01,769.101318
536080.01,2262961.01,769.308075
536080.01,2263061.01,768.699738
536080.01,2263161.01,767.968018
536080.01,2263261.01,767.721497
536080.01,2263361.01,767.911163
536080.01,2263461.01,768.020172
536080.01,2263561.01,767.213776
536080.01,2263661.01,765.719604
536080.01,2263761.01,764.941864
536080.01,2263861.01,762.149536
536080.01,2263961.01,756.860596
536080.01,2264061.01,754.887573
536080.01,2264161.01,755.182098
536080.01,2264261.01,756.915802
536080.01,2264361.01,756.13739
536080.01,2264461.01,755.024048
536080.01,2264561.01,753.376526
536080.01,2264661.01,752.406647
536080.01,2264761.01,751.941315
536080.01,2264861.01,749.231766
536080.01,2264961.01,745.186066
536080.01,2265061.01,743.510132
536080.01,2265161.01,740.907166
536080.01,2265261.01,738.981354
536080.01,2265361.01,738.137909
536080.01,2265461.01,736.131454
536080.01,2265561.01,733.867065
536080.01,2265661.01,731.103882
536080.01,2265761.01,728.50946
536080.01,2265861.01,727.386536
536080.01,2265961.01,728.464966
536080.01,2266061.01,728.87796
536080.01,2266161.01,729.657532
536080.01,2266261.01,731.533722
536080.01,2266361.01,732.543884
536080.01,2266461.01,735.083313
536080.01,2266561.01,736.089233
536080.01,2266661.01,736.88092
536080.01,2266761.01,740.296997
536080.01,2266861.01,745.261627
536080.01,2266961.01,749.937988
536080.01,2267061.01,753.342712
536080.01,2267161.01,756.887024
536080.01,2267261.01,757.912918
536080.01,2267361.01,758.740265
536080.01,2267461.01,761.586639
536080.01,2267561.01,764.672119
536080.01,2267661.01,764.30249
536080.01,2267761.01,770.543518
536080.01,2267861.01,775.842712
536080.01,2267961.01,779.274658
536080.01,2268061.01,784.190796
536080.01,2268161.01,786.982086
536080.01,2268261.01,789.107056
536080.01,2268361.01,788.818329
536080.01,2268461.01,789.261536
536080.01,2268561.01,790.060776
536080.01,2268661.01,785.348724
536080.01,2268761.01,773.280045
536080.01,2268861.01,772.521545
536080.01,2268961.01,771.629944
536080.01,2269061.01,772.088867
536080.01,2269161.01,774.882889
536080.01,2269261.01,781.213562
536080.01,2269361.01,785.482895
536080.01,2269461.01,787.702515
536080.01,2269561.01,785.109863
536080.01,2269661.01,779.470856
536080.01,2269761.01,778.331177
536080.01,2269861.01,780.094482
536080.01,2269961.01,781.955688
536080.01,2270061.01,783.618759
536080.01,2270161.01,784.868774
536080.01,2270261.01,786.156494
536080.01,2270361.01,786.646912
536080.01,2270461.01,788.291122
536080.01,2270561.01,792.523529
536080.01,2270661.01,793.445023
536080.01,2270761.01,793.203918
536080.01,2270861.01,793.765259
536080.01,2270961.01,796.5755
536080.01,2271061.01,797.733154
536080.01,2271161.01,800.513153
536080.01,2271261.01,803.479126
