"X","Y","H80_r3a (TWT)"
534880.01,2263761.01,740.010117
534880.01,2263861.01,739.657867
534880.01,2263961.01,737.011688
534880.01,2264061.01,737.274597
534880.01,2264161.01,735.293213
534880.01,2264261.01,734.477783
534880.01,2264361.01,732.19516
534880.01,2264461.01,733.220581
534880.01,2264561.01,731.491562
534880.01,2264661.01,733.505066
534880.01,2264761.01,731.939697
534880.01,2264861.01,729.078979
534880.01,2264961.01,729.039307
534880.01,2265061.01,729.19278
534880.01,2265161.01,728.743469
534880.01,2265261.01,728.619598
534880.01,2265361.01,727.914795
534880.01,2265461.01,726.039764
534880.01,2265561.01,725.038147
534880.01,2265661.01,724.153534
534880.01,2265761.01,723.933929
534880.01,2265861.01,726.222656
534880.01,2265961.01,727.585114
534880.01,2266061.01,730.871216
534880.01,2266161.01,736.171661
534880.01,2266261.01,742.389771
534880.01,2266361.01,747.307938
534880.01,2266461.01,748.949493
534880.01,2266561.01,752.672714
534880.01,2266661.01,755.571899
534880.01,2266761.01,759.714508
534880.01,2266861.01,763.883118
534880.01,2266961.01,766.525925
534880.01,2267061.01,768.853424
534880.01,2267161.01,768.243256
534880.01,2267261.01,768.907684
534880.01,2267361.01,766.697266
534880.01,2267461.01,762.61026
534880.01,2267561.01,760.972198
534880.01,2267661.01,753.150391
534880.01,2267761.01,759.66745
534880.01,2267861.01,767.015656
534880.01,2267961.01,770.988159
534880.01,2268061.01,772.260315
534880.01,2268161.01,773.497803
534880.01,2268261.01,774.224091
534880.01,2268361.01,776.099884
534880.01,2268461.01,777.520111
534880.01,2268561.01,778.089386
534880.01,2268661.01,778.349792
534880.01,2268761.01,779.529419
534880.01,2268861.01,781.158356
534880.01,2268961.01,783.115005
534880.01,2269061.01,782.77713
534880.01,2269161.01,783.889587
534880.01,2269261.01,787.701172
534880.01,2269361.01,788.242249
534880.01,2269461.01,786.085175
534880.01,2269561.01,782.146652
534880.01,2269661.01,780.499268
534880.01,2269761.01,780.089493
534880.01,2269861.01,779.286316
534880.01,2269961.01,-9999
534880.01,2270161.01,-9999
534880.01,2270261.01,-9999
534880.01,2270361.01,764.202942
534880.01,2270461.01,765.758667
534880.01,2270561.01,770.336914
534880.01,2270661.01,771.076202
534880.01,2270761.01,771.149323
534880.01,2270861.01,771.767807
534880.01,2270961.01,770.815063
534880.01,2271061.01,768.927307
534880.01,2271161.01,764.087555
534880.01,2271261.01,759.798035
534880.01,2271361.01,756.76207
534880.01,2271461.01,-9999
534980.01,2260861.01,-9999
534980.01,2260961.01,829.377441
534980.01,2261061.01,829.05162
534980.01,2261161.01,818.229111
534980.01,2261261.01,802.774414
534980.01,2261361.01,789.449402
534980.01,2261461.01,782.725647
534980.01,2261561.01,781.512909
534980.01,2261661.01,779.874573
534980.01,2261761.01,776.390457
534980.01,2261861.01,773.301392
534980.01,2261961.01,771.571014
534980.01,2262061.01,767.857422
534980.01,2262161.01,763.983139
534980.01,2262261.01,762.479431
534980.01,2262361.01,760.420364
534980.01,2262461.01,759.100067
534980.01,2262561.01,758.751587
534980.01,2262661.01,757.194855
534980.01,2262761.01,756.216766
534980.01,2262861.01,753.751953
534980.01,2262961.01,751.46875
534980.01,2263061.01,748.850845
534980.01,2263161.01,746.421509
534980.01,2263261.01,742.182098
534980.01,2263361.01,739.836853
534980.01,2263461.01,742.661652
534980.01,2263561.01,745.361908
534980.01,2263661.01,744.696762
534980.01,2263761.01,744.192169
534980.01,2263861.01,743.868774
534980.01,2263961.01,743.122192
534980.01,2264061.01,744.152924
534980.01,2264161.01,744.341965
534980.01,2264261.01,743.793274
534980.01,2264361.01,745.288422
534980.01,2264461.01,745.323425
534980.01,2264561.01,741.836487
534980.01,2264661.01,741.132843
534980.01,2264761.01,735.924469
534980.01,2264861.01,731.793182
534980.01,2264961.01,730.766327
534980.01,2265061.01,730.98526
534980.01,2265161.01,727.341553
534980.01,2265261.01,725.43573
534980.01,2265361.01,724.790161
534980.01,2265461.01,723.696884
534980.01,2265561.01,721.717346
534980.01,2265661.01,721.595398
534980.01,2265761.01,723.137756
534980.01,2265861.01,725.791718
534980.01,2265961.01,726.944672
534980.01,2266061.01,729.701843
534980.01,2266161.01,734.408783
534980.01,2266261.01,736.360016
534980.01,2266361.01,740.430847
534980.01,2266461.01,745.341187
534980.01,2266561.01,751.913177
534980.01,2266661.01,754.998657
534980.01,2266761.01,760.465668
534980.01,2266861.01,764.892426
534980.01,2266961.01,767.329041
534980.01,2267061.01,769.883362
534980.01,2267161.01,770.927704
534980.01,2267261.01,771.812714
534980.01,2267361.01,768.796082
534980.01,2267461.01,761.731964
534980.01,2267561.01,761.316071
534980.01,2267661.01,761.348145
534980.01,2267761.01,763.56488
534980.01,2267861.01,766.392334
534980.01,2267961.01,771.122498
534980.01,2268061.01,773.817123
534980.01,2268161.01,775.263916
534980.01,2268261.01,776.164978
534980.01,2268361.01,777.03656
534980.01,2268461.01,777.78714
534980.01,2268561.01,778.464783
534980.01,2268661.01,778.419281
534980.01,2268761.01,779.774078
534980.01,2268861.01,781.22995
534980.01,2268961.01,784.645508
534980.01,2269061.01,783.709839
534980.01,2269161.01,783.896576
534980.01,2269261.01,783.341278
534980.01,2269361.01,782.171631
534980.01,2269461.01,781.809448
534980.01,2269561.01,780.832092
534980.01,2269661.01,779.465454
534980.01,2269761.01,779.556244
534980.01,2269861.01,781.435974
534980.01,2269961.01,780.870132
534980.01,2270061.01,-9999
534980.01,2270161.01,-9999
534980.01,2270261.01,772.605896
534980.01,2270361.01,772.387695
534980.01,2270461.01,772.767944
534980.01,2270561.01,773.397308
534980.01,2270661.01,774.733536
534980.01,2270761.01,776.05542
534980.01,2270861.01,776.211517
534980.01,2270961.01,772.442566
534980.01,2271061.01,769.302689
534980.01,2271161.01,763.375
534980.01,2271261.01,758.612442
534980.01,2271361.01,755.545532
534980.01,2271461.01,-9999
534980.01,2271561.01,-9999
535080.01,2260861.01,813.091553
535080.01,2260961.01,820.819214
535080.01,2261061.01,815.777527
535080.01,2261161.01,800.071381
535080.01,2261261.01,789.340881
535080.01,2261361.01,785.979095
535080.01,2261461.01,785.234009
535080.01,2261561.01,781.852722
535080.01,2261661.01,779.175537
535080.01,2261761.01,775.30484
535080.01,2261861.01,771.656219
535080.01,2261961.01,769.257065
535080.01,2262061.01,765.967896
535080.01,2262161.01,761.693207
535080.01,2262261.01,760.698914
535080.01,2262361.01,760.5
535080.01,2262461.01,759.693298
535080.01,2262561.01,757.326553
535080.01,2262661.01,756.493774
535080.01,2262761.01,756.072998
535080.01,2262861.01,754.639984
535080.01,2262961.01,752.517517
535080.01,2263061.01,751.955627
535080.01,2263161.01,750.538574
535080.01,2263261.01,749.628387
535080.01,2263361.01,751.105835
535080.01,2263461.01,751.575104
535080.01,2263561.01,750.289795
535080.01,2263661.01,748.287811
535080.01,2263761.01,747.575439
535080.01,2263861.01,747.998978
535080.01,2263961.01,747.813202
535080.01,2264061.01,748.915863
535080.01,2264161.01,748.930023
535080.01,2264261.01,748.660828
535080.01,2264361.01,748.568527
535080.01,2264461.01,746.87265
535080.01,2264561.01,743.320526
535080.01,2264661.01,742.011475
535080.01,2264761.01,738.996307
535080.01,2264861.01,734.426025
535080.01,2264961.01,732.1474
535080.01,2265061.01,732.104492
535080.01,2265161.01,728.363327
535080.01,2265261.01,724.9505
535080.01,2265361.01,724.107025
535080.01,2265461.01,722.508698
535080.01,2265561.01,721.641785
535080.01,2265661.01,721.460632
535080.01,2265761.01,722.517273
535080.01,2265861.01,724.955276
535080.01,2265961.01,725.95459
535080.01,2266061.01,728.238739
535080.01,2266161.01,731.541992
535080.01,2266261.01,733.027252
535080.01,2266361.01,737.358582
535080.01,2266461.01,741.148788
535080.01,2266561.01,745.479004
535080.01,2266661.01,752.662415
535080.01,2266761.01,759.559326
535080.01,2266861.01,762.517029
535080.01,2266961.01,766.912689
535080.01,2267061.01,769.147888
535080.01,2267161.01,770.689941
535080.01,2267261.01,772.301575
535080.01,2267361.01,769.641113
535080.01,2267461.01,760.548218
535080.01,2267561.01,759.541748
535080.01,2267661.01,761.817413
535080.01,2267761.01,764.911362
535080.01,2267861.01,765.94751
535080.01,2267961.01,768.620209
535080.01,2268061.01,770.74704
535080.01,2268161.01,772.340179
535080.01,2268261.01,776.44075
535080.01,2268361.01,779.81366
535080.01,2268461.01,781.082886
535080.01,2268561.01,780.117004
535080.01,2268661.01,779.975769
535080.01,2268761.01,782.164734
535080.01,2268861.01,783.979218
535080.01,2268961.01,785.848328
535080.01,2269061.01,784.409073
535080.01,2269161.01,783.336548
535080.01,2269261.01,783.079254
535080.01,2269361.01,783.099731
535080.01,2269461.01,783.6651
535080.01,2269561.01,782.128708
535080.01,2269661.01,781.490601
535080.01,2269761.01,782.074097
535080.01,2269861.01,783.28125
535080.01,2269961.01,784.078156
535080.01,2270061.01,783.466156
535080.01,2270161.01,781.129196
535080.01,2270261.01,779.252808
535080.01,2270361.01,779.386993
535080.01,2270461.01,776.117188
535080.01,2270561.01,776.429749
535080.01,2270661.01,780.884979
535080.01,2270761.01,782.021057
535080.01,2270861.01,779.681961
535080.01,2270961.01,775.141449
535080.01,2271061.01,770.965027
535080.01,2271161.01,763.605652
535080.01,2271261.01,758.510345
535080.01,2271361.01,758.18631
535080.01,2271461.01,758.244217
535080.01,2271561.01,761.71405
535080.01,2271661.01,-9999
535180.01,2260861.01,802.325592
535180.01,2260961.01,798.023499
535180.01,2261061.01,795.388443
535180.01,2261161.01,793.308411
535180.01,2261261.01,784.829651
535180.01,2261361.01,781.657227
535180.01,2261461.01,782.107483
535180.01,2261561.01,780.998138
535180.01,2261661.01,779.089508
535180.01,2261761.01,777.453735
535180.01,2261861.01,772.905182
535180.01,2261961.01,769.134094
535180.01,2262061.01,766.75177
535180.01,2262161.01,766.155197
535180.01,2262261.01,762.567902
535180.01,2262361.01,761.906235
535180.01,2262461.01,760.669739
535180.01,2262561.01,757.561127
535180.01,2262661.01,755.225525
535180.01,2262761.01,755.571808
535180.01,2262861.01,756.101257
535180.01,2262961.01,754.347992
535180.01,2263061.01,754.807983
535180.01,2263161.01,755.493896
535180.01,2263261.01,753.451965
535180.01,2263361.01,754.78241
535180.01,2263461.01,754.279785
535180.01,2263561.01,752.557159
535180.01,2263661.01,753.300995
535180.01,2263761.01,753.502869
535180.01,2263861.01,753.965759
535180.01,2263961.01,753.68158
535180.01,2264061.01,752.947815
535180.01,2264161.01,750.305115
535180.01,2264261.01,748.76535
535180.01,2264361.01,748.555725
535180.01,2264461.01,747.610901
535180.01,2264561.01,745.332153
535180.01,2264661.01,743.799805
535180.01,2264761.01,739.799774
535180.01,2264861.01,736.353058
535180.01,2264961.01,734.653473
535180.01,2265061.01,730.84198
535180.01,2265161.01,727.402679
535180.01,2265261.01,726.079346
535180.01,2265361.01,722.800018
535180.01,2265461.01,721.652161
535180.01,2265561.01,721.656662
535180.01,2265661.01,721.423706
535180.01,2265761.01,721.48053
535180.01,2265861.01,723.321014
535180.01,2265961.01,724.712585
535180.01,2266061.01,728.55014
535180.01,2266161.01,730.682068
535180.01,2266261.01,731.716034
535180.01,2266361.01,735.544006
535180.01,2266461.01,739.281158
535180.01,2266561.01,743.50058
535180.01,2266661.01,750.246964
535180.01,2266761.01,757.191864
535180.01,2266861.01,760.291199
535180.01,2266961.01,765.190857
535180.01,2267061.01,768.311676
535180.01,2267161.01,766.492874
535180.01,2267261.01,767.644531
535180.01,2267361.01,766.98761
535180.01,2267461.01,758.870789
535180.01,2267561.01,758.469513
535180.01,2267661.01,761.297302
535180.01,2267761.01,765.311371
535180.01,2267861.01,766.398529
535180.01,2267961.01,767.423126
535180.01,2268061.01,769.108063
535180.01,2268161.01,769.785217
535180.01,2268261.01,773.168579
535180.01,2268361.01,780.730591
535180.01,2268461.01,784.101105
535180.01,2268561.01,783.710724
535180.01,2268661.01,782.301147
535180.01,2268761.01,782.089966
535180.01,2268861.01,782.538086
535180.01,2268961.01,784.07135
535180.01,2269061.01,782.536575
535180.01,2269161.01,781.732178
535180.01,2269261.01,782.790283
535180.01,2269361.01,785.363861
535180.01,2269461.01,784.462799
535180.01,2269561.01,781.913147
535180.01,2269661.01,781.988983
535180.01,2269761.01,782.435638
535180.01,2269861.01,783.156891
535180.01,2269961.01,783.392426
535180.01,2270061.01,783.496887
535180.01,2270161.01,789.105713
535180.01,2270261.01,797.408569
535180.01,2270361.01,804.294342
535180.01,2270461.01,802.488281
535180.01,2270561.01,799.5811
535180.01,2270661.01,802.908447
535180.01,2270761.01,794.359161
535180.01,2270861.01,786.390381
535180.01,2270961.01,778.830322
535180.01,2271061.01,778.121002
535180.01,2271161.01,770.52594
535180.01,2271261.01,767.452118
535180.01,2271361.01,766.105713
535180.01,2271461.01,763.971649
535180.01,2271561.01,769.327515
535180.01,2271661.01,779.236603
535180.01,2271761.01,-9999
535280.01,2260861.01,-9999
535280.01,2260961.01,796.462341
535280.01,2261061.01,793.853455
535280.01,2261161.01,793.118286
535280.01,2261261.01,787.451523
535280.01,2261361.01,781.486786
535280.01,2261461.01,781.424133
535280.01,2261561.01,779.798523
535280.01,2261661.01,778.790009
535280.01,2261761.01,776.979858
535280.01,2261861.01,773.047546
535280.01,2261961.01,770.10907
535280.01,2262061.01,769.491913
535280.01,2262161.01,767.997986
535280.01,2262261.01,764.758545
535280.01,2262361.01,762.605896
535280.01,2262461.01,761.396545
535280.01,2262561.01,758.825104
535280.01,2262661.01,756.607117
535280.01,2262761.01,756.628815
535280.01,2262861.01,759.560547
535280.01,2262961.01,759.049896
535280.01,2263061.01,759.286133
535280.01,2263161.01,759.378632
535280.01,2263261.01,756.725006
535280.01,2263361.01,757.09137
535280.01,2263461.01,756.058472
535280.01,2263561.01,754.513062
535280.01,2263661.01,754.864075
535280.01,2263761.01,754.251404
535280.01,2263861.01,753.962585
535280.01,2263961.01,753.671143
535280.01,2264061.01,752.287415
535280.01,2264161.01,751.087463
535280.01,2264261.01,750.143555
535280.01,2264361.01,750.596985
535280.01,2264461.01,748.681656
535280.01,2264561.01,746.281006
535280.01,2264661.01,744.58197
535280.01,2264761.01,741.54071
535280.01,2264861.01,738.126984
535280.01,2264961.01,735.722778
535280.01,2265061.01,727.455292
535280.01,2265161.01,724.910309
535280.01,2265261.01,722.856812
535280.01,2265361.01,721.249878
535280.01,2265461.01,720.5979
535280.01,2265561.01,721.519379
535280.01,2265661.01,721.382416
535280.01,2265761.01,720.603439
535280.01,2265861.01,720.507141
535280.01,2265961.01,722.823212
535280.01,2266061.01,728.082031
535280.01,2266161.01,731.356415
535280.01,2266261.01,731.581085
535280.01,2266361.01,735.45871
535280.01,2266461.01,738.397079
535280.01,2266561.01,741.572327
535280.01,2266661.01,748.857941
535280.01,2266761.01,754.575989
535280.01,2266861.01,756.322144
535280.01,2266961.01,760.828522
535280.01,2267061.01,764.058273
535280.01,2267161.01,763.604126
535280.01,2267261.01,765.18219
535280.01,2267361.01,766.991882
535280.01,2267461.01,761.886887
535280.01,2267561.01,757.961731
535280.01,2267661.01,760.960571
535280.01,2267761.01,765.495438
535280.01,2267861.01,767.121765
535280.01,2267961.01,769.246552
535280.01,2268061.01,770.645752
535280.01,2268161.01,772.502884
535280.01,2268261.01,774.064026
535280.01,2268361.01,779.550903
535280.01,2268461.01,782.143127
535280.01,2268561.01,783.898407
535280.01,2268661.01,784.100769
535280.01,2268761.01,781.591843
535280.01,2268861.01,780.305435
535280.01,2268961.01,781.592163
535280.01,2269061.01,781.48175
535280.01,2269161.01,780.572083
535280.01,2269261.01,781.105896
535280.01,2269361.01,782.667664
535280.01,2269461.01,781.07222
535280.01,2269561.01,780.629486
535280.01,2269661.01,780.965302
535280.01,2269761.01,781.021729
535280.01,2269861.01,782.319427
535280.01,2269961.01,781.00592
535280.01,2270061.01,783.474701
535280.01,2270161.01,793.833725
535280.01,2270261.01,811.961243
535280.01,2270361.01,813.345917
535280.01,2270461.01,815.491516
535280.01,2270561.01,818.460785
535280.01,2270661.01,819.39801
535280.01,2270761.01,819.461227
535280.01,2270861.01,817.513153
535280.01,2270961.01,816.818207
535280.01,2271061.01,802.475342
535280.01,2271161.01,792.761322
535280.01,2271261.01,793.359833
535280.01,2271361.01,777.491287
535280.01,2271461.01,781.732895
535280.01,2271561.01,789.401917
535280.01,2271661.01,801.199432
535280.01,2271761.01,-9999
535280.01,2271861.01,-9999
535380.01,2260861.01,-9999
535380.01,2260961.01,793.985748
535380.01,2261061.01,793.967529
535380.01,2261161.01,793.818085
535380.01,2261261.01,789.003845
535380.01,2261361.01,784.205017
535380.01,2261461.01,782.368134
535380.01,2261561.01,779.396118
535380.01,2261661.01,777.856812
535380.01,2261761.01,777.219055
535380.01,2261861.01,775.32782
535380.01,2261961.01,772.630676
535380.01,2262061.01,770.862473
535380.01,2262161.01,768.910522
535380.01,2262261.01,768.663773
535380.01,2262361.01,767.146912
535380.01,2262461.01,762.879791
535380.01,2262561.01,761.835205
535380.01,2262661.01,762.189804
535380.01,2262761.01,759.32962
535380.01,2262861.01,764.742401
535380.01,2262961.01,763.903549
535380.01,2263061.01,764.090759
535380.01,2263161.01,763.691528
535380.01,2263261.01,761.554565
535380.01,2263361.01,761.585663
535380.01,2263461.01,760.147461
535380.01,2263561.01,756.952667
535380.01,2263661.01,755.631165
535380.01,2263761.01,754.090851
535380.01,2263861.01,753.583374
535380.01,2263961.01,753.600815
535380.01,2264061.01,751.987183
535380.01,2264161.01,750.344818
535380.01,2264261.01,749.412567
535380.01,2264361.01,749.550415
535380.01,2264461.01,747.873901
535380.01,2264561.01,745.135803
535380.01,2264661.01,742.015411
535380.01,2264761.01,740.807922
535380.01,2264861.01,736.921143
535380.01,2264961.01,731.176514
535380.01,2265061.01,724.721741
535380.01,2265161.01,722.338806
535380.01,2265261.01,721.436798
535380.01,2265361.01,720.130432
535380.01,2265461.01,722.932129
535380.01,2265561.01,724.526733
535380.01,2265661.01,723.938477
535380.01,2265761.01,722.884735
535380.01,2265861.01,723.436371
535380.01,2265961.01,722.643341
535380.01,2266061.01,726.134979
535380.01,2266161.01,728.421478
535380.01,2266261.01,732.435669
535380.01,2266361.01,736.269226
535380.01,2266461.01,738.029114
535380.01,2266561.01,739.589478
535380.01,2266661.01,744.624969
535380.01,2266761.01,748.239471
535380.01,2266861.01,750.025269
535380.01,2266961.01,755.163574
535380.01,2267061.01,758.979187
535380.01,2267161.01,759.905609
535380.01,2267261.01,763.340591
535380.01,2267361.01,766.984528
535380.01,2267461.01,764.413452
535380.01,2267561.01,759.723694
535380.01,2267661.01,760.396729
535380.01,2267761.01,762.901764
535380.01,2267861.01,767.448425
535380.01,2267961.01,769.209106
535380.01,2268061.01,771.951965
535380.01,2268161.01,773.934052
535380.01,2268261.01,775.010132
535380.01,2268361.01,775.297302
535380.01,2268461.01,775.080353
535380.01,2268561.01,779.692215
535380.01,2268661.01,778.834259
535380.01,2268761.01,777.882233
535380.01,2268861.01,778.815613
535380.01,2268961.01,778.847717
535380.01,2269061.01,779.037231
535380.01,2269161.01,779.9534
535380.01,2269261.01,779.875946
535380.01,2269361.01,782.857605
535380.01,2269461.01,781.843201
535380.01,2269561.01,781.139587
535380.01,2269661.01,779.661957
535380.01,2269761.01,779.866058
535380.01,2269861.01,779.821426
535380.01,2269961.01,781.397095
535380.01,2270061.01,785.941498
535380.01,2270161.01,791.137268
535380.01,2270261.01,807.217438
535380.01,2270361.01,810.438141
535380.01,2270461.01,812.061035
535380.01,2270561.01,814.269485
535380.01,2270661.01,815.065674
535380.01,2270761.01,815.972168
535380.01,2270861.01,815.34436
535380.01,2270961.01,813.321518
535380.01,2271061.01,810.7341
535380.01,2271161.01,811.755707
535380.01,2271261.01,811.221191
535380.01,2271361.01,807.508026
535380.01,2271461.01,803.209167
535380.01,2271561.01,807.81691
535380.01,2271661.01,810.217102
535380.01,2271761.01,815.558548
535380.01,2271861.01,820.053528
535380.01,2271961.01,-9999
535480.01,2260861.01,-9999
535480.01,2260961.01,-9999
535480.01,2261061.01,795.299683
535480.01,2261161.01,794.379883
535480.01,2261261.01,791.815125
535480.01,2261361.01,789.296478
535480.01,2261461.01,784.153809
535480.01,2261561.01,780.889191
535480.01,2261661.01,778.799011
535480.01,2261761.01,778.872849
535480.01,2261861.01,777.376556
535480.01,2261961.01,774.312653
535480.01,2262061.01,773.551727
535480.01,2262161.01,771.927063
535480.01,2262261.01,771.069244
535480.01,2262361.01,770.161713
535480.01,2262461.01,766.776154
535480.01,2262561.01,765.66507
535480.01,2262661.01,765.684113
535480.01,2262761.01,764.914185
535480.01,2262861.01,767.885162
535480.01,2262961.01,770.103851
535480.01,2263061.01,768.318848
535480.01,2263161.01,765.989807
535480.01,2263261.01,764.139618
535480.01,2263361.01,763.601929
535480.01,2263461.01,762.071167
535480.01,2263561.01,760.173401
535480.01,2263661.01,761.887421
535480.01,2263761.01,758.959915
535480.01,2263861.01,755.738617
535480.01,2263961.01,753.889923
535480.01,2264061.01,751.247253
535480.01,2264161.01,749.152222
535480.01,2264261.01,748.059509
535480.01,2264361.01,745.615601
535480.01,2264461.01,743.8078
535480.01,2264561.01,740.16095
535480.01,2264661.01,736.65918
535480.01,2264761.01,733.428833
535480.01,2264861.01,731.989594
535480.01,2264961.01,731.149445
535480.01,2265061.01,729.653778
535480.01,2265161.01,727.808319
535480.01,2265261.01,727.338654
535480.01,2265361.01,723.387634
535480.01,2265461.01,724.72699
535480.01,2265561.01,726.337006
535480.01,2265661.01,725.817261
535480.01,2265761.01,724.644806
535480.01,2265861.01,726.597961
535480.01,2265961.01,726.531067
535480.01,2266061.01,728.001404
535480.01,2266161.01,730.128586
535480.01,2266261.01,734.75708
535480.01,2266361.01,738.123642
535480.01,2266461.01,738.277893
535480.01,2266561.01,737.805298
535480.01,2266661.01,740.020508
535480.01,2266761.01,742.141449
535480.01,2266861.01,746.88855
535480.01,2266961.01,750.848831
535480.01,2267061.01,755.395325
535480.01,2267161.01,757.029358
535480.01,2267261.01,761.436279
535480.01,2267361.01,765.320984
535480.01,2267461.01,763.917999
535480.01,2267561.01,762.617859
535480.01,2267661.01,763.321609
535480.01,2267761.01,765.694153
535480.01,2267861.01,768.344055
535480.01,2267961.01,770.009521
535480.01,2268061.01,771.397324
535480.01,2268161.01,773.32959
535480.01,2268261.01,774.780869
535480.01,2268361.01,774.40625
535480.01,2268461.01,773.187866
535480.01,2268561.01,773.054565
535480.01,2268661.01,773.295044
535480.01,2268761.01,773.572678
535480.01,2268861.01,774.278717
535480.01,2268961.01,774.900467
535480.01,2269061.01,775.770081
535480.01,2269161.01,777.7742
535480.01,2269261.01,780.11792
535480.01,2269361.01,782.447998
535480.01,2269461.01,783.53833
535480.01,2269561.01,781.267563
535480.01,2269661.01,779.893616
535480.01,2269761.01,781.04541
535480.01,2269861.01,781.332092
535480.01,2269961.01,783.179138
535480.01,2270061.01,786.411087
535480.01,2270161.01,792.693817
535480.01,2270261.01,799.188965
535480.01,2270361.01,808.004883
535480.01,2270461.01,810.232025
535480.01,2270561.01,811.230225
535480.01,2270661.01,811.490341
535480.01,2270761.01,812.373108
535480.01,2270861.01,812.666946
535480.01,2270961.01,811.10199
535480.01,2271061.01,807.269104
535480.01,2271161.01,807.612549
535480.01,2271261.01,806.220703
535480.01,2271361.01,808.592468
535480.01,2271461.01,811.4888
535480.01,2271561.01,814.524261
535480.01,2271661.01,817.235168
535480.01,2271761.01,822.474243
535480.01,2271861.01,823.084534
535480.01,2271961.01,-9999
535480.01,2272061.01,-9999
535580.01,2260861.01,-9999
535580.01,2260961.01,-9999
535580.01,2261061.01,-9999
535580.01,2261161.01,794.505463
535580.01,2261261.01,792.565369
535580.01,2261361.01,790.434113
535580.01,2261461.01,786.696442
535580.01,2261561.01,784.720779
535580.01,2261661.01,785.061646
535580.01,2261761.01,781.098022
535580.01,2261861.01,778.711365
535580.01,2261961.01,775.923279
535580.01,2262061.01,775.670868
535580.01,2262161.01,774.485092
535580.01,2262261.01,773.547058
535580.01,2262361.01,774.010925
535580.01,2262461.01,769.324463
535580.01,2262561.01,769.504272
535580.01,2262661.01,768.778549
535580.01,2262761.01,769.216125
535580.01,2262861.01,769.739014
535580.01,2262961.01,768.991333
535580.01,2263061.01,768.652863
535580.01,2263161.01,766.523438
535580.01,2263261.01,766.502487
535580.01,2263361.01,765.235168
535580.01,2263461.01,764.285095
535580.01,2263561.01,765.260803
535580.01,2263661.01,766.006226
535580.01,2263761.01,760.816101
535580.01,2263861.01,756.457336
535580.01,2263961.01,754.265076
535580.01,2264061.01,751.532776
535580.01,2264161.01,749.584167
535580.01,2264261.01,749.10553
535580.01,2264361.01,747.134216
535580.01,2264461.01,744.635071
535580.01,2264561.01,743.588776
535580.01,2264661.01,739.893188
535580.01,2264761.01,735.622131
535580.01,2264861.01,735.616821
535580.01,2264961.01,735.91864
535580.01,2265061.01,734.2742
535580.01,2265161.01,734.169708
535580.01,2265261.01,731.918182
535580.01,2265361.01,730.242493
535580.01,2265461.01,728.442383
535580.01,2265561.01,727.947205
535580.01,2265661.01,727.671844
535580.01,2265761.01,726.626648
535580.01,2265861.01,726.818802
535580.01,2265961.01,727.76413
535580.01,2266061.01,730.007935
535580.01,2266161.01,731.453857
535580.01,2266261.01,735.507385
535580.01,2266361.01,736.320251
535580.01,2266461.01,735.624542
535580.01,2266561.01,735.70491
535580.01,2266661.01,738.415802
535580.01,2266761.01,741.022461
535580.01,2266861.01,744.81012
535580.01,2266961.01,748.273193
535580.01,2267061.01,749.868469
535580.01,2267161.01,754.077713
535580.01,2267261.01,758.29892
535580.01,2267361.01,762.121002
535580.01,2267461.01,762.152893
535580.01,2267561.01,761.949768
535580.01,2267661.01,765.827148
535580.01,2267761.01,767.986755
535580.01,2267861.01,771.683334
535580.01,2267961.01,772.749329
535580.01,2268061.01,773.340393
535580.01,2268161.01,774.180969
535580.01,2268261.01,774.64621
535580.01,2268361.01,773.644318
535580.01,2268461.01,772.093216
535580.01,2268561.01,773.058472
535580.01,2268661.01,773.50766
535580.01,2268761.01,772.985657
535580.01,2268861.01,771.17865
535580.01,2268961.01,771.860153
535580.01,2269061.01,773.88324
535580.01,2269161.01,774.500778
535580.01,2269261.01,777.171692
535580.01,2269361.01,777.863678
535580.01,2269461.01,778.364197
535580.01,2269561.01,778.271362
535580.01,2269661.01,778.508087
535580.01,2269761.01,780.777954
535580.01,2269861.01,782.356445
535580.01,2269961.01,784.103729
535580.01,2270061.01,786.853821
535580.01,2270161.01,790.872131
535580.01,2270261.01,794.8172
535580.01,2270361.01,799.569489
535580.01,2270461.01,803.943024
535580.01,2270561.01,805.421631
535580.01,2270661.01,806.780823
535580.01,2270761.01,808.650879
535580.01,2270861.01,808.806671
535580.01,2270961.01,806.879578
535580.01,2271061.01,805.495178
535580.01,2271161.01,805.178497
535580.01,2271261.01,805.163666
535580.01,2271361.01,807.368225
535580.01,2271461.01,813.088257
535580.01,2271561.01,816.032959
535580.01,2271661.01,820.087128
535580.01,2271761.01,821.982666
535580.01,2271861.01,820.407898
535580.01,2271961.01,818.344604
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,-9999
535680.01,2261261.01,794.232391
535680.01,2261361.01,792.514282
535680.01,2261461.01,790.279419
535680.01,2261561.01,788.998749
535680.01,2261661.01,785.082489
535680.01,2261761.01,780.979446
535680.01,2261861.01,780.126373
535680.01,2261961.01,780.650085
535680.01,2262061.01,779.869324
535680.01,2262161.01,779.171844
535680.01,2262261.01,777.076294
535680.01,2262361.01,776.467789
535680.01,2262461.01,771.86792
535680.01,2262561.01,770.031693
535680.01,2262661.01,769.946655
535680.01,2262761.01,768.623718
535680.01,2262861.01,766.921204
535680.01,2262961.01,767.137512
