"X","Y","H60_Charm (TWT)"
535580.01,2268361.01,697.37207
535580.01,2268461.01,698.990799
535580.01,2268561.01,700.24881
535580.01,2268661.01,700.844604
535580.01,2268761.01,701.850708
535580.01,2268861.01,702.343872
535580.01,2268961.01,702.605453
535580.01,2269061.01,702.609833
535580.01,2269161.01,702.578186
535580.01,2269261.01,703.921173
535580.01,2269361.01,704.2948
535580.01,2269461.01,705.954468
535580.01,2269561.01,708.143982
535580.01,2269661.01,709.42334
535580.01,2269761.01,710.441467
535580.01,2269861.01,710.66748
535580.01,2269961.01,710.70108
535580.01,2270061.01,712.974915
535580.01,2270161.01,716.822693
535580.01,2270261.01,717.746796
535580.01,2270361.01,721.10202
535580.01,2270461.01,724.145081
535580.01,2270561.01,724.877441
535580.01,2270661.01,726.786743
535580.01,2270761.01,726.887329
535580.01,2270861.01,727.063446
535580.01,2270961.01,726.885437
535580.01,2271061.01,727.214355
535580.01,2271161.01,724.342041
535580.01,2271261.01,722.807648
535580.01,2271361.01,724.781921
535580.01,2271461.01,730.312195
535580.01,2271561.01,732.976608
535580.01,2271661.01,734.416412
535580.01,2271761.01,734.426941
535580.01,2271861.01,734.613464
535580.01,2271961.01,734.400146
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,-9999
535680.01,2261261.01,693.352631
535680.01,2261361.01,692.321472
535680.01,2261461.01,690.193909
535680.01,2261561.01,689.13028
535680.01,2261661.01,689.074585
535680.01,2261761.01,687.695984
535680.01,2261861.01,685.866882
535680.01,2261961.01,685.777924
535680.01,2262061.01,685.34137
535680.01,2262161.01,684.538422
535680.01,2262261.01,683.73999
535680.01,2262361.01,683.138123
535680.01,2262461.01,680.747803
535680.01,2262561.01,677.689697
535680.01,2262661.01,675.064392
535680.01,2262761.01,674.119507
535680.01,2262861.01,674.617889
535680.01,2262961.01,674.786926
535680.01,2263061.01,674.822449
535680.01,2263161.01,674.093811
535680.01,2263261.01,674.396393
535680.01,2263361.01,673.993042
535680.01,2263461.01,672.511963
535680.01,2263561.01,671.33252
535680.01,2263661.01,670.139633
535680.01,2263761.01,667.55545
535680.01,2263861.01,664.892456
535680.01,2263961.01,662.459167
535680.01,2264061.01,660.575867
535680.01,2264161.01,661.26062
535680.01,2264261.01,660.998566
535680.01,2264361.01,659.487366
535680.01,2264461.01,655.43277
535680.01,2264561.01,652.731567
535680.01,2264661.01,649.531921
535680.01,2264761.01,647.924011
535680.01,2264861.01,647.218689
535680.01,2264961.01,645.921463
535680.01,2265061.01,644.611053
535680.01,2265161.01,643.406311
535680.01,2265261.01,642.462646
535680.01,2265361.01,642.376526
535680.01,2265461.01,641.987961
535680.01,2265561.01,641.131683
535680.01,2265661.01,640.655411
535680.01,2265761.01,640.317749
535680.01,2265861.01,641.076111
535680.01,2265961.01,640.663513
535680.01,2266061.01,641.889069
535680.01,2266161.01,642.812103
535680.01,2266261.01,646.185455
535680.01,2266361.01,648.355835
535680.01,2266461.01,649.285706
535680.01,2266561.01,652.642883
535680.01,2266661.01,659.112366
535680.01,2266761.01,662.167465
535680.01,2266861.01,665.660919
535680.01,2266961.01,669.224533
535680.01,2267061.01,671.494019
535680.01,2267161.01,674.927979
535680.01,2267261.01,678.200928
535680.01,2267361.01,680.38826
535680.01,2267461.01,682.787842
535680.01,2267561.01,683.542252
535680.01,2267661.01,682.30307
535680.01,2267761.01,684.722443
535680.01,2267861.01,690.551453
535680.01,2267961.01,694.208008
535680.01,2268061.01,695.785812
535680.01,2268161.01,697.487091
535680.01,2268261.01,698.005295
535680.01,2268361.01,698.499512
535680.01,2268461.01,699.358948
535680.01,2268561.01,700.55896
535680.01,2268661.01,700.700424
535680.01,2268761.01,701.611572
535680.01,2268861.01,702.518143
535680.01,2268961.01,702.930237
535680.01,2269061.01,702.640045
535680.01,2269161.01,702.077881
535680.01,2269261.01,702.546417
535680.01,2269361.01,703.495102
535680.01,2269461.01,705.172424
535680.01,2269561.01,707.025421
535680.01,2269661.01,707.814453
535680.01,2269761.01,710.697815
535680.01,2269861.01,712.172913
535680.01,2269961.01,713.049362
535680.01,2270061.01,714.418945
535680.01,2270161.01,714.868011
535680.01,2270261.01,715.500671
535680.01,2270361.01,718.660919
535680.01,2270461.01,721.407776
535680.01,2270561.01,723.24704
535680.01,2270661.01,725.923233
535680.01,2270761.01,725.953613
535680.01,2270861.01,725.877197
535680.01,2270961.01,724.282837
535680.01,2271061.01,724.44754
535680.01,2271161.01,723.798157
535680.01,2271261.01,724.571808
535680.01,2271361.01,728.514771
535680.01,2271461.01,732.731995
535680.01,2271561.01,734.744568
535680.01,2271661.01,734.497467
535680.01,2271761.01,734.850159
535680.01,2271861.01,734.969452
535680.01,2271961.01,733.174698
535680.01,2272061.01,728.987671
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,693.905548
535780.01,2261361.01,693.622864
535780.01,2261461.01,692.323456
535780.01,2261561.01,691.520233
535780.01,2261661.01,691.48407
535780.01,2261761.01,689.295654
535780.01,2261861.01,689.210388
535780.01,2261961.01,689.292206
535780.01,2262061.01,687.989227
535780.01,2262161.01,686.659439
535780.01,2262261.01,686.463623
535780.01,2262361.01,684.177582
535780.01,2262461.01,679.829224
535780.01,2262561.01,675.487671
535780.01,2262661.01,673.659576
535780.01,2262761.01,674.209686
535780.01,2262861.01,675.113281
535780.01,2262961.01,675.60376
535780.01,2263061.01,675.277344
535780.01,2263161.01,676.323486
535780.01,2263261.01,676.480408
535780.01,2263361.01,673.608429
535780.01,2263461.01,670.711258
535780.01,2263561.01,668.056885
535780.01,2263661.01,665.421173
535780.01,2263761.01,663.541748
535780.01,2263861.01,662.76767
535780.01,2263961.01,661.987366
535780.01,2264061.01,661.141235
535780.01,2264161.01,660.894897
535780.01,2264261.01,660.377838
535780.01,2264361.01,658.374023
535780.01,2264461.01,654.154236
535780.01,2264561.01,652.854507
535780.01,2264661.01,650.377167
535780.01,2264761.01,648.219894
535780.01,2264861.01,647.495972
535780.01,2264961.01,645.984924
535780.01,2265061.01,644.855103
535780.01,2265161.01,644.063751
535780.01,2265261.01,642.921478
535780.01,2265361.01,642.455536
535780.01,2265461.01,642.438416
535780.01,2265561.01,641.434906
535780.01,2265661.01,640.347412
535780.01,2265761.01,640.529938
535780.01,2265861.01,639.583084
535780.01,2265961.01,639.838501
535780.01,2266061.01,640.18924
535780.01,2266161.01,642.891846
535780.01,2266261.01,646.05542
535780.01,2266361.01,648.353027
535780.01,2266461.01,650.138733
535780.01,2266561.01,654.178436
535780.01,2266661.01,659.104279
535780.01,2266761.01,662.098877
535780.01,2266861.01,665.747925
535780.01,2266961.01,668.906616
535780.01,2267061.01,672.82132
535780.01,2267161.01,675.775497
535780.01,2267261.01,678.823822
535780.01,2267361.01,680.845337
535780.01,2267461.01,683.770813
535780.01,2267561.01,685.572296
535780.01,2267661.01,684.639343
535780.01,2267761.01,686.009674
535780.01,2267861.01,691.31778
535780.01,2267961.01,693.586426
535780.01,2268061.01,696.531372
535780.01,2268161.01,698.619385
535780.01,2268261.01,699.360229
535780.01,2268361.01,700.698761
535780.01,2268461.01,699.832748
535780.01,2268561.01,699.614807
535780.01,2268661.01,699.43457
535780.01,2268761.01,700.541504
535780.01,2268861.01,702.030579
535780.01,2268961.01,702.337585
535780.01,2269061.01,702.524368
535780.01,2269161.01,702.521118
535780.01,2269261.01,702.851898
535780.01,2269361.01,703.56189
535780.01,2269461.01,705.141266
535780.01,2269561.01,706.095947
535780.01,2269661.01,709.171814
535780.01,2269761.01,714.863846
535780.01,2269861.01,714.400513
535780.01,2269961.01,712.334686
535780.01,2270061.01,712.117859
535780.01,2270161.01,713.267395
535780.01,2270261.01,714.203156
535780.01,2270361.01,717.272202
535780.01,2270461.01,720.244629
535780.01,2270561.01,721.188812
535780.01,2270661.01,724.146362
535780.01,2270761.01,725.477997
535780.01,2270861.01,725.403198
535780.01,2270961.01,720.253235
535780.01,2271061.01,722.389496
535780.01,2271161.01,724.838623
535780.01,2271261.01,729.984772
535780.01,2271361.01,733.777405
535780.01,2271461.01,734.870026
535780.01,2271561.01,734.706543
535780.01,2271661.01,733.951981
535780.01,2271761.01,734.712219
535780.01,2271861.01,734.640106
535780.01,2271961.01,732.69104
535780.01,2272061.01,727.258881
535780.01,2272161.01,724.883057
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,696.001099
535880.01,2261461.01,695.303314
535880.01,2261561.01,694.123291
535880.01,2261661.01,693.982132
535880.01,2261761.01,692.452576
535880.01,2261861.01,691.506378
535880.01,2261961.01,691.460205
535880.01,2262061.01,690.169983
535880.01,2262161.01,688.264893
535880.01,2262261.01,686.580536
535880.01,2262361.01,681.242889
535880.01,2262461.01,675.212524
535880.01,2262561.01,674.820099
535880.01,2262661.01,676.572632
535880.01,2262761.01,677.878235
535880.01,2262861.01,679.612457
535880.01,2262961.01,679.854843
535880.01,2263061.01,678.264374
535880.01,2263161.01,675.827454
535880.01,2263261.01,674.288635
535880.01,2263361.01,672.489777
535880.01,2263461.01,669.580688
535880.01,2263561.01,667.091187
535880.01,2263661.01,666.016525
535880.01,2263761.01,666.204926
535880.01,2263861.01,666.328644
535880.01,2263961.01,664.290161
535880.01,2264061.01,662.531677
535880.01,2264161.01,661.463013
535880.01,2264261.01,659.868484
535880.01,2264361.01,657.485199
535880.01,2264461.01,655.98822
535880.01,2264561.01,653.583069
535880.01,2264661.01,651.894104
535880.01,2264761.01,651.244202
535880.01,2264861.01,650.557251
535880.01,2264961.01,648.570633
535880.01,2265061.01,646.3255
535880.01,2265161.01,645.679718
535880.01,2265261.01,644.927246
535880.01,2265361.01,644.157715
535880.01,2265461.01,644.101776
535880.01,2265561.01,642.748734
535880.01,2265661.01,641.346313
535880.01,2265761.01,641.162292
535880.01,2265861.01,639.4151
535880.01,2265961.01,639.405853
535880.01,2266061.01,639.947083
535880.01,2266161.01,643.410706
535880.01,2266261.01,646.624664
535880.01,2266361.01,648.651978
535880.01,2266461.01,651.350006
535880.01,2266561.01,655.638672
535880.01,2266661.01,660.865204
535880.01,2266761.01,663.461578
535880.01,2266861.01,667.439346
535880.01,2266961.01,671.299744
535880.01,2267061.01,674.235626
535880.01,2267161.01,677.247986
535880.01,2267261.01,679.603912
535880.01,2267361.01,681.351624
535880.01,2267461.01,684.495117
535880.01,2267561.01,686.488495
535880.01,2267661.01,686.542542
535880.01,2267761.01,686.549683
535880.01,2267861.01,692.301575
535880.01,2267961.01,695.417419
535880.01,2268061.01,699.456909
535880.01,2268161.01,701.693207
535880.01,2268261.01,702.723206
535880.01,2268361.01,702.478851
535880.01,2268461.01,700.609497
535880.01,2268561.01,699.502655
535880.01,2268661.01,699.24292
535880.01,2268761.01,700.788116
535880.01,2268861.01,701.717545
535880.01,2268961.01,701.687927
535880.01,2269061.01,702.041565
535880.01,2269161.01,702.107056
535880.01,2269261.01,702.999344
535880.01,2269361.01,704.615356
535880.01,2269461.01,707.137451
535880.01,2269561.01,709.735596
535880.01,2269661.01,709.80896
535880.01,2269761.01,712.545288
535880.01,2269861.01,710.640579
535880.01,2269961.01,709.82901
535880.01,2270061.01,710.563354
535880.01,2270161.01,711.74469
535880.01,2270261.01,712.766663
535880.01,2270361.01,714.12262
535880.01,2270461.01,717.514648
535880.01,2270561.01,718.121552
535880.01,2270661.01,719.840179
535880.01,2270761.01,721.186035
535880.01,2270861.01,720.097534
535880.01,2270961.01,719.933014
535880.01,2271061.01,721.558838
535880.01,2271161.01,724.485428
535880.01,2271261.01,730.412415
535880.01,2271361.01,731.74057
535880.01,2271461.01,732.076447
535880.01,2271561.01,733.382019
535880.01,2271661.01,734.097473
535880.01,2271761.01,734.101135
535880.01,2271861.01,733.485962
535880.01,2271961.01,728.186005
535880.01,2272061.01,725.55661
535880.01,2272161.01,725.749084
535880.01,2272261.01,726.923462
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,-9999
535980.01,2261461.01,697.025116
535980.01,2261561.01,697.071594
535980.01,2261661.01,696.480286
535980.01,2261761.01,695.730408
535980.01,2261861.01,694.305939
535980.01,2261961.01,694.066528
535980.01,2262061.01,692.218109
535980.01,2262161.01,688.771423
535980.01,2262261.01,685.502594
535980.01,2262361.01,681.105164
535980.01,2262461.01,676.71756
535980.01,2262561.01,676.904297
535980.01,2262661.01,678.861328
535980.01,2262761.01,678.957489
535980.01,2262861.01,678.656311
535980.01,2262961.01,677.817291
535980.01,2263061.01,674.925232
535980.01,2263161.01,672.378342
535980.01,2263261.01,670.924103
535980.01,2263361.01,670.266617
535980.01,2263461.01,669.760742
535980.01,2263561.01,668.419647
535980.01,2263661.01,667.393127
535980.01,2263761.01,667.619232
535980.01,2263861.01,666.893646
535980.01,2263961.01,663.318268
535980.01,2264061.01,662.323227
535980.01,2264161.01,661.952393
535980.01,2264261.01,660.709015
535980.01,2264361.01,658.41449
535980.01,2264461.01,657.527557
535980.01,2264561.01,654.995972
535980.01,2264661.01,653.769745
535980.01,2264761.01,654.334656
535980.01,2264861.01,653.303345
535980.01,2264961.01,651.507385
535980.01,2265061.01,650.780075
535980.01,2265161.01,648.237854
535980.01,2265261.01,646.52182
535980.01,2265361.01,646.109695
535980.01,2265461.01,646.106628
535980.01,2265561.01,644.426727
535980.01,2265661.01,642.132935
535980.01,2265761.01,641.200821
535980.01,2265861.01,640.371216
535980.01,2265961.01,639.705719
535980.01,2266061.01,640.518433
535980.01,2266161.01,643.559387
535980.01,2266261.01,646.597046
535980.01,2266361.01,648.271652
535980.01,2266461.01,650.9617
535980.01,2266561.01,656.700897
535980.01,2266661.01,660.225647
535980.01,2266761.01,664.345947
535980.01,2266861.01,668.728729
535980.01,2266961.01,671.575043
535980.01,2267061.01,676.291397
535980.01,2267161.01,679.481049
535980.01,2267261.01,682.177734
535980.01,2267361.01,683.161987
535980.01,2267461.01,684.611298
535980.01,2267561.01,687.455139
535980.01,2267661.01,688.497406
535980.01,2267761.01,686.429779
535980.01,2267861.01,691.998047
535980.01,2267961.01,694.902435
535980.01,2268061.01,699.236816
535980.01,2268161.01,702.714447
535980.01,2268261.01,703.904297
535980.01,2268361.01,705.624802
535980.01,2268461.01,706.713898
535980.01,2268561.01,707.322235
535980.01,2268661.01,703.674438
535980.01,2268761.01,701.595978
535980.01,2268861.01,702.462219
535980.01,2268961.01,701.875641
535980.01,2269061.01,702.181824
535980.01,2269161.01,705.034943
535980.01,2269261.01,707.874878
535980.01,2269361.01,710.965149
535980.01,2269461.01,713.415039
535980.01,2269561.01,712.908386
535980.01,2269661.01,708.301682
535980.01,2269761.01,705.663086
535980.01,2269861.01,705.081635
535980.01,2269961.01,707.059753
535980.01,2270061.01,709.799316
535980.01,2270161.01,710.652557
535980.01,2270261.01,711.279007
535980.01,2270361.01,711.347015
535980.01,2270461.01,711.937805
535980.01,2270561.01,715.147461
535980.01,2270661.01,717.09906
535980.01,2270761.01,717.312286
535980.01,2270861.01,718.677429
535980.01,2270961.01,721.868759
535980.01,2271061.01,722.584625
535980.01,2271161.01,725.558289
535980.01,2271261.01,728.566772
535980.01,2271361.01,730.015564
535980.01,2271461.01,731.227051
535980.01,2271561.01,733.471588
535980.01,2271661.01,734.736084
535980.01,2271761.01,734.335938
535980.01,2271861.01,731.125549
535980.01,2271961.01,727.030579
535980.01,2272061.01,726.607666
535980.01,2272161.01,727.948944
535980.01,2272261.01,730.113373
535980.01,2272361.01,731.904419
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,698.225708
536080.01,2261561.01,698.372879
536080.01,2261661.01,697.701813
536080.01,2261761.01,698.03598
536080.01,2261861.01,697.108521
536080.01,2261961.01,694.3526
536080.01,2262061.01,690.75827
536080.01,2262161.01,685.926147
536080.01,2262261.01,683.459351
536080.01,2262361.01,680.550049
536080.01,2262461.01,678.466614
536080.01,2262561.01,678.367676
536080.01,2262661.01,678.214081
536080.01,2262761.01,677.727966
536080.01,2262861.01,676.735886
536080.01,2262961.01,674.799622
536080.01,2263061.01,671.927673
536080.01,2263161.01,671.740082
536080.01,2263261.01,671.825745
536080.01,2263361.01,671.289398
536080.01,2263461.01,670.853271
536080.01,2263561.01,669.32428
536080.01,2263661.01,667.90271
536080.01,2263761.01,667.385986
536080.01,2263861.01,665.328979
536080.01,2263961.01,663.730835
536080.01,2264061.01,662.878784
536080.01,2264161.01,662.795074
536080.01,2264261.01,662.100128
536080.01,2264361.01,661.656097
536080.01,2264461.01,661.715576
536080.01,2264561.01,660.49353
536080.01,2264661.01,658.712677
536080.01,2264761.01,658.635315
536080.01,2264861.01,656.0289
536080.01,2264961.01,653.35788
536080.01,2265061.01,651.531921
536080.01,2265161.01,648.69165
536080.01,2265261.01,646.566589
536080.01,2265361.01,645.696075
536080.01,2265461.01,645.591736
536080.01,2265561.01,644.443787
536080.01,2265661.01,641.826355
536080.01,2265761.01,640.994751
536080.01,2265861.01,640.370056
536080.01,2265961.01,640.64975
536080.01,2266061.01,640.807861
536080.01,2266161.01,644.08194
536080.01,2266261.01,646.979431
536080.01,2266361.01,648.286072
536080.01,2266461.01,650.996582
536080.01,2266561.01,655.913055
536080.01,2266661.01,659.698944
536080.01,2266761.01,663.831909
536080.01,2266861.01,667.930176
536080.01,2266961.01,672.298828
536080.01,2267061.01,677.314117
536080.01,2267161.01,679.935364
536080.01,2267261.01,681.618515
536080.01,2267361.01,683.9841
536080.01,2267461.01,685.691513
536080.01,2267561.01,690.065308
536080.01,2267661.01,691.392151
536080.01,2267761.01,688.053467
536080.01,2267861.01,691.178314
536080.01,2267961.01,694.339447
536080.01,2268061.01,698.377792
536080.01,2268161.01,702.20108
536080.01,2268261.01,704.76825
536080.01,2268361.01,706.874115
536080.01,2268461.01,708.279358
536080.01,2268561.01,708.506165
536080.01,2268661.01,708.046448
536080.01,2268761.01,706.086899
536080.01,2268861.01,704.759094
536080.01,2268961.01,702.266754
536080.01,2269061.01,704.190063
536080.01,2269161.01,707.812759
536080.01,2269261.01,713.830414
536080.01,2269361.01,715.339142
536080.01,2269461.01,713.940643
536080.01,2269561.01,708.26709
536080.01,2269661.01,704.334961
536080.01,2269761.01,704.215515
536080.01,2269861.01,704.801407
536080.01,2269961.01,706.114075
536080.01,2270061.01,708.41217
536080.01,2270161.01,708.928894
536080.01,2270261.01,708.355316
536080.01,2270361.01,709.413635
536080.01,2270461.01,710.401718
536080.01,2270561.01,713.538055
536080.01,2270661.01,715.276169
536080.01,2270761.01,716.49707
536080.01,2270861.01,719.568909
536080.01,2270961.01,720.660889
536080.01,2271061.01,720.298584
536080.01,2271161.01,722.237152
536080.01,2271261.01,724.360779
536080.01,2271361.01,728.782364
536080.01,2271461.01,731.428711
536080.01,2271561.01,733.913574
536080.01,2271661.01,735.199158
536080.01,2271761.01,734.489578
536080.01,2271861.01,730.824249
536080.01,2271961.01,727.629608
536080.01,2272061.01,727.871277
536080.01,2272161.01,731.42395
536080.01,2272261.01,733.87854
536080.01,2272361.01,734.840057
536080.01,2272461.01,-9999
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,699.776001
536180.01,2261661.01,699.585754
536180.01,2261761.01,698.454407
536180.01,2261861.01,696.97229
536180.01,2261961.01,695.00975
536180.01,2262061.01,691.979431
536180.01,2262161.01,689.077484
536180.01,2262261.01,683.128723
536180.01,2262361.01,680.254517
536180.01,2262461.01,679.745972
536180.01,2262561.01,678.379059
536180.01,2262661.01,677.27533
536180.01,2262761.01,676.269135
536180.01,2262861.01,675.324127
536180.01,2262961.01,673.236145
536180.01,2263061.01,671.664032
536180.01,2263161.01,671.91275
536180.01,2263261.01,672.224945
536180.01,2263361.01,671.922272
536180.01,2263461.01,671.359467
536180.01,2263561.01,669.966248
536180.01,2263661.01,668.639709
536180.01,2263761.01,667.569275
536180.01,2263861.01,666.416931
536180.01,2263961.01,665.383835
536180.01,2264061.01,665.861511
536180.01,2264161.01,666.537231
536180.01,2264261.01,665.955322
536180.01,2264361.01,663.958038
536180.01,2264461.01,663.69101
536180.01,2264561.01,663.106049
536180.01,2264661.01,661.155914
536180.01,2264761.01,658.502136
536180.01,2264861.01,656.239838
536180.01,2264961.01,653.00592
536180.01,2265061.01,651.533508
536180.01,2265161.01,648.655182
536180.01,2265261.01,646.219086
536180.01,2265361.01,645.208008
536180.01,2265461.01,643.732941
536180.01,2265561.01,642.152832
536180.01,2265661.01,641.103577
536180.01,2265761.01,640.399506
536180.01,2265861.01,639.753967
536180.01,2265961.01,640.86676
536180.01,2266061.01,642.604187
536180.01,2266161.01,644.879791
536180.01,2266261.01,647.587952
536180.01,2266361.01,649.035828
536180.01,2266461.01,652.058899
536180.01,2266561.01,656.620911
536180.01,2266661.01,659.95575
536180.01,2266761.01,664.666199
536180.01,2266861.01,668.513977
536180.01,2266961.01,671.205109
536180.01,2267061.01,676.439026
536180.01,2267161.01,679.440857
536180.01,2267261.01,681.271606
536180.01,2267361.01,685.088013
536180.01,2267461.01,688.001892
536180.01,2267561.01,691.082062
536180.01,2267661.01,692.350082
536180.01,2267761.01,688.247467
536180.01,2267861.01,690.200867
536180.01,2267961.01,694.267212
536180.01,2268061.01,698.623657
536180.01,2268161.01,702.563354
536180.01,2268261.01,704.54155
536180.01,2268361.01,706.555023
536180.01,2268461.01,707.475098
536180.01,2268561.01,707.279968
536180.01,2268661.01,706.675049
536180.01,2268761.01,706.840607
536180.01,2268861.01,706.399963
536180.01,2268961.01,705.905197
536180.01,2269061.01,706.041931
536180.01,2269161.01,707.355103
536180.01,2269261.01,710.45575
536180.01,2269361.01,709.11438
536180.01,2269461.01,707.420807
536180.01,2269561.01,706.500366
536180.01,2269661.01,703.200073
536180.01,2269761.01,703.132248
536180.01,2269861.01,703.712402
536180.01,2269961.01,705.259705
536180.01,2270061.01,706.795624
536180.01,2270161.01,707.192413
536180.01,2270261.01,707.678497
536180.01,2270361.01,708.425751
536180.01,2270461.01,708.633789
536180.01,2270561.01,710.301147
536180.01,2270661.01,714.143799
536180.01,2270761.01,715.810333
536180.01,2270861.01,717.014206
536180.01,2270961.01,718.529724
536180.01,2271061.01,718.441711
536180.01,2271161.01,720.275757
536180.01,2271261.01,723.234619
536180.01,2271361.01,725.923126
536180.01,2271461.01,730.312042
536180.01,2271561.01,732.747406
536180.01,2271661.01,733.913696
536180.01,2271761.01,733.624115
536180.01,2271861.01,729.080811
536180.01,2271961.01,728.294342
536180.01,2272061.01,729.742462
536180.01,2272161.01,732.364044
536180.01,2272261.01,734.432281
536180.01,2272361.01,735.785797
536180.01,2272461.01,737.512451
536180.01,2272561.01,739.395752
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,701.285736
536280.01,2261661.01,699.34137
536280.01,2261761.01,697.141708
536280.01,2261861.01,695.747925
536280.01,2261961.01,694.083923
536280.01,2262061.01,691.245728
536280.01,2262161.01,688.473221
536280.01,2262261.01,684.197083
536280.01,2262361.01,681.862473
536280.01,2262461.01,681.615967
536280.01,2262561.01,679.651947
536280.01,2262661.01,677.675232
536280.01,2262761.01,676.520294
536280.01,2262861.01,674.9366
536280.01,2262961.01,673.402496
536280.01,2263061.01,672.410995
536280.01,2263161.01,671.998657
536280.01,2263261.01,671.591827
536280.01,2263361.01,671.488831
536280.01,2263461.01,671.040268
536280.01,2263561.01,669.99884
536280.01,2263661.01,668.513763
536280.01,2263761.01,667.912231
536280.01,2263861.01,668.057892
536280.01,2263961.01,668.713837
536280.01,2264061.01,668.938782
536280.01,2264161.01,668.647476
536280.01,2264261.01,666.311859
536280.01,2264361.01,663.663361
536280.01,2264461.01,661.632141
536280.01,2264561.01,660.2229
536280.01,2264661.01,658.714844
536280.01,2264761.01,657.100983
536280.01,2264861.01,655.728394
536280.01,2264961.01,653.685333
536280.01,2265061.01,652.249268
536280.01,2265161.01,650.031036
536280.01,2265261.01,648.539001
536280.01,2265361.01,647.574249
536280.01,2265461.01,645.72171
536280.01,2265561.01,643.363892
536280.01,2265661.01,642.800476
536280.01,2265761.01,642.106689
536280.01,2265861.01,641.551208
536280.01,2265961.01,642.618988
536280.01,2266061.01,644.193588
536280.01,2266161.01,645.836609
536280.01,2266261.01,646.880066
536280.01,2266361.01,648.864807
536280.01,2266461.01,651.990417
536280.01,2266561.01,656.257385
536280.01,2266661.01,658.852386
536280.01,2266761.01,663.744827
536280.01,2266861.01,668.262665
536280.01,2266961.01,671.639221
536280.01,2267061.01,677.195618
536280.01,2267161.01,680.279205
536280.01,2267261.01,682.014038
536280.01,2267361.01,685.212753
536280.01,2267461.01,688.937744
536280.01,2267561.01,691.490662
536280.01,2267661.01,693.172607
536280.01,2267761.01,688.308899
536280.01,2267861.01,691.482239
536280.01,2267961.01,695.281464
536280.01,2268061.01,698.284378
536280.01,2268161.01,699.947937
536280.01,2268261.01,702.886627
536280.01,2268361.01,704.540588
536280.01,2268461.01,704.648773
536280.01,2268561.01,704.091766
536280.01,2268661.01,705.17218
536280.01,2268761.01,706.115173
536280.01,2268861.01,706.319519
536280.01,2268961.01,706.469604
536280.01,2269061.01,703.172424
536280.01,2269161.01,702.894852
536280.01,2269261.01,703.56665
536280.01,2269361.01,703.406342
536280.01,2269461.01,703.024048
536280.01,2269561.01,702.175751
536280.01,2269661.01,700.034119
536280.01,2269761.01,700.361023
536280.01,2269861.01,702.664978
536280.01,2269961.01,704.594711
536280.01,2270061.01,705.758057
536280.01,2270161.01,707.011475
536280.01,2270261.01,707.051819
536280.01,2270361.01,707.717102
536280.01,2270461.01,707.734528
536280.01,2270561.01,707.032196
536280.01,2270661.01,709.173798
536280.01,2270761.01,710.550476
536280.01,2270861.01,713.570618
536280.01,2270961.01,717.380798
536280.01,2271061.01,717.734787
536280.01,2271161.01,720.088867
536280.01,2271261.01,723.398651
536280.01,2271361.01,726.271729
536280.01,2271461.01,730.51236
536280.01,2271561.01,732.510498
536280.01,2271661.01,733.759308
536280.01,2271761.01,733.053009
536280.01,2271861.01,730.051178
536280.01,2271961.01,730.074905
536280.01,2272061.01,731.456238
536280.01,2272161.01,733.687042
536280.01,2272261.01,735.936462
536280.01,2272361.01,738.072968
536280.01,2272461.01,740.065613
536280.01,2272561.01,740.40802
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,700.725342
536380.01,2261661.01,698.502533
536380.01,2261761.01,694.056549
536380.01,2261861.01,692.605743
536380.01,2261961.01,690.877014
536380.01,2262061.01,688.733551
536380.01,2262161.01,686.971008
536380.01,2262261.01,684.757263
536380.01,2262361.01,683.837555
536380.01,2262461.01,683.089447
536380.01,2262561.01,681.333282
536380.01,2262661.01,679.029297
536380.01,2262761.01,678.08197
536380.01,2262861.01,676.168152
536380.01,2262961.01,673.944885
536380.01,2263061.01,672.90303
536380.01,2263161.01,671.186798
536380.01,2263261.01,671.024094
536380.01,2263361.01,671.096344
536380.01,2263461.01,670.533844
