"X","Y","H30_Lusit (Depth)"
535780.01,2264161.01,358.672729492
535780.01,2264261.01,356.86416626
535780.01,2264361.01,354.553314209
535780.01,2264461.01,353.543823242
535780.01,2264561.01,351.870361328
535780.01,2264661.01,350.140594482
535780.01,2264761.01,349.12286377
535780.01,2264861.01,344.750579834
535780.01,2264961.01,330.786682129
535780.01,2265061.01,330.590362549
535780.01,2265161.01,325.717193604
535780.01,2265261.01,320.711334229
535780.01,2265361.01,321.249786377
535780.01,2265461.01,324.172821045
535780.01,2265561.01,320.173217773
535780.01,2265661.01,315.107849121
535780.01,2265761.01,323.020385742
535780.01,2265861.01,326.127807617
535780.01,2265961.01,322.741424561
535780.01,2266061.01,325.545288086
535780.01,2266161.01,329.020263672
535780.01,2266261.01,333.47744751
535780.01,2266361.01,345.407073975
535780.01,2266461.01,353.663879395
535780.01,2266561.01,356.003112793
535780.01,2266661.01,357.127441406
535780.01,2266761.01,365.542877197
535780.01,2266861.01,379.39730835
535780.01,2266961.01,378.489257813
535780.01,2267061.01,383.926269531
535780.01,2267161.01,388.100738525
535780.01,2267261.01,396.106567383
535780.01,2267361.01,398.415496826
535780.01,2267461.01,396.916809082
535780.01,2267561.01,403.079620361
535780.01,2267661.01,409.105010986
535780.01,2267761.01,416.67578125
535780.01,2267861.01,420.482757568
535780.01,2267961.01,422.286743164
535780.01,2268061.01,420.132568359
535780.01,2268161.01,417.136383057
535780.01,2268261.01,415.875488281
535780.01,2268361.01,418.922607422
535780.01,2268461.01,419.959869385
535780.01,2268561.01,424.266662598
535780.01,2268661.01,425.016876221
535780.01,2268761.01,425.424591064
535780.01,2268861.01,423.514953613
535780.01,2268961.01,422.078704834
535780.01,2269061.01,424.050262451
535780.01,2269161.01,427.006958008
535780.01,2269261.01,426.063293457
535780.01,2269361.01,427.439727783
535780.01,2269461.01,432.961791992
535780.01,2269561.01,437.547485352
535780.01,2269661.01,434.457336426
535780.01,2269761.01,431.432952881
535780.01,2269861.01,433.228393555
535780.01,2269961.01,428.802368164
535780.01,2270061.01,429.880432129
535780.01,2270161.01,439.123138428
535780.01,2270261.01,440.352172852
535780.01,2270361.01,438.187438965
535780.01,2270461.01,436.29107666
535780.01,2270561.01,437.535797119
535780.01,2270661.01,441.396881104
535780.01,2270761.01,446.056365967
535780.01,2270861.01,446.391723633
535780.01,2270961.01,450.48324585
535780.01,2271061.01,451.12310791
535780.01,2271161.01,450.665039063
535780.01,2271261.01,451.479492188
535780.01,2271361.01,451.74987793
535780.01,2271461.01,450.228851318
535780.01,2271561.01,441.015686035
535780.01,2271661.01,441.696960449
535780.01,2271761.01,441.6590271
535780.01,2271861.01,439.006469727
535780.01,2271961.01,438.232940674
535780.01,2272061.01,438.41796875
535780.01,2272161.01,438.342926025
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,407.433990479
535880.01,2261461.01,402.360015869
535880.01,2261561.01,396.000305176
535880.01,2261661.01,395.120391846
535880.01,2261761.01,392.34866333
535880.01,2261861.01,391.219909668
535880.01,2261961.01,390.675872803
535880.01,2262061.01,387.80279541
535880.01,2262161.01,385.338256836
535880.01,2262261.01,386.98815918
535880.01,2262361.01,385.566802979
535880.01,2262461.01,384.52532959
535880.01,2262561.01,383.683929443
535880.01,2262661.01,380.679443359
535880.01,2262761.01,373.97958374
535880.01,2262861.01,371.838226318
535880.01,2262961.01,370.787261963
535880.01,2263061.01,370.225463867
535880.01,2263161.01,370.148803711
535880.01,2263261.01,369.404937744
535880.01,2263361.01,366.233520508
535880.01,2263461.01,368.5206604
535880.01,2263561.01,365.933105469
535880.01,2263661.01,365.023284912
535880.01,2263761.01,362.395477295
535880.01,2263861.01,362.350189209
535880.01,2263961.01,359.83883667
535880.01,2264061.01,360.154388428
535880.01,2264161.01,362.31628418
535880.01,2264261.01,359.540649414
535880.01,2264361.01,357.011627197
535880.01,2264461.01,355.884124756
535880.01,2264561.01,354.739013672
535880.01,2264661.01,352.903717041
535880.01,2264761.01,331.41003418
535880.01,2264861.01,331.152526855
535880.01,2264961.01,330.012481689
535880.01,2265061.01,323.992431641
535880.01,2265161.01,320.608398438
535880.01,2265261.01,319.352630615
535880.01,2265361.01,323.399108887
535880.01,2265461.01,321.229858398
535880.01,2265561.01,316.337768555
535880.01,2265661.01,319.713745117
535880.01,2265761.01,321.218811035
535880.01,2265861.01,323.092651367
535880.01,2265961.01,325.959106445
535880.01,2266061.01,327.160736084
535880.01,2266161.01,329.366149902
535880.01,2266261.01,337.222808838
535880.01,2266361.01,345.46786499
535880.01,2266461.01,358.642608643
535880.01,2266561.01,363.33883667
535880.01,2266661.01,367.438018799
535880.01,2266761.01,369.252166748
535880.01,2266861.01,370.008422852
535880.01,2266961.01,382.477905273
535880.01,2267061.01,384.079376221
535880.01,2267161.01,387.519317627
535880.01,2267261.01,394.981170654
535880.01,2267361.01,400.101043701
535880.01,2267461.01,400.527587891
535880.01,2267561.01,406.333770752
535880.01,2267661.01,413.150482178
535880.01,2267761.01,420.270385742
535880.01,2267861.01,423.771026611
535880.01,2267961.01,422.851379395
535880.01,2268061.01,415.996002197
535880.01,2268161.01,412.577087402
535880.01,2268261.01,413.483795166
535880.01,2268361.01,417.280029297
535880.01,2268461.01,420.197631836
535880.01,2268561.01,425.808685303
535880.01,2268661.01,427.060516357
535880.01,2268761.01,427.319854736
535880.01,2268861.01,426.246887207
535880.01,2268961.01,425.512542725
535880.01,2269061.01,425.698730469
535880.01,2269161.01,425.805938721
535880.01,2269261.01,428.391723633
535880.01,2269361.01,430.00112915
535880.01,2269461.01,429.65725708
535880.01,2269561.01,431.368347168
535880.01,2269661.01,430.568786621
535880.01,2269761.01,427.105712891
535880.01,2269861.01,425.375152588
535880.01,2269961.01,424.373779297
535880.01,2270061.01,432.242370605
535880.01,2270161.01,435.311248779
535880.01,2270261.01,435.696563721
535880.01,2270361.01,435.393218994
535880.01,2270461.01,435.299713135
535880.01,2270561.01,436.177215576
535880.01,2270661.01,445.542327881
535880.01,2270761.01,447.851165771
535880.01,2270861.01,445.350708008
535880.01,2270961.01,445.413269043
535880.01,2271061.01,450.826263428
535880.01,2271161.01,451.859008789
535880.01,2271261.01,451.321075439
535880.01,2271361.01,441.011016846
535880.01,2271461.01,442.599151611
535880.01,2271561.01,444.146575928
535880.01,2271661.01,439.287109375
535880.01,2271761.01,437.984924316
535880.01,2271861.01,439.127197266
535880.01,2271961.01,438.660308838
535880.01,2272061.01,439.201538086
535880.01,2272161.01,439.385284424
535880.01,2272261.01,440.722045898
535880.01,2272361.01,-9999
535980.01,2260861.01,-9999
535980.01,2260961.01,-9999
535980.01,2261061.01,-9999
535980.01,2261161.01,-9999
535980.01,2261261.01,-9999
535980.01,2261361.01,405.479187012
535980.01,2261461.01,398.30291748
535980.01,2261561.01,396.610046387
535980.01,2261661.01,395.203735352
535980.01,2261761.01,393.878601074
535980.01,2261861.01,392.496948242
535980.01,2261961.01,392.847473145
535980.01,2262061.01,391.8203125
535980.01,2262161.01,389.444580078
535980.01,2262261.01,389.915161133
535980.01,2262361.01,387.213745117
535980.01,2262461.01,385.489379883
535980.01,2262561.01,384.374298096
535980.01,2262661.01,379.277770996
535980.01,2262761.01,375.610656738
535980.01,2262861.01,375.2159729
535980.01,2262961.01,375.757354736
535980.01,2263061.01,372.903717041
535980.01,2263161.01,371.572998047
535980.01,2263261.01,369.605010986
535980.01,2263361.01,368.578216553
535980.01,2263461.01,367.686340332
535980.01,2263561.01,364.065795898
535980.01,2263661.01,365.130126953
535980.01,2263761.01,364.517791748
535980.01,2263861.01,364.931427002
535980.01,2263961.01,362.328094482
535980.01,2264061.01,360.836090088
535980.01,2264161.01,360.821044922
535980.01,2264261.01,348.210296631
535980.01,2264361.01,359.164123535
535980.01,2264461.01,343.448242188
535980.01,2264561.01,343.109802246
535980.01,2264661.01,337.885131836
535980.01,2264761.01,334.193206787
535980.01,2264861.01,330.773620605
535980.01,2264961.01,329.305664063
535980.01,2265061.01,327.82623291
535980.01,2265161.01,324.15335083
535980.01,2265261.01,320.154998779
535980.01,2265361.01,318.548217773
535980.01,2265461.01,316.946960449
535980.01,2265561.01,314.148101807
535980.01,2265661.01,316.956481934
535980.01,2265761.01,319.091491699
535980.01,2265861.01,317.562835693
535980.01,2265961.01,323.37411499
535980.01,2266061.01,325.707183838
535980.01,2266161.01,327.72088623
535980.01,2266261.01,337.918548584
535980.01,2266361.01,344.968688965
535980.01,2266461.01,355.137298584
535980.01,2266561.01,358.873352051
535980.01,2266661.01,361.192626953
535980.01,2266761.01,368.535827637
535980.01,2266861.01,372.828704834
535980.01,2266961.01,373.838195801
535980.01,2267061.01,384.349304199
535980.01,2267161.01,390.763977051
535980.01,2267261.01,395.336334229
535980.01,2267361.01,398.739929199
535980.01,2267461.01,404.601593018
535980.01,2267561.01,408.304412842
535980.01,2267661.01,412.968536377
535980.01,2267761.01,422.213684082
535980.01,2267861.01,423.716125488
535980.01,2267961.01,423.358886719
535980.01,2268061.01,423.505889893
535980.01,2268161.01,414.861541748
535980.01,2268261.01,414.950775146
535980.01,2268361.01,417.446044922
535980.01,2268461.01,420.340240479
535980.01,2268561.01,422.587097168
535980.01,2268661.01,426.348571777
535980.01,2268761.01,430.194213867
535980.01,2268861.01,430.913757324
535980.01,2268961.01,426.949645996
535980.01,2269061.01,427.891052246
535980.01,2269161.01,429.358276367
535980.01,2269261.01,430.738250732
535980.01,2269361.01,431.130249023
535980.01,2269461.01,431.596557617
535980.01,2269561.01,432.346252441
535980.01,2269661.01,423.276641846
535980.01,2269761.01,424.054260254
535980.01,2269861.01,427.134277344
535980.01,2269961.01,427.522766113
535980.01,2270061.01,430.385406494
535980.01,2270161.01,431.780181885
535980.01,2270261.01,436.990966797
535980.01,2270361.01,436.723937988
535980.01,2270461.01,430.306518555
535980.01,2270561.01,435.753051758
535980.01,2270661.01,445.081878662
535980.01,2270761.01,444.145690918
535980.01,2270861.01,439.869842529
535980.01,2270961.01,443.198883057
535980.01,2271061.01,451.05078125
535980.01,2271161.01,452.547180176
535980.01,2271261.01,451.804382324
535980.01,2271361.01,451.578308105
535980.01,2271461.01,450.51776123
535980.01,2271561.01,444.272796631
535980.01,2271661.01,438.345275879
535980.01,2271761.01,438.100158691
535980.01,2271861.01,438.677825928
535980.01,2271961.01,438.50970459
535980.01,2272061.01,438.740020752
535980.01,2272161.01,441.200256348
535980.01,2272261.01,442.754974365
535980.01,2272361.01,445.803710938
535980.01,2272461.01,-9999
536080.01,2260861.01,-9999
536080.01,2260961.01,-9999
536080.01,2261061.01,-9999
536080.01,2261161.01,-9999
536080.01,2261261.01,-9999
536080.01,2261361.01,-9999
536080.01,2261461.01,397.203826904
536080.01,2261561.01,395.665557861
536080.01,2261661.01,394.720550537
536080.01,2261761.01,395.754302979
536080.01,2261861.01,395.498687744
536080.01,2261961.01,395.408325195
536080.01,2262061.01,393.969238281
536080.01,2262161.01,393.322692871
536080.01,2262261.01,393.876312256
536080.01,2262361.01,388.844268799
536080.01,2262461.01,385.197509766
536080.01,2262561.01,382.80770874
536080.01,2262661.01,378.577697754
536080.01,2262761.01,375.774902344
536080.01,2262861.01,376.051940918
536080.01,2262961.01,376.892913818
536080.01,2263061.01,374.103210449
536080.01,2263161.01,372.295776367
536080.01,2263261.01,372.127532959
536080.01,2263361.01,370.637023926
536080.01,2263461.01,368.875762939
536080.01,2263561.01,364.558624268
536080.01,2263661.01,363.920837402
536080.01,2263761.01,363.457946777
536080.01,2263861.01,363.305145264
536080.01,2263961.01,362.73425293
536080.01,2264061.01,349.71383667
536080.01,2264161.01,349.723388672
536080.01,2264261.01,348.534790039
536080.01,2264361.01,346.556732178
536080.01,2264461.01,347.488952637
536080.01,2264561.01,348.92364502
536080.01,2264661.01,338.774871826
536080.01,2264761.01,333.647735596
536080.01,2264861.01,329.309326172
536080.01,2264961.01,329.462463379
536080.01,2265061.01,329.606384277
536080.01,2265161.01,325.028747559
536080.01,2265261.01,321.100738525
536080.01,2265361.01,322.430023193
536080.01,2265461.01,321.542022705
536080.01,2265561.01,317.211700439
536080.01,2265661.01,317.198120117
536080.01,2265761.01,317.69039917
536080.01,2265861.01,319.686065674
536080.01,2265961.01,320.299163818
536080.01,2266061.01,320.820343018
536080.01,2266161.01,327.594116211
536080.01,2266261.01,337.768890381
536080.01,2266361.01,343.813903809
536080.01,2266461.01,352.070617676
536080.01,2266561.01,357.416931152
536080.01,2266661.01,362.485443115
536080.01,2266761.01,369.747283936
536080.01,2266861.01,373.683868408
536080.01,2266961.01,374.832183838
536080.01,2267061.01,388.560546875
536080.01,2267161.01,392.855957031
536080.01,2267261.01,395.683197021
536080.01,2267361.01,398.235290527
536080.01,2267461.01,403.062194824
536080.01,2267561.01,410.005706787
536080.01,2267661.01,412.997070313
536080.01,2267761.01,422.404022217
536080.01,2267861.01,424.586853027
536080.01,2267961.01,423.918792725
536080.01,2268061.01,423.505889893
536080.01,2268161.01,415.663208008
536080.01,2268261.01,415.971160889
536080.01,2268361.01,419.129150391
536080.01,2268461.01,422.31854248
536080.01,2268561.01,425.438323975
536080.01,2268661.01,431.091217041
536080.01,2268761.01,432.329040527
536080.01,2268861.01,428.362213135
536080.01,2268961.01,427.256103516
536080.01,2269061.01,433.200256348
536080.01,2269161.01,432.094604492
536080.01,2269261.01,430.783203125
536080.01,2269361.01,432.237091064
536080.01,2269461.01,432.346252441
536080.01,2269561.01,432.346252441
536080.01,2269661.01,432.346252441
536080.01,2269761.01,430.72064209
536080.01,2269861.01,432.414611816
536080.01,2269961.01,432.248199463
536080.01,2270061.01,428.328063965
536080.01,2270161.01,431.30355835
536080.01,2270261.01,432.619476318
536080.01,2270361.01,429.421875
536080.01,2270461.01,427.679443359
536080.01,2270561.01,435.79977417
536080.01,2270661.01,443.8699646
536080.01,2270761.01,442.611907959
536080.01,2270861.01,440.028015137
536080.01,2270961.01,444.397583008
536080.01,2271061.01,446.956451416
536080.01,2271161.01,451.187927246
536080.01,2271261.01,451.578308105
536080.01,2271361.01,450.742248535
536080.01,2271461.01,450.707183838
536080.01,2271561.01,446.199432373
536080.01,2271661.01,443.354156494
536080.01,2271761.01,441.906311035
536080.01,2271861.01,438.66885376
536080.01,2271961.01,439.235626221
536080.01,2272061.01,439.672851563
536080.01,2272161.01,443.705169678
536080.01,2272261.01,447.702209473
536080.01,2272361.01,448.664337158
536080.01,2272461.01,449.990722656
536180.01,2260861.01,-9999
536180.01,2260961.01,-9999
536180.01,2261061.01,-9999
536180.01,2261161.01,-9999
536180.01,2261261.01,-9999
536180.01,2261361.01,-9999
536180.01,2261461.01,-9999
536180.01,2261561.01,396.928161621
536180.01,2261661.01,396.765380859
536180.01,2261761.01,396.978424072
536180.01,2261861.01,396.709777832
536180.01,2261961.01,395.950469971
536180.01,2262061.01,395.138122559
536180.01,2262161.01,394.679473877
536180.01,2262261.01,393.668182373
536180.01,2262361.01,389.279510498
536180.01,2262461.01,386.368103027
536180.01,2262561.01,379.09185791
536180.01,2262661.01,377.116943359
536180.01,2262761.01,376.165802002
536180.01,2262861.01,376.654052734
536180.01,2262961.01,375.371276855
536180.01,2263061.01,373.184051514
536180.01,2263161.01,371.76348877
536180.01,2263261.01,372.676269531
536180.01,2263361.01,372.054199219
536180.01,2263461.01,371.277770996
536180.01,2263561.01,363.251708984
536180.01,2263661.01,358.448242188
536180.01,2263761.01,356.903717041
536180.01,2263861.01,352.53704834
536180.01,2263961.01,351.718719482
536180.01,2264061.01,351.412994385
536180.01,2264161.01,349.63571167
536180.01,2264261.01,351.263458252
536180.01,2264361.01,348.623565674
536180.01,2264461.01,348.389984131
536180.01,2264561.01,346.483795166
536180.01,2264661.01,336.844390869
536180.01,2264761.01,333.094055176
536180.01,2264861.01,328.884979248
536180.01,2264961.01,325.870758057
536180.01,2265061.01,324.987884521
536180.01,2265161.01,323.321228027
536180.01,2265261.01,322.703887939
536180.01,2265361.01,321.481048584
536180.01,2265461.01,321.403381348
536180.01,2265561.01,320.083435059
536180.01,2265661.01,320.816314697
536180.01,2265761.01,317.980804443
536180.01,2265861.01,321.097137451
536180.01,2265961.01,323.341491699
536180.01,2266061.01,321.621002197
536180.01,2266161.01,329.185333252
536180.01,2266261.01,338.421417236
536180.01,2266361.01,344.709075928
536180.01,2266461.01,354.362518311
536180.01,2266561.01,363.293395996
536180.01,2266661.01,365.053039551
536180.01,2266761.01,369.036315918
536180.01,2266861.01,371.455810547
536180.01,2266961.01,375.164520264
536180.01,2267061.01,388.314086914
536180.01,2267161.01,389.880493164
536180.01,2267261.01,392.547088623
536180.01,2267361.01,398.964569092
536180.01,2267461.01,404.139129639
536180.01,2267561.01,405.4453125
536180.01,2267661.01,413.302856445
536180.01,2267761.01,421.039855957
536180.01,2267861.01,422.449798584
536180.01,2267961.01,423.598602295
536180.01,2268061.01,423.505889893
536180.01,2268161.01,414.895446777
536180.01,2268261.01,416.678741455
536180.01,2268361.01,420.39855957
536180.01,2268461.01,425.897735596
536180.01,2268561.01,429.191467285
536180.01,2268661.01,433.524902344
536180.01,2268761.01,426.44821167
536180.01,2268861.01,428.533752441
536180.01,2268961.01,429.408172607
536180.01,2269061.01,432.620635986
536180.01,2269161.01,432.501922607
536180.01,2269261.01,431.923126221
536180.01,2269361.01,432.346252441
536180.01,2269461.01,415.166168213
536180.01,2269561.01,417.573883057
536180.01,2269661.01,430.865753174
536180.01,2269761.01,431.063354492
536180.01,2269861.01,432.841308594
536180.01,2269961.01,433.906768799
536180.01,2270061.01,430.324493408
536180.01,2270161.01,430.502258301
536180.01,2270261.01,432.877288818
536180.01,2270361.01,429.679199219
536180.01,2270461.01,433.111328125
536180.01,2270561.01,439.998413086
536180.01,2270661.01,443.582397461
536180.01,2270761.01,442.474639893
536180.01,2270861.01,442.142913818
536180.01,2270961.01,444.827911377
536180.01,2271061.01,447.401947021
536180.01,2271161.01,450.270385742
536180.01,2271261.01,449.512359619
536180.01,2271361.01,449.687103271
536180.01,2271461.01,449.614562988
536180.01,2271561.01,449.286895752
536180.01,2271661.01,447.225585938
536180.01,2271761.01,444.730407715
536180.01,2271861.01,442.607818604
536180.01,2271961.01,442.916412354
536180.01,2272061.01,443.552398682
536180.01,2272161.01,444.578369141
536180.01,2272261.01,448.781768799
536180.01,2272361.01,450.106292725
536180.01,2272461.01,451.491668701
536180.01,2272561.01,450.625
536280.01,2261061.01,-9999
536280.01,2261161.01,-9999
536280.01,2261261.01,-9999
536280.01,2261361.01,-9999
536280.01,2261461.01,-9999
536280.01,2261561.01,399.899261475
536280.01,2261661.01,400.040161133
536280.01,2261761.01,399.514953613
536280.01,2261861.01,399.360198975
536280.01,2261961.01,398.024963379
536280.01,2262061.01,395.810302734
536280.01,2262161.01,394.325012207
536280.01,2262261.01,392.702209473
536280.01,2262361.01,389.480987549
536280.01,2262461.01,385.33291626
536280.01,2262561.01,379.546569824
536280.01,2262661.01,378.804748535
536280.01,2262761.01,377.328948975
536280.01,2262861.01,373.761077881
536280.01,2262961.01,373.395751953
536280.01,2263061.01,373.295898438
536280.01,2263161.01,373.970672607
536280.01,2263261.01,373.008666992
536280.01,2263361.01,372.024108887
536280.01,2263461.01,369.465606689
536280.01,2263561.01,362.946807861
536280.01,2263661.01,358.83102417
536280.01,2263761.01,358.49786377
536280.01,2263861.01,355.701385498
536280.01,2263961.01,351.776763916
536280.01,2264061.01,355.285552979
536280.01,2264161.01,353.599884033
536280.01,2264261.01,351.604644775
536280.01,2264361.01,351.126251221
536280.01,2264461.01,350.763427734
536280.01,2264561.01,349.609741211
536280.01,2264661.01,333.473236084
536280.01,2264761.01,333.533843994
536280.01,2264861.01,329.648254395
536280.01,2264961.01,326.862731934
536280.01,2265061.01,325.464935303
536280.01,2265161.01,323.874298096
536280.01,2265261.01,323.46395874
536280.01,2265361.01,321.692749023
536280.01,2265461.01,320.333770752
536280.01,2265561.01,324.648773193
536280.01,2265661.01,322.83203125
536280.01,2265761.01,320.956115723
536280.01,2265861.01,323.032287598
536280.01,2265961.01,323.450653076
536280.01,2266061.01,320.564453125
536280.01,2266161.01,328.933502197
536280.01,2266261.01,335.114349365
536280.01,2266361.01,341.521026611
536280.01,2266461.01,352.405883789
536280.01,2266561.01,358.987762451
536280.01,2266661.01,362.390808105
536280.01,2266761.01,367.795684814
536280.01,2266861.01,373.057647705
536280.01,2266961.01,377.075958252
536280.01,2267061.01,380.230926514
536280.01,2267161.01,389.962310791
536280.01,2267261.01,390.414703369
536280.01,2267361.01,396.800506592
536280.01,2267461.01,401.278289795
536280.01,2267561.01,403.572784424
536280.01,2267661.01,413.09185791
536280.01,2267761.01,421.704803467
536280.01,2267861.01,422.350585938
536280.01,2267961.01,424.693634033
536280.01,2268061.01,424.732940674
536280.01,2268161.01,426.224334717
536280.01,2268261.01,421.019805908
536280.01,2268361.01,423.179107666
536280.01,2268461.01,428.276062012
536280.01,2268561.01,430.459411621
536280.01,2268661.01,432.726776123
536280.01,2268761.01,432.009277344
536280.01,2268861.01,430.484008789
536280.01,2268961.01,432.175231934
536280.01,2269061.01,432.501922607
536280.01,2269161.01,413.316436768
536280.01,2269261.01,413.576171875
536280.01,2269361.01,413.979644775
536280.01,2269461.01,414.991027832
536280.01,2269561.01,419.449523926
536280.01,2269661.01,428.018432617
536280.01,2269761.01,429.390869141
536280.01,2269861.01,432.868743896
536280.01,2269961.01,434.010192871
536280.01,2270061.01,434.453948975
536280.01,2270161.01,430.919311523
536280.01,2270261.01,431.355865479
536280.01,2270361.01,433.204162598
536280.01,2270461.01,440.068450928
536280.01,2270561.01,425.518890381
536280.01,2270661.01,432.65725708
536280.01,2270761.01,439.333251953
536280.01,2270861.01,441.724334717
536280.01,2270961.01,446.926269531
536280.01,2271061.01,448.45123291
536280.01,2271161.01,449.159393311
536280.01,2271261.01,449.512359619
536280.01,2271361.01,448.770568848
536280.01,2271461.01,449.092956543
536280.01,2271561.01,449.198974609
536280.01,2271661.01,443.112640381
536280.01,2271761.01,437.546661377
536280.01,2271861.01,438.304931641
536280.01,2271961.01,442.081695557
536280.01,2272061.01,445.219787598
536280.01,2272161.01,447.366790771
536280.01,2272261.01,449.192565918
536280.01,2272361.01,451.307617188
536280.01,2272461.01,449.48248291
536280.01,2272561.01,450.185455322
536280.01,2272661.01,-9999
536380.01,2261161.01,-9999
536380.01,2261261.01,-9999
536380.01,2261361.01,-9999
536380.01,2261461.01,-9999
536380.01,2261561.01,401.053192139
536380.01,2261661.01,401.836120605
536380.01,2261761.01,401.729553223
536380.01,2261861.01,400.869934082
536380.01,2261961.01,397.119262695
536380.01,2262061.01,393.266235352
536380.01,2262161.01,392.224700928
536380.01,2262261.01,389.253143311
536380.01,2262361.01,385.891937256
536380.01,2262461.01,381.263946533
536380.01,2262561.01,381.774688721
536380.01,2262661.01,381.243591309
536380.01,2262761.01,379.323822021
536380.01,2262861.01,374.992218018
536380.01,2262961.01,372.724517822
536380.01,2263061.01,374.727172852
536380.01,2263161.01,373.486297607
536380.01,2263261.01,366.45513916
536380.01,2263361.01,364.978485107
536380.01,2263461.01,364.983612061
536380.01,2263561.01,363.828857422
536380.01,2263661.01,359.183074951
536380.01,2263761.01,359.752716064
536380.01,2263861.01,358.206298828
536380.01,2263961.01,356.545043945
536380.01,2264061.01,349.468688965
536380.01,2264161.01,355.943450928
536380.01,2264261.01,353.898803711
536380.01,2264361.01,352.964538574
536380.01,2264461.01,351.493774414
536380.01,2264561.01,333.029998779
536380.01,2264661.01,333.029998779
536380.01,2264761.01,331.717926025
536380.01,2264861.01,329.51675415
536380.01,2264961.01,329.202270508
536380.01,2265061.01,325.297790527
536380.01,2265161.01,324.2159729
536380.01,2265261.01,322.665008545
536380.01,2265361.01,321.95223999
536380.01,2265461.01,321.270568848
536380.01,2265561.01,324.532684326
536380.01,2265661.01,324.479827881
536380.01,2265761.01,321.552856445
536380.01,2265861.01,323.966186523
536380.01,2265961.01,325.082946777
536380.01,2266061.01,324.362182617
536380.01,2266161.01,332.726654053
536380.01,2266261.01,336.115661621
536380.01,2266361.01,342.039093018
536380.01,2266461.01,348.540618896
536380.01,2266561.01,351.30847168
536380.01,2266661.01,358.828674316
536380.01,2266761.01,367.408813477
536380.01,2266861.01,370.598419189
536380.01,2266961.01,378.554901123
536380.01,2267061.01,382.772186279
536380.01,2267161.01,394.323913574
536380.01,2267261.01,393.014221191
536380.01,2267361.01,392.083984375
536380.01,2267461.01,398.042694092
536380.01,2267561.01,402.65814209
536380.01,2267661.01,412.847991943
536380.01,2267761.01,422.002044678
536380.01,2267861.01,421.844909668
536380.01,2267961.01,424.219512939
536380.01,2268061.01,424.786621094
536380.01,2268161.01,426.278167725
536380.01,2268261.01,421.773132324
536380.01,2268361.01,418.574554443
536380.01,2268461.01,430.778198242
536380.01,2268561.01,432.369293213
536380.01,2268661.01,432.617584229
536380.01,2268761.01,432.617584229
536380.01,2268861.01,432.501922607
536380.01,2268961.01,432.501922607
536380.01,2269061.01,412.937957764
536380.01,2269161.01,412.937957764
536380.01,2269261.01,414.302703857
536380.01,2269361.01,414.368347168
536380.01,2269461.01,415.68258667
536380.01,2269561.01,420.447692871
536380.01,2269661.01,427.688079834
536380.01,2269761.01,430.538909912
536380.01,2269861.01,433.761535645
536380.01,2269961.01,435.230621338
536380.01,2270061.01,428.484069824
536380.01,2270161.01,430.409057617
536380.01,2270261.01,429.694396973
536380.01,2270361.01,431.233001709
536380.01,2270461.01,439.420043945
536380.01,2270561.01,423.638153076
536380.01,2270661.01,425.859039307
536380.01,2270761.01,433.96673584
536380.01,2270861.01,438.119537354
536380.01,2270961.01,444.443267822
536380.01,2271061.01,423.925201416
536380.01,2271161.01,423.201599121
536380.01,2271261.01,420.179168701
536380.01,2271361.01,424.289154053
536380.01,2271461.01,424.876373291
536380.01,2271561.01,428.016082764
536380.01,2271661.01,429.29989624
536380.01,2271761.01,441.738128662
536380.01,2271861.01,437.736297607
536380.01,2271961.01,438.961975098
536380.01,2272061.01,443.786651611
536380.01,2272161.01,448.710266113
536380.01,2272261.01,452.012878418
536380.01,2272361.01,449.733581543
536380.01,2272461.01,449.742279053
536380.01,2272561.01,451.558502197
536380.01,2272661.01,453.259307861
536380.01,2272761.01,-9999
536480.01,2261361.01,-9999
536480.01,2261461.01,-9999
536480.01,2261561.01,-9999
536480.01,2261661.01,403.5284729
536480.01,2261761.01,402.720001221
536480.01,2261861.01,400.088348389
536480.01,2261961.01,395.557525635
536480.01,2262061.01,392.24017334
536480.01,2262161.01,393.059265137
536480.01,2262261.01,388.62008667
536480.01,2262361.01,383.665466309
536480.01,2262461.01,382.758148193
536480.01,2262561.01,383.390533447
536480.01,2262661.01,382.48928833
536480.01,2262761.01,381.195831299
536480.01,2262861.01,378.708099365
536480.01,2262961.01,375.312683105
536480.01,2263061.01,374.513702393
536480.01,2263161.01,371.744445801
536480.01,2263261.01,366.059326172
536480.01,2263361.01,363.978668213
536480.01,2263461.01,362.803924561
536480.01,2263561.01,363.212341309
536480.01,2263661.01,362.653167725
536480.01,2263761.01,362.202026367
536480.01,2263861.01,361.409973145
536480.01,2263961.01,359.194976807
536480.01,2264061.01,357.650878906
536480.01,2264161.01,356.414398193
536480.01,2264261.01,355.14465332
536480.01,2264361.01,337.406188965
536480.01,2264461.01,334.192779541
536480.01,2264561.01,333.029998779
536480.01,2264661.01,334.067016602
536480.01,2264761.01,332.092407227
536480.01,2264861.01,327.855377197
536480.01,2264961.01,325.925994873
536480.01,2265061.01,323.611663818
536480.01,2265161.01,323.113006592
536480.01,2265261.01,322.441558838
536480.01,2265361.01,322.328857422
536480.01,2265461.01,320.662872314
536480.01,2265561.01,322.694854736
