"X","Y","H80_r3a (Depth)"
531380.01,2267261.01,1112.126342773
531380.01,2267361.01,1109.602905273
531380.01,2267461.01,1109.272094727
531380.01,2267561.01,1105.206298828
531380.01,2267661.01,1102.629882813
531380.01,2267761.01,1099.143310547
531380.01,2267861.01,1096.686889648
531380.01,2267961.01,1090.784912109
531380.01,2268061.01,-9999
531480.01,2262661.01,1108.098144531
531480.01,2262761.01,1110.999633789
531480.01,2262861.01,1116.026611328
531480.01,2262961.01,1116.579711914
531480.01,2263061.01,1114.070068359
531480.01,2263161.01,1112.457641602
531480.01,2263261.01,1111.717529297
531480.01,2263361.01,1110.248168945
531480.01,2263461.01,1108.767700195
531480.01,2263561.01,1107.523193359
531480.01,2263661.01,1106.60144043
531480.01,2263761.01,1107.155761719
531480.01,2263861.01,1105.950561523
531480.01,2263961.01,1106.436767578
531480.01,2264061.01,1107.931640625
531480.01,2264161.01,1105.973632813
531480.01,2264261.01,1105.357788086
531480.01,2264361.01,1104.796142578
531480.01,2264461.01,1103.778686523
531480.01,2264561.01,1101.461303711
531480.01,2264661.01,1100.852539063
531480.01,2264761.01,1100.714477539
531480.01,2264861.01,1099.020996094
531480.01,2264961.01,1096.506469727
531480.01,2265061.01,1090.702758789
531480.01,2265161.01,1088.916381836
531480.01,2265261.01,1089.166381836
531480.01,2265361.01,1092.262939453
531480.01,2265461.01,1095.153198242
531480.01,2265561.01,1097.890991211
531480.01,2265661.01,1102.265014648
531480.01,2265761.01,1110.047241211
531480.01,2265861.01,1113.186645508
531480.01,2265961.01,1119.276611328
531480.01,2266061.01,1086.745605469
531480.01,2266161.01,1084.098388672
531480.01,2266261.01,1091.339233398
531480.01,2266361.01,1097.414550781
531480.01,2266461.01,1105.329589844
531480.01,2266561.01,1107.114257813
531480.01,2266661.01,1110.52722168
531480.01,2266761.01,1115.272827148
531480.01,2266861.01,1115.106933594
531480.01,2266961.01,1115.028442383
531480.01,2267061.01,1114.634643555
531480.01,2267161.01,1114.852905273
531480.01,2267261.01,1112.576049805
531480.01,2267361.01,1109.907714844
531480.01,2267461.01,1108.028076172
531480.01,2267561.01,1105.859619141
531480.01,2267661.01,1103.642578125
531480.01,2267761.01,1103.791503906
531480.01,2267861.01,1099.989013672
531480.01,2267961.01,1092.470947266
531480.01,2268061.01,1088.729614258
531480.01,2268161.01,-9999
531580.01,2262661.01,1105.58190918
531580.01,2262761.01,1109.329833984
531580.01,2262861.01,1111.41015625
531580.01,2262961.01,1111.532836914
531580.01,2263061.01,1109.32043457
531580.01,2263161.01,1106.990356445
531580.01,2263261.01,1107.6640625
531580.01,2263361.01,1107.380859375
531580.01,2263461.01,1106.618774414
531580.01,2263561.01,1105.236938477
531580.01,2263661.01,1105.311035156
531580.01,2263761.01,1106.006225586
531580.01,2263861.01,1104.917358398
531580.01,2263961.01,1105.81640625
531580.01,2264061.01,1108.048583984
531580.01,2264161.01,1103.285522461
531580.01,2264261.01,1101.21862793
531580.01,2264361.01,1100.665893555
531580.01,2264461.01,1101.189208984
531580.01,2264561.01,1101.228271484
531580.01,2264661.01,1098.902099609
531580.01,2264761.01,1095.819824219
531580.01,2264861.01,1092.947387695
531580.01,2264961.01,1089.905395508
531580.01,2265061.01,1088.172851563
531580.01,2265161.01,1087.358642578
531580.01,2265261.01,1087.978271484
531580.01,2265361.01,1090.53527832
531580.01,2265461.01,1093.448730469
531580.01,2265561.01,1095.203491211
531580.01,2265661.01,1100.86340332
531580.01,2265761.01,1110.233520508
531580.01,2265861.01,1115.416748047
531580.01,2265961.01,1120.681396484
531580.01,2266061.01,1122.987426758
531580.01,2266161.01,1085.808349609
531580.01,2266261.01,1092.524169922
531580.01,2266361.01,1096.980957031
531580.01,2266461.01,1098.072875977
531580.01,2266561.01,1104.768554688
531580.01,2266661.01,1109.013671875
531580.01,2266761.01,1114.197265625
531580.01,2266861.01,1115.630493164
531580.01,2266961.01,1116.103881836
531580.01,2267061.01,1115.019897461
531580.01,2267161.01,1112.471801758
531580.01,2267261.01,1110.260864258
531580.01,2267361.01,1106.939697266
531580.01,2267461.01,1106.024414063
531580.01,2267561.01,1105.265991211
531580.01,2267661.01,1104.719116211
531580.01,2267761.01,1104.379394531
531580.01,2267861.01,1099.164428711
531580.01,2267961.01,1092.963500977
531580.01,2268061.01,1090.763549805
531580.01,2268161.01,1090.59387207
531580.01,2268261.01,-9999
531680.01,2262561.01,1102.090209961
531680.01,2262661.01,1102.406005859
531680.01,2262761.01,1103.616699219
531680.01,2262861.01,1107.062744141
531680.01,2262961.01,1106.989624023
531680.01,2263061.01,1106.474365234
531680.01,2263161.01,1104.95703125
531680.01,2263261.01,1103.557983398
531680.01,2263361.01,1102.876220703
531680.01,2263461.01,1103.706176758
531680.01,2263561.01,1104.664672852
531680.01,2263661.01,1105.09375
531680.01,2263761.01,1105.700805664
531680.01,2263861.01,1106.153076172
531680.01,2263961.01,1106.410400391
531680.01,2264061.01,1105.428710938
531680.01,2264161.01,1102.073974609
531680.01,2264261.01,1100.416381836
531680.01,2264361.01,1098.527709961
531680.01,2264461.01,1099.185791016
531680.01,2264561.01,1096.390014648
531680.01,2264661.01,1094.327270508
531680.01,2264761.01,1090.395263672
531680.01,2264861.01,1089.462768555
531680.01,2264961.01,1088.428955078
531680.01,2265061.01,1087.79296875
531680.01,2265161.01,1088.509277344
531680.01,2265261.01,1089.195800781
531680.01,2265361.01,1090.607055664
531680.01,2265461.01,1091.688354492
531680.01,2265561.01,1093.013183594
531680.01,2265661.01,1097.790283203
531680.01,2265761.01,1108.440307617
531680.01,2265861.01,1116.24609375
531680.01,2265961.01,1122.522338867
531680.01,2266061.01,1123.251708984
531680.01,2266161.01,1122.987426758
531680.01,2266261.01,1093.413574219
531680.01,2266361.01,1097.137207031
531680.01,2266461.01,1096.623779297
531680.01,2266561.01,1098.602416992
531680.01,2266661.01,1106.596557617
531680.01,2266761.01,1108.677001953
531680.01,2266861.01,1113.079467773
531680.01,2266961.01,1113.280761719
531680.01,2267061.01,1111.746337891
531680.01,2267161.01,1108.504394531
531680.01,2267261.01,1108.958129883
531680.01,2267361.01,1108.786499023
531680.01,2267461.01,1108.315063477
531680.01,2267561.01,1106.387329102
531680.01,2267661.01,1104.034301758
531680.01,2267761.01,1102.022705078
531680.01,2267861.01,1098.518310547
531680.01,2267961.01,1094.927734375
531680.01,2268061.01,1093.527954102
531680.01,2268161.01,1091.484130859
531680.01,2268261.01,-9999
531780.01,2262461.01,1104.400878906
531780.01,2262561.01,1102.467407227
531780.01,2262661.01,1101.828979492
531780.01,2262761.01,1102.045410156
531780.01,2262861.01,1103.596557617
531780.01,2262961.01,1105.958618164
531780.01,2263061.01,1106.501953125
531780.01,2263161.01,1106.425292969
531780.01,2263261.01,1105.519165039
531780.01,2263361.01,1104.104980469
531780.01,2263461.01,1103.463500977
531780.01,2263561.01,1104.228271484
531780.01,2263661.01,1104.687988281
531780.01,2263761.01,1105.499755859
531780.01,2263861.01,1106.647338867
531780.01,2263961.01,1103.866088867
531780.01,2264061.01,1101.354492188
531780.01,2264161.01,1099.683105469
531780.01,2264261.01,1098.324951172
531780.01,2264361.01,1096.557250977
531780.01,2264461.01,1094.851806641
531780.01,2264561.01,1093.893432617
531780.01,2264661.01,1092.93347168
531780.01,2264761.01,1090.085693359
531780.01,2264861.01,1088.938598633
531780.01,2264961.01,1089.330444336
531780.01,2265061.01,1089.903320313
531780.01,2265161.01,1089.169189453
531780.01,2265261.01,1089.325073242
531780.01,2265361.01,1088.686279297
531780.01,2265461.01,1088.515991211
531780.01,2265561.01,1089.841674805
531780.01,2265661.01,1096.269897461
531780.01,2265761.01,1107.231811523
531780.01,2265861.01,1113.742797852
531780.01,2265961.01,1121.50793457
531780.01,2266061.01,1123.406616211
531780.01,2266161.01,1123.030273438
531780.01,2266261.01,1094.340576172
531780.01,2266361.01,1096.39440918
531780.01,2266461.01,1095.108520508
531780.01,2266561.01,1093.272949219
531780.01,2266661.01,1100.165649414
531780.01,2266761.01,1102.393310547
531780.01,2266861.01,1107.330200195
531780.01,2266961.01,1109.626831055
531780.01,2267061.01,1108.297607422
531780.01,2267161.01,1108.000854492
531780.01,2267261.01,1109.053100586
531780.01,2267361.01,1110.152099609
531780.01,2267461.01,1109.401489258
531780.01,2267561.01,1108.470947266
531780.01,2267661.01,1105.791748047
531780.01,2267761.01,1104.651000977
531780.01,2267861.01,1102.377929688
531780.01,2267961.01,1098.931030273
531780.01,2268061.01,1097.451660156
531780.01,2268161.01,1094.888671875
531780.01,2268261.01,-9999
531780.01,2268361.01,-9999
531880.01,2262361.01,1104.419921875
531880.01,2262461.01,1103.020385742
531880.01,2262561.01,1101.948120117
531880.01,2262661.01,1101.789672852
531880.01,2262761.01,1101.684692383
531880.01,2262861.01,1101.721313477
531880.01,2262961.01,1102.344726563
531880.01,2263061.01,1103.481567383
531880.01,2263161.01,1106.114990234
531880.01,2263261.01,1105.563476563
531880.01,2263361.01,1105.62878418
531880.01,2263461.01,1104.698364258
531880.01,2263561.01,1105.146972656
531880.01,2263661.01,1106.356201172
531880.01,2263761.01,1106.018798828
531880.01,2263861.01,1106.791259766
531880.01,2263961.01,1104.610229492
531880.01,2264061.01,1099.538574219
531880.01,2264161.01,1099.245849609
531880.01,2264261.01,1096.926757813
531880.01,2264361.01,1094.163574219
531880.01,2264461.01,1093.123413086
531880.01,2264561.01,1098.114746094
531880.01,2264661.01,1091.272094727
531880.01,2264761.01,1089.041381836
531880.01,2264861.01,1088.053710938
531880.01,2264961.01,1089.575805664
531880.01,2265061.01,1089.216064453
531880.01,2265161.01,1089.033935547
531880.01,2265261.01,1088.410644531
531880.01,2265361.01,1085.967773438
531880.01,2265461.01,1085.13671875
531880.01,2265561.01,1086.036621094
531880.01,2265661.01,1093.438842773
531880.01,2265761.01,1099.815063477
531880.01,2265861.01,1111.682006836
531880.01,2265961.01,1120.438232422
531880.01,2266061.01,1124.839111328
531880.01,2266161.01,1123.82019043
531880.01,2266261.01,1122.987426758
531880.01,2266361.01,1098.039550781
531880.01,2266461.01,1096.245483398
531880.01,2266561.01,1093.366699219
531880.01,2266661.01,1094.042114258
531880.01,2266761.01,1097.304321289
531880.01,2266861.01,1103.364990234
531880.01,2266961.01,1108.04309082
531880.01,2267061.01,1109.315795898
531880.01,2267161.01,1110.06262207
531880.01,2267261.01,1110.572998047
531880.01,2267361.01,1110.70324707
531880.01,2267461.01,1110.130004883
531880.01,2267561.01,1109.553955078
531880.01,2267661.01,1108.697998047
531880.01,2267761.01,1105.996826172
531880.01,2267861.01,1102.847900391
531880.01,2267961.01,1100.870605469
531880.01,2268061.01,1097.555053711
531880.01,2268161.01,1095.064453125
531880.01,2268261.01,1094.287231445
531880.01,2268361.01,-9999
531980.01,2262361.01,1142.561889648
531980.01,2262461.01,1106.791381836
531980.01,2262561.01,1124.620361328
531980.01,2262661.01,1101.726074219
531980.01,2262761.01,1101.726074219
531980.01,2262861.01,1101.726074219
531980.01,2262961.01,1101.726074219
531980.01,2263061.01,1103.359863281
531980.01,2263161.01,1104.797851563
531980.01,2263261.01,1104.871459961
531980.01,2263361.01,1104.871459961
531980.01,2263461.01,1104.871459961
531980.01,2263561.01,1104.871459961
531980.01,2263661.01,1103.366943359
531980.01,2263761.01,1102.510986328
531980.01,2263861.01,1101.406494141
531980.01,2263961.01,1107.568603516
531980.01,2264061.01,1097.943603516
531980.01,2264161.01,1097.07421875
531980.01,2264261.01,1095.453369141
531980.01,2264361.01,1093.184326172
531980.01,2264461.01,1089.585571289
531980.01,2264561.01,1089.215576172
531980.01,2264661.01,1089.215576172
531980.01,2264761.01,1089.215576172
531980.01,2264861.01,1089.412719727
531980.01,2264961.01,1089.829589844
531980.01,2265061.01,1087.208496094
531980.01,2265161.01,1086.575073242
531980.01,2265261.01,1085.088867188
531980.01,2265361.01,1083.450683594
531980.01,2265461.01,1082.282714844
531980.01,2265561.01,1082.865234375
531980.01,2265661.01,1089.484741211
531980.01,2265761.01,1094.194458008
531980.01,2265861.01,1107.479736328
531980.01,2265961.01,1117.992553711
531980.01,2266061.01,1121.591552734
531980.01,2266161.01,1123.961547852
531980.01,2266261.01,1122.798339844
531980.01,2266361.01,1095.502929688
531980.01,2266461.01,1097.258178711
531980.01,2266561.01,1094.521728516
531980.01,2266661.01,1092.44140625
531980.01,2266761.01,1094.716918945
531980.01,2266861.01,1101.359619141
531980.01,2266961.01,1107.105957031
531980.01,2267061.01,1110.366210938
531980.01,2267161.01,1111.887084961
531980.01,2267261.01,1113.140258789
531980.01,2267361.01,1111.951904297
531980.01,2267461.01,1109.734741211
531980.01,2267561.01,1108.823608398
531980.01,2267661.01,1107.353881836
531980.01,2267761.01,1103.591308594
531980.01,2267861.01,1103.507446289
531980.01,2267961.01,1102.497924805
531980.01,2268061.01,1099.916992188
531980.01,2268161.01,1097.232421875
531980.01,2268261.01,1095.983886719
531980.01,2268361.01,-9999
531980.01,2268461.01,-9999
532080.01,2262261.01,1140.97265625
532080.01,2262361.01,1144.119750977
532080.01,2262461.01,1143.676635742
532080.01,2262561.01,1143.676635742
532080.01,2262661.01,1143.562866211
532080.01,2262761.01,1143.114135742
532080.01,2262861.01,1142.153442383
532080.01,2262961.01,1141.520019531
532080.01,2263061.01,1140.345947266
532080.01,2263161.01,1138.883911133
532080.01,2263261.01,1138.080566406
532080.01,2263361.01,1127.467407227
532080.01,2263461.01,1104.871459961
532080.01,2263561.01,1104.871459961
532080.01,2263661.01,1102.715576172
532080.01,2263761.01,1100.978027344
532080.01,2263861.01,1099.875976563
532080.01,2263961.01,1098.532592773
532080.01,2264061.01,1096.932861328
532080.01,2264161.01,1095.953979492
532080.01,2264261.01,1094.89453125
532080.01,2264361.01,1092.810424805
532080.01,2264461.01,1090.780273438
532080.01,2264561.01,1089.215576172
532080.01,2264661.01,1089.215576172
532080.01,2264761.01,1089.215576172
532080.01,2264861.01,1089.236816406
532080.01,2264961.01,1088.26159668
532080.01,2265061.01,1086.741455078
532080.01,2265161.01,1085.599609375
532080.01,2265261.01,1083.405517578
532080.01,2265361.01,1080.305541992
532080.01,2265461.01,1079.504760742
532080.01,2265561.01,1080.300048828
532080.01,2265661.01,1085.349975586
532080.01,2265761.01,1088.926513672
532080.01,2265861.01,1101.966186523
532080.01,2265961.01,1113.348754883
532080.01,2266061.01,1116.926147461
532080.01,2266161.01,1120.331665039
532080.01,2266261.01,1121.239501953
532080.01,2266361.01,1110.201416016
532080.01,2266461.01,1094.608520508
532080.01,2266561.01,1093.418823242
532080.01,2266661.01,1090.970336914
532080.01,2266761.01,1091.304199219
532080.01,2266861.01,1098.063476563
532080.01,2266961.01,1101.544067383
532080.01,2267061.01,1109.793945313
532080.01,2267161.01,1112.524169922
532080.01,2267261.01,1113.792114258
532080.01,2267361.01,1113.018432617
532080.01,2267461.01,1109.251831055
532080.01,2267561.01,1106.912963867
532080.01,2267661.01,1106.07043457
532080.01,2267761.01,1105.207275391
532080.01,2267861.01,1104.546386719
532080.01,2267961.01,1104.038452148
532080.01,2268061.01,1102.944824219
532080.01,2268161.01,1101.350341797
532080.01,2268261.01,1099.930053711
532080.01,2268361.01,1097.293945313
532080.01,2268461.01,-9999
532180.01,2262161.01,1144.280395508
532180.01,2262261.01,1146.682250977
532180.01,2262361.01,1146.854614258
532180.01,2262461.01,1144.52355957
532180.01,2262561.01,1142.802612305
532180.01,2262661.01,1143.008911133
532180.01,2262761.01,1141.930297852
532180.01,2262861.01,1140.990844727
532180.01,2262961.01,1139.771972656
532180.01,2263061.01,1139.666870117
532180.01,2263161.01,1138.846313477
532180.01,2263261.01,1137.921264648
532180.01,2263361.01,1136.638916016
532180.01,2263461.01,1135.618164063
532180.01,2263561.01,1134.188964844
532180.01,2263661.01,1132.140136719
532180.01,2263761.01,1128.022827148
532180.01,2263861.01,1118.744995117
532180.01,2263961.01,1117.005615234
532180.01,2264061.01,1108.271118164
532180.01,2264161.01,1108.271118164
532180.01,2264261.01,1107.216308594
532180.01,2264361.01,1106.110351563
532180.01,2264461.01,1105.696655273
532180.01,2264561.01,1089.215576172
532180.01,2264661.01,1089.215576172
532180.01,2264761.01,1090.290039063
532180.01,2264861.01,1090.076538086
532180.01,2264961.01,1087.633789063
532180.01,2265061.01,1085.521484375
532180.01,2265161.01,1082.951049805
532180.01,2265261.01,1082.16015625
532180.01,2265361.01,1079.631958008
532180.01,2265461.01,1079.818603516
532180.01,2265561.01,1081.251708984
532180.01,2265661.01,1083.8203125
532180.01,2265761.01,1086.367919922
532180.01,2265861.01,1095.470703125
532180.01,2265961.01,1105.844360352
532180.01,2266061.01,1108.077880859
532180.01,2266161.01,1113.003417969
532180.01,2266261.01,1116.545532227
532180.01,2266361.01,1113.108886719
532180.01,2266461.01,1093.834350586
532180.01,2266561.01,1092.672851563
532180.01,2266661.01,1092.780273438
532180.01,2266761.01,1089.698364258
532180.01,2266861.01,1091.362426758
532180.01,2266961.01,1094.335571289
532180.01,2267061.01,1106.692138672
532180.01,2267161.01,1110.002929688
532180.01,2267261.01,1111.907714844
532180.01,2267361.01,1110.970947266
532180.01,2267461.01,1107.753295898
532180.01,2267561.01,1106.452148438
532180.01,2267661.01,1106.347045898
532180.01,2267761.01,1106.375244141
