"X","Y","H80_r3a (Depth)"
535180.01,2262761.01,1097.56262207
535180.01,2262861.01,1093.773193359
535180.01,2262961.01,1088.491577148
535180.01,2263061.01,1086.447631836
535180.01,2263161.01,1088.357910156
535180.01,2263261.01,1093.333129883
535180.01,2263361.01,1093.333129883
535180.01,2263461.01,1093.333129883
535180.01,2263561.01,1093.333129883
535180.01,2263661.01,1078.85168457
535180.01,2263761.01,1077.060424805
535180.01,2263861.01,1085.477539063
535180.01,2263961.01,1078.85559082
535180.01,2264061.01,1078.33190918
535180.01,2264161.01,1074.56262207
535180.01,2264261.01,1070.362182617
535180.01,2264361.01,1066.46484375
535180.01,2264461.01,1062.49621582
535180.01,2264561.01,1057.836547852
535180.01,2264661.01,1054.170532227
535180.01,2264761.01,1047.444702148
535180.01,2264861.01,1043.473876953
535180.01,2264961.01,1042.662719727
535180.01,2265061.01,1039.309082031
535180.01,2265161.01,1037.2265625
535180.01,2265261.01,1036.793334961
535180.01,2265361.01,1032.783935547
535180.01,2265461.01,1029.557739258
535180.01,2265561.01,1027.800170898
535180.01,2265661.01,1028.439208984
535180.01,2265761.01,1029.667724609
535180.01,2265861.01,1031.44140625
535180.01,2265961.01,1034.366577148
535180.01,2266061.01,1037.939697266
535180.01,2266161.01,1038.783691406
535180.01,2266261.01,1039.454956055
535180.01,2266361.01,1045.340576172
535180.01,2266461.01,1051.297851563
535180.01,2266561.01,1058.380371094
535180.01,2266661.01,1069.861206055
535180.01,2266761.01,1081.933105469
535180.01,2266861.01,1088.583984375
535180.01,2266961.01,1098.994750977
535180.01,2267061.01,1105.922607422
535180.01,2267161.01,1106.5625
535180.01,2267261.01,1098.626708984
535180.01,2267361.01,1108.629760742
535180.01,2267461.01,1095.047485352
535180.01,2267561.01,1097.107666016
535180.01,2267661.01,1099.812744141
535180.01,2267761.01,1103.849731445
535180.01,2267861.01,1106.407714844
535180.01,2267961.01,1110.717773438
535180.01,2268061.01,1116.061645508
535180.01,2268161.01,1118.983032227
535180.01,2268261.01,1122.304443359
535180.01,2268361.01,1126.63659668
535180.01,2268461.01,1130.061157227
535180.01,2268561.01,1129.71875
535180.01,2268661.01,1128.006958008
535180.01,2268761.01,1126.529296875
535180.01,2268861.01,1124.924682617
535180.01,2268961.01,1125.718261719
535180.01,2269061.01,1125.05090332
535180.01,2269161.01,1122.834472656
535180.01,2269261.01,1120.930786133
535180.01,2269361.01,1119.953735352
535180.01,2269461.01,1119.284301758
535180.01,2269561.01,1117.294799805
535180.01,2269661.01,1117.764892578
535180.01,2269761.01,1116.369628906
535180.01,2269861.01,1116.079711914
535180.01,2269961.01,1117.78515625
535180.01,2270061.01,1104.387817383
535180.01,2270161.01,1104.048461914
535180.01,2270261.01,1134.24230957
535180.01,2270361.01,1135.262451172
535180.01,2270461.01,1135.262451172
535180.01,2270561.01,1132.360839844
535180.01,2270661.01,1135.262451172
535180.01,2270761.01,1104.196044922
535180.01,2270861.01,1104.196044922
535180.01,2270961.01,1103.225463867
535180.01,2271061.01,1098.290649414
535180.01,2271161.01,1097.85144043
535180.01,2271261.01,1097.85144043
535180.01,2271361.01,1097.85144043
535180.01,2271461.01,1096.23449707
535180.01,2271561.01,1099.098754883
535180.01,2271661.01,1105.955444336
535180.01,2271761.01,-9999
535280.01,2260861.01,-9999
535280.01,2260961.01,1132.490722656
535280.01,2261061.01,1130.716186523
535280.01,2261161.01,1127.449584961
535280.01,2261261.01,1125.633422852
535280.01,2261361.01,1127.543212891
535280.01,2261461.01,1128.503540039
535280.01,2261561.01,1125.257446289
535280.01,2261661.01,1122.731445313
535280.01,2261761.01,1121.05480957
535280.01,2261861.01,1117.409790039
535280.01,2261961.01,1116.186767578
535280.01,2262061.01,1116.996826172
535280.01,2262161.01,1114.090698242
535280.01,2262261.01,1110.243774414
535280.01,2262361.01,1107.397338867
535280.01,2262461.01,1106.502441406
535280.01,2262561.01,1104.322387695
535280.01,2262661.01,1102.068725586
535280.01,2262761.01,1100.229248047
535280.01,2262861.01,1095.293212891
535280.01,2262961.01,1091.570800781
535280.01,2263061.01,1091.325195313
535280.01,2263161.01,1090.477294922
535280.01,2263261.01,1092.078491211
535280.01,2263361.01,1093.333129883
535280.01,2263461.01,1083.534057617
535280.01,2263561.01,1080.906005859
535280.01,2263661.01,1079.661254883
535280.01,2263761.01,1081.375732422
535280.01,2263861.01,1080.459106445
535280.01,2263961.01,1080.507568359
535280.01,2264061.01,1077.969482422
535280.01,2264161.01,1074.769775391
535280.01,2264261.01,1069.608764648
535280.01,2264361.01,1068.103149414
535280.01,2264461.01,1063.295776367
535280.01,2264561.01,1058.473266602
535280.01,2264661.01,1056.989624023
535280.01,2264761.01,1051.440307617
535280.01,2264861.01,1046.172119141
535280.01,2264961.01,1044.55078125
535280.01,2265061.01,1039.771850586
535280.01,2265161.01,1036.551757813
535280.01,2265261.01,1034.807739258
535280.01,2265361.01,1033.722290039
535280.01,2265461.01,1032.429443359
535280.01,2265561.01,1032.918945313
535280.01,2265661.01,1032.743896484
535280.01,2265761.01,1032.441650391
535280.01,2265861.01,1031.958862305
535280.01,2265961.01,1032.86328125
535280.01,2266061.01,1037.121948242
535280.01,2266161.01,1038.556640625
535280.01,2266261.01,1038.144042969
535280.01,2266361.01,1043.673583984
535280.01,2266461.01,1050.392822266
535280.01,2266561.01,1056.523925781
535280.01,2266661.01,1069.43762207
535280.01,2266761.01,1080.660766602
535280.01,2266861.01,1085.327270508
535280.01,2266961.01,1095.080322266
535280.01,2267061.01,1102.340820313
535280.01,2267161.01,1102.608520508
535280.01,2267261.01,1100.338989258
535280.01,2267361.01,1108.629760742
535280.01,2267461.01,1096.154541016
535280.01,2267561.01,1097.17590332
535280.01,2267661.01,1100.238525391
535280.01,2267761.01,1104.263671875
535280.01,2267861.01,1107.007080078
535280.01,2267961.01,1112.328491211
535280.01,2268061.01,1117.396972656
535280.01,2268161.01,1121.001464844
535280.01,2268261.01,1124.016235352
535280.01,2268361.01,1128.127563477
535280.01,2268461.01,1129.337646484
535280.01,2268561.01,1129.87878418
535280.01,2268661.01,1127.720825195
535280.01,2268761.01,1125.07824707
535280.01,2268861.01,1123.391357422
535280.01,2268961.01,1123.609375
535280.01,2269061.01,1122.977050781
535280.01,2269161.01,1121.787109375
535280.01,2269261.01,1121.533447266
535280.01,2269361.01,1120.882446289
535280.01,2269461.01,1119.995605469
535280.01,2269561.01,1119.257202148
535280.01,2269661.01,1117.946655273
535280.01,2269761.01,1116.1640625
535280.01,2269861.01,1112.812011719
535280.01,2269961.01,1111.753173828
535280.01,2270061.01,1110.189331055
535280.01,2270161.01,1129.520874023
535280.01,2270261.01,1132.703369141
535280.01,2270361.01,1134.111328125
535280.01,2270461.01,1135.289794922
535280.01,2270561.01,1135.289794922
535280.01,2270661.01,1135.289794922
535280.01,2270761.01,1135.262451172
535280.01,2270861.01,1135.262451172
535280.01,2270961.01,1134.428588867
535280.01,2271061.01,1129.324584961
535280.01,2271161.01,1125.37890625
535280.01,2271261.01,1123.00793457
535280.01,2271361.01,1122.647338867
535280.01,2271461.01,1097.85144043
535280.01,2271561.01,1116.653564453
535280.01,2271661.01,1119.698974609
535280.01,2271761.01,1123.392211914
535280.01,2271861.01,-9999
535380.01,2260861.01,-9999
535380.01,2260961.01,1130.887451172
535380.01,2261061.01,1129.107299805
535380.01,2261161.01,1126.036254883
535380.01,2261261.01,1133.807250977
535380.01,2261361.01,1132.494018555
535380.01,2261461.01,1127.868041992
535380.01,2261561.01,1125.436401367
535380.01,2261661.01,1123.868530273
535380.01,2261761.01,1123.290039063
535380.01,2261861.01,1121.570922852
535380.01,2261961.01,1122.330444336
535380.01,2262061.01,1121.949462891
535380.01,2262161.01,1118.086791992
535380.01,2262261.01,1113.634765625
535380.01,2262361.01,1111.763671875
535380.01,2262461.01,1110.053833008
535380.01,2262561.01,1108.096801758
535380.01,2262661.01,1106.642211914
535380.01,2262761.01,1101.995361328
535380.01,2262861.01,1098.395751953
535380.01,2262961.01,1097.720458984
535380.01,2263061.01,1096.625854492
535380.01,2263161.01,1092.905761719
535380.01,2263261.01,1092.269287109
535380.01,2263361.01,1092.714355469
535380.01,2263461.01,1092.237182617
535380.01,2263561.01,1090.590942383
535380.01,2263661.01,1084.443847656
535380.01,2263761.01,1084.352416992
535380.01,2263861.01,1082.032104492
535380.01,2263961.01,1082.010375977
535380.01,2264061.01,1079.927001953
535380.01,2264161.01,1078.466186523
535380.01,2264261.01,1077.912841797
535380.01,2264361.01,1074.755859375
535380.01,2264461.01,1069.301147461
535380.01,2264561.01,1068.002441406
535380.01,2264661.01,1064.15222168
535380.01,2264761.01,1059.502319336
535380.01,2264861.01,1052.407836914
535380.01,2264961.01,1039.800537109
535380.01,2265061.01,1039.044555664
535380.01,2265161.01,1035.981445313
535380.01,2265261.01,1035.203125
535380.01,2265361.01,1034.411743164
535380.01,2265461.01,1031.921020508
535380.01,2265561.01,1032.452880859
535380.01,2265661.01,1032.496948242
535380.01,2265761.01,1032.858154297
535380.01,2265861.01,1031.045654297
535380.01,2265961.01,1032.306152344
535380.01,2266061.01,1036.682128906
535380.01,2266161.01,1036.342773438
535380.01,2266261.01,1037.178344727
535380.01,2266361.01,1043.779174805
535380.01,2266461.01,1049.48815918
535380.01,2266561.01,1053.726806641
535380.01,2266661.01,1063.706787109
535380.01,2266761.01,1073.490356445
535380.01,2266861.01,1078.456176758
535380.01,2266961.01,1088.860961914
535380.01,2267061.01,1096.97668457
535380.01,2267161.01,1099.931274414
535380.01,2267261.01,1098.404663086
535380.01,2267361.01,1098.189941406
535380.01,2267461.01,1101.301635742
535380.01,2267561.01,1097.288818359
535380.01,2267661.01,1099.201660156
535380.01,2267761.01,1100.826293945
535380.01,2267861.01,1106.283691406
535380.01,2267961.01,1111.484130859
535380.01,2268061.01,1116.635009766
535380.01,2268161.01,1122.102172852
535380.01,2268261.01,1125.054077148
535380.01,2268361.01,1126.775390625
535380.01,2268461.01,1126.2109375
535380.01,2268561.01,1125.372802734
535380.01,2268661.01,1123.243164063
535380.01,2268761.01,1122.140380859
535380.01,2268861.01,1121.810424805
535380.01,2268961.01,1121.82043457
535380.01,2269061.01,1121.941894531
535380.01,2269161.01,1120.978881836
535380.01,2269261.01,1121.081420898
535380.01,2269361.01,1120.201293945
535380.01,2269461.01,1120.316650391
535380.01,2269561.01,1120.497436523
535380.01,2269661.01,1118.774291992
535380.01,2269761.01,1114.634399414
535380.01,2269861.01,1113.562988281
535380.01,2269961.01,1114.939575195
535380.01,2270061.01,1112.747680664
535380.01,2270161.01,1109.989013672
535380.01,2270261.01,1125.989746094
535380.01,2270361.01,1126.80480957
535380.01,2270461.01,1133.512939453
535380.01,2270561.01,1135.581665039
535380.01,2270661.01,1135.737670898
535380.01,2270761.01,1133.817871094
535380.01,2270861.01,1132.401367188
535380.01,2270961.01,1129.17956543
535380.01,2271061.01,1127.823974609
535380.01,2271161.01,1124.837524414
535380.01,2271261.01,1123.238769531
535380.01,2271361.01,1122.51940918
535380.01,2271461.01,1121.195068359
535380.01,2271561.01,1122.961547852
535380.01,2271661.01,1124.317749023
535380.01,2271761.01,1125.769165039
535380.01,2271861.01,1127.747802734
535380.01,2271961.01,-9999
535480.01,2260861.01,-9999
535480.01,2260961.01,-9999
535480.01,2261061.01,1133.807250977
535480.01,2261161.01,1134.672729492
535480.01,2261261.01,1125.22277832
535480.01,2261361.01,1125.508911133
535480.01,2261461.01,1126.291259766
535480.01,2261561.01,1126.411865234
535480.01,2261661.01,1125.765625
535480.01,2261761.01,1125.862060547
535480.01,2261861.01,1125.465942383
535480.01,2261961.01,1125.349853516
535480.01,2262061.01,1124.055541992
535480.01,2262161.01,1120.717041016
535480.01,2262261.01,1116.752929688
535480.01,2262361.01,1116.565063477
535480.01,2262461.01,1114.774169922
535480.01,2262561.01,1111.023925781
535480.01,2262661.01,1108.282958984
535480.01,2262761.01,1103.474975586
535480.01,2262861.01,1101.896972656
535480.01,2262961.01,1102.435668945
535480.01,2263061.01,1099.342529297
535480.01,2263161.01,1094.989868164
535480.01,2263261.01,1092.645996094
535480.01,2263361.01,1093.915527344
535480.01,2263461.01,1092.26574707
535480.01,2263561.01,1088.337646484
535480.01,2263661.01,1087.654663086
535480.01,2263761.01,1085.712402344
535480.01,2263861.01,1083.290283203
535480.01,2263961.01,1081.689453125
535480.01,2264061.01,1080.7109375
535480.01,2264161.01,1078.216918945
535480.01,2264261.01,1077.198242188
535480.01,2264361.01,1074.965087891
535480.01,2264461.01,1073.166748047
535480.01,2264561.01,1054.91027832
535480.01,2264661.01,1049.316162109
535480.01,2264761.01,1046.263427734
535480.01,2264861.01,1045.676879883
535480.01,2264961.01,1041.693969727
535480.01,2265061.01,1046.516113281
535480.01,2265161.01,1036.919677734
535480.01,2265261.01,1041.498535156
535480.01,2265361.01,1034.22668457
535480.01,2265461.01,1033.693115234
535480.01,2265561.01,1034.179931641
535480.01,2265661.01,1031.688476563
535480.01,2265761.01,1031.496948242
535480.01,2265861.01,1030.367431641
535480.01,2265961.01,1034.21105957
535480.01,2266061.01,1037.717651367
535480.01,2266161.01,1037.262695313
535480.01,2266261.01,1040.416503906
535480.01,2266361.01,1047.134155273
535480.01,2266461.01,1049.96496582
535480.01,2266561.01,1052.75390625
535480.01,2266661.01,1058.951660156
535480.01,2266761.01,1064.081420898
535480.01,2266861.01,1074.338867188
535480.01,2266961.01,1083.194824219
535480.01,2267061.01,1091.724853516
535480.01,2267161.01,1093.480834961
535480.01,2267261.01,1097.018920898
535480.01,2267361.01,1098.189941406
535480.01,2267461.01,1098.189941406
535480.01,2267561.01,1098.189941406
535480.01,2267661.01,1098.805541992
535480.01,2267761.01,1100.359985352
535480.01,2267861.01,1105.90222168
535480.01,2267961.01,1111.477539063
535480.01,2268061.01,1115.301147461
535480.01,2268161.01,1120.721069336
535480.01,2268261.01,1124.094360352
535480.01,2268361.01,1124.023925781
535480.01,2268461.01,1122.896850586
535480.01,2268561.01,1121.455444336
535480.01,2268661.01,1120.430908203
535480.01,2268761.01,1120.010375977
535480.01,2268861.01,1119.44543457
535480.01,2268961.01,1119.38269043
535480.01,2269061.01,1119.008056641
535480.01,2269161.01,1117.152832031
535480.01,2269261.01,1119.845458984
535480.01,2269361.01,1120.018188477
535480.01,2269461.01,1120.310302734
535480.01,2269561.01,1119.517822266
535480.01,2269661.01,1118.209716797
535480.01,2269761.01,1114.908691406
535480.01,2269861.01,1114.006103516
535480.01,2269961.01,1114.305175781
535480.01,2270061.01,1115.569702148
535480.01,2270161.01,1116.594116211
535480.01,2270261.01,1118.513183594
535480.01,2270361.01,1124.886474609
535480.01,2270461.01,1132.451293945
535480.01,2270561.01,1134.72253418
535480.01,2270661.01,1132.457641602
535480.01,2270761.01,1129.974731445
535480.01,2270861.01,1129.027832031
535480.01,2270961.01,1126.478637695
535480.01,2271061.01,1125.211791992
535480.01,2271161.01,1121.69152832
535480.01,2271261.01,1115.20703125
535480.01,2271361.01,1116.507324219
535480.01,2271461.01,1121.926635742
535480.01,2271561.01,1124.80871582
535480.01,2271661.01,1126.671264648
535480.01,2271761.01,1126.549438477
535480.01,2271861.01,1128.736328125
535480.01,2271961.01,-9999
535480.01,2272061.01,-9999
535580.01,2260861.01,-9999
535580.01,2260961.01,-9999
535580.01,2261061.01,-9999
535580.01,2261161.01,1134.672729492
535580.01,2261261.01,1134.672729492
535580.01,2261361.01,1134.204711914
535580.01,2261461.01,1128.187866211
535580.01,2261561.01,1129.708374023
535580.01,2261661.01,1131.491210938
535580.01,2261761.01,1130.579711914
535580.01,2261861.01,1128.030273438
535580.01,2261961.01,1126.401611328
535580.01,2262061.01,1125.395996094
535580.01,2262161.01,1123.862060547
535580.01,2262261.01,1120.836791992
535580.01,2262361.01,1120.967651367
535580.01,2262461.01,1116.543334961
535580.01,2262561.01,1111.572265625
535580.01,2262661.01,1107.261230469
535580.01,2262761.01,1103.875854492
535580.01,2262861.01,1103.443359375
535580.01,2262961.01,1100.897094727
535580.01,2263061.01,1097.955200195
535580.01,2263161.01,1095.70715332
535580.01,2263261.01,1096.869018555
535580.01,2263361.01,1096.255126953
535580.01,2263461.01,1093.764526367
535580.01,2263561.01,1092.371582031
535580.01,2263661.01,1090.692626953
535580.01,2263761.01,1087.803100586
535580.01,2263861.01,1083.965332031
535580.01,2263961.01,1082.267700195
535580.01,2264061.01,1080.298461914
535580.01,2264161.01,1077.611938477
535580.01,2264261.01,1075.909912109
535580.01,2264361.01,1073.50390625
535580.01,2264461.01,1070.362426758
535580.01,2264561.01,1064.875488281
535580.01,2264661.01,1058.330322266
535580.01,2264761.01,1049.495483398
535580.01,2264861.01,1049.377929688
535580.01,2264961.01,1046.888793945
535580.01,2265061.01,1043.229736328
535580.01,2265161.01,1041.219116211
535580.01,2265261.01,1037.673706055
535580.01,2265361.01,1034.287841797
535580.01,2265461.01,1035.178833008
535580.01,2265561.01,1033.956665039
535580.01,2265661.01,1031.651123047
535580.01,2265761.01,1030.396118164
535580.01,2265861.01,1029.772949219
535580.01,2265961.01,1033.48425293
535580.01,2266061.01,1037.913208008
535580.01,2266161.01,1037.457763672
535580.01,2266261.01,1042.649902344
535580.01,2266361.01,1047.008544922
535580.01,2266461.01,1048.717895508
535580.01,2266561.01,1051.623657227
535580.01,2266661.01,1058.055419922
535580.01,2266761.01,1063.530517578
535580.01,2266861.01,1072.013793945
535580.01,2266961.01,1080.37878418
535580.01,2267061.01,1083.458618164
535580.01,2267161.01,1089.604980469
535580.01,2267261.01,1096.438964844
535580.01,2267361.01,1097.721679688
535580.01,2267461.01,1098.189941406
535580.01,2267561.01,1102.79284668
535580.01,2267661.01,1099.201660156
535580.01,2267761.01,1101.225097656
535580.01,2267861.01,1107.859863281
535580.01,2267961.01,1113.112182617
535580.01,2268061.01,1116.468261719
535580.01,2268161.01,1120.575195313
535580.01,2268261.01,1121.806152344
535580.01,2268361.01,1122.101928711
535580.01,2268461.01,1122.616821289
535580.01,2268561.01,1121.975585938
535580.01,2268661.01,1121.763427734
535580.01,2268761.01,1120.291259766
535580.01,2268861.01,1118.714355469
535580.01,2268961.01,1119.845581055
535580.01,2269061.01,1118.478881836
535580.01,2269161.01,1115.12487793
535580.01,2269261.01,1116.165161133
535580.01,2269361.01,1115.840454102
535580.01,2269461.01,1115.783447266
535580.01,2269561.01,1115.456665039
535580.01,2269661.01,1115.098754883
535580.01,2269761.01,1114.135742188
535580.01,2269861.01,1114.160644531
535580.01,2269961.01,1115.461425781
535580.01,2270061.01,1114.905517578
535580.01,2270161.01,1117.486938477
535580.01,2270261.01,1117.776367188
535580.01,2270361.01,1121.129760742
535580.01,2270461.01,1124.678344727
535580.01,2270561.01,1124.105834961
535580.01,2270661.01,1125.293212891
535580.01,2270761.01,1124.653320313
535580.01,2270861.01,1124.265258789
535580.01,2270961.01,1122.364746094
535580.01,2271061.01,1121.63269043
535580.01,2271161.01,1118.532348633
535580.01,2271261.01,1115.657348633
535580.01,2271361.01,1116.088623047
535580.01,2271461.01,1122.583496094
535580.01,2271561.01,1125.682861328
535580.01,2271661.01,1129.001220703
535580.01,2271761.01,1129.601196289
535580.01,2271861.01,1130.870605469
535580.01,2271961.01,1130.029785156
535580.01,2272061.01,-9999
535680.01,2260861.01,-9999
535680.01,2260961.01,-9999
535680.01,2261061.01,-9999
535680.01,2261161.01,1134.672729492
535680.01,2261261.01,1135.254516602
535680.01,2261361.01,1135.168945313
535680.01,2261461.01,1134.459838867
535680.01,2261561.01,1134.374267578
535680.01,2261661.01,1134.762207031
535680.01,2261761.01,1132.344970703
535680.01,2261861.01,1129.707275391
535680.01,2261961.01,1129.96081543
535680.01,2262061.01,1129.494262695
535680.01,2262161.01,1127.29296875
535680.01,2262261.01,1124.659790039
535680.01,2262361.01,1122.447021484
535680.01,2262461.01,1117.266601563
535680.01,2262561.01,1111.315063477
535680.01,2262661.01,1105.086669922
535680.01,2262761.01,1100.337524414
535680.01,2262861.01,1100.120849609
535680.01,2262961.01,1100.16796875
535680.01,2263061.01,1101.116333008
535680.01,2263161.01,1100.461791992
535680.01,2263261.01,1099.729248047
535680.01,2263361.01,1097.138549805
535680.01,2263461.01,1094.333862305
535680.01,2263561.01,1091.592407227
535680.01,2263661.01,1088.811157227
535680.01,2263761.01,1085.33215332
535680.01,2263861.01,1082.312255859
535680.01,2263961.01,1080.489501953
535680.01,2264061.01,1078.848999023
535680.01,2264161.01,1076.646606445
535680.01,2264261.01,1075.011108398
535680.01,2264361.01,1071.197998047
535680.01,2264461.01,1066.513183594
535680.01,2264561.01,1062.423828125
535680.01,2264661.01,1056.740112305
535680.01,2264761.01,1053.153686523
535680.01,2264861.01,1050.799804688
535680.01,2264961.01,1047.385009766
535680.01,2265061.01,1043.68359375
535680.01,2265161.01,1041.529174805
535680.01,2265261.01,1038.462402344
535680.01,2265361.01,1037.606811523
535680.01,2265461.01,1036.630004883
535680.01,2265561.01,1035.881591797
535680.01,2265661.01,1033.922851563
535680.01,2265761.01,1031.360473633
535680.01,2265861.01,1031.466796875
535680.01,2265961.01,1033.50793457
535680.01,2266061.01,1036.023193359
535680.01,2266161.01,1037.548339844
535680.01,2266261.01,1041.328979492
535680.01,2266361.01,1045.03125
535680.01,2266461.01,1045.701660156
535680.01,2266561.01,1049.643188477
535680.01,2266661.01,1057.463867188
535680.01,2266761.01,1063.399291992
535680.01,2266861.01,1071.19128418
535680.01,2266961.01,1077.484619141
535680.01,2267061.01,1082.080932617
535680.01,2267161.01,1087.776855469
535680.01,2267261.01,1094.674926758
535680.01,2267361.01,1099.459472656
535680.01,2267461.01,1102.029541016
535680.01,2267561.01,1103.067749023
535680.01,2267661.01,1100.290161133
535680.01,2267761.01,1102.192016602
535680.01,2267861.01,1108.232299805
535680.01,2267961.01,1113.890991211
535680.01,2268061.01,1117.010742188
535680.01,2268161.01,1121.114624023
535680.01,2268261.01,1121.941894531
535680.01,2268361.01,1122.38684082
535680.01,2268461.01,1123.786376953
535680.01,2268561.01,1123.441894531
535680.01,2268661.01,1122.295776367
535680.01,2268761.01,1120.257446289
535680.01,2268861.01,1120.203491211
535680.01,2268961.01,1121.318603516
535680.01,2269061.01,1118.905761719
535680.01,2269161.01,1115.234863281
535680.01,2269261.01,1112.573852539
535680.01,2269361.01,1111.294799805
535680.01,2269461.01,1112.117431641
535680.01,2269561.01,1112.396240234
535680.01,2269661.01,1111.765014648
535680.01,2269761.01,1114.493896484
535680.01,2269861.01,1116.606689453
535680.01,2269961.01,1117.231323242
535680.01,2270061.01,1117.151000977
535680.01,2270161.01,1116.421508789
535680.01,2270261.01,1115.328613281
535680.01,2270361.01,1117.812255859
535680.01,2270461.01,1120.017944336
535680.01,2270561.01,1120.921264648
535680.01,2270661.01,1121.471923828
535680.01,2270761.01,1121.381225586
535680.01,2270861.01,1119.61328125
535680.01,2270961.01,1117.476318359
535680.01,2271061.01,1117.636474609
535680.01,2271161.01,1116.420654297
535680.01,2271261.01,1115.953125
535680.01,2271361.01,1119.29284668
535680.01,2271461.01,1123.038696289
535680.01,2271561.01,1125.213500977
535680.01,2271661.01,1129.014404297
535680.01,2271761.01,1130.848022461
535680.01,2271861.01,1130.796264648
535680.01,2271961.01,1127.733398438
535680.01,2272061.01,1124.113037109
535680.01,2272161.01,-9999
535780.01,2260861.01,-9999
535780.01,2260961.01,-9999
535780.01,2261061.01,-9999
535780.01,2261161.01,-9999
535780.01,2261261.01,1135.743408203
535780.01,2261361.01,1136.973876953
535780.01,2261461.01,1136.945678711
535780.01,2261561.01,1137.573120117
535780.01,2261661.01,1136.684814453
535780.01,2261761.01,1133.607666016
535780.01,2261861.01,1134.111328125
535780.01,2261961.01,1133.977050781
535780.01,2262061.01,1131.736450195
535780.01,2262161.01,1128.742675781
535780.01,2262261.01,1126.677124023
535780.01,2262361.01,1121.812133789
535780.01,2262461.01,1115.392700195
535780.01,2262561.01,1106.167236328
535780.01,2262661.01,1100.626464844
535780.01,2262761.01,1100.172973633
535780.01,2262861.01,1101.297851563
535780.01,2262961.01,1102.505737305
535780.01,2263061.01,1102.823852539
535780.01,2263161.01,1101.500610352
535780.01,2263261.01,1099.768554688
535780.01,2263361.01,1095.494262695
535780.01,2263461.01,1091.024291992
535780.01,2263561.01,1087.619262695
535780.01,2263661.01,1082.984375
535780.01,2263761.01,1078.338623047
535780.01,2263861.01,1076.090942383
535780.01,2263961.01,1075.099487305
535780.01,2264061.01,1075.218994141
535780.01,2264161.01,1075.286499023
535780.01,2264261.01,1073.951538086
535780.01,2264361.01,1069.243652344
535780.01,2264461.01,1062.393920898
535780.01,2264561.01,1058.723510742
535780.01,2264661.01,1053.875854492
535780.01,2264761.01,1050.837036133
535780.01,2264861.01,1048.95300293
535780.01,2264961.01,1046.450805664
535780.01,2265061.01,1043.900512695
535780.01,2265161.01,1042.478149414
535780.01,2265261.01,1039.580322266
535780.01,2265361.01,1039.491088867
535780.01,2265461.01,1040.183227539
535780.01,2265561.01,1037.197753906
535780.01,2265661.01,1037.88684082
535780.01,2265761.01,1037.200805664
535780.01,2265861.01,1032.882446289
535780.01,2265961.01,1034.309326172
535780.01,2266061.01,1035.263916016
535780.01,2266161.01,1039.011108398
535780.01,2266261.01,1042.073120117
535780.01,2266361.01,1045.957763672
535780.01,2266461.01,1048.960083008
535780.01,2266561.01,1051.747924805
535780.01,2266661.01,1056.124145508
535780.01,2266761.01,1060.372558594
535780.01,2266861.01,1068.927124023
535780.01,2266961.01,1076.308227539
535780.01,2267061.01,1082.423583984
535780.01,2267161.01,1088.060913086
535780.01,2267261.01,1095.172851563
535780.01,2267361.01,1099.145507813
535780.01,2267461.01,1102.691772461
535780.01,2267561.01,1103.974609375
535780.01,2267661.01,1101.618530273
535780.01,2267761.01,1105.466796875
535780.01,2267861.01,1109.643798828
535780.01,2267961.01,1112.194213867
535780.01,2268061.01,1116.755981445
535780.01,2268161.01,1120.95715332
535780.01,2268261.01,1122.262695313
535780.01,2268361.01,1120.627563477
535780.01,2268461.01,1121.852661133
535780.01,2268561.01,1121.651367188
535780.01,2268661.01,1121.557495117
535780.01,2268761.01,1120.24206543
535780.01,2268861.01,1120.731689453
535780.01,2268961.01,1120.575805664
535780.01,2269061.01,1117.252197266
535780.01,2269161.01,1114.686645508
535780.01,2269261.01,1112.908813477
535780.01,2269361.01,1111.655883789
535780.01,2269461.01,1111.92956543
535780.01,2269561.01,1112.020019531
535780.01,2269661.01,1114.726074219
535780.01,2269761.01,1121.044067383
535780.01,2269861.01,1120.603393555
535780.01,2269961.01,1117.421386719
535780.01,2270061.01,1115.758300781
535780.01,2270161.01,1113.337402344
535780.01,2270261.01,1113.35546875
535780.01,2270361.01,1116.643066406
535780.01,2270461.01,1117.302490234
535780.01,2270561.01,1117.717773438
535780.01,2270661.01,1118.352905273
535780.01,2270761.01,1117.964233398
535780.01,2270861.01,1115.669067383
535780.01,2270961.01,1111.731933594
535780.01,2271061.01,1111.649291992
535780.01,2271161.01,1113.535766602
535780.01,2271261.01,1116.408081055
535780.01,2271361.01,1119.581054688
535780.01,2271461.01,1122.314208984
535780.01,2271561.01,1125.915283203
535780.01,2271661.01,1128.186157227
535780.01,2271761.01,1130.096191406
535780.01,2271861.01,1129.240844727
535780.01,2271961.01,1127.325317383
535780.01,2272061.01,1122.441894531
535780.01,2272161.01,1118.725463867
535780.01,2272261.01,-9999
535880.01,2260861.01,-9999
535880.01,2260961.01,-9999
535880.01,2261061.01,-9999
535880.01,2261161.01,-9999
535880.01,2261261.01,-9999
535880.01,2261361.01,1138.33581543
535880.01,2261461.01,1139.818603516
535880.01,2261561.01,1138.676635742
535880.01,2261661.01,1138.060302734
535880.01,2261761.01,1137.284301758
535880.01,2261861.01,1136.940185547
535880.01,2261961.01,1136.618530273
