"X","Y","H04_Cenom (Depth)"
538780.01,2265161.01,23.403104782
538780.01,2265261.01,21.061618805
538780.01,2265361.01,20.795124054
538780.01,2265461.01,19.426557541
538780.01,2265561.01,17.211750031
538780.01,2265661.01,15.371509552
538780.01,2265761.01,11.857767105
538780.01,2265861.01,5.21888876
538780.01,2265961.01,2.632584572
538780.01,2266061.01,0.094110765
538780.01,2266161.01,0.636532128
538780.01,2266261.01,1.875288367
538780.01,2266361.01,3.287715673
538780.01,2266461.01,3.431771517
538780.01,2266561.01,3.564714432
538780.01,2266661.01,5.52913332
538780.01,2266761.01,9.40486145
538780.01,2266861.01,10.926012993
538780.01,2266961.01,10.385273933
538780.01,2267061.01,10.30271244
538780.01,2267161.01,12.176231384
538780.01,2267261.01,13.610988617
538780.01,2267361.01,14.461829185
538780.01,2267461.01,14.687363625
538780.01,2267561.01,15.454331398
538780.01,2267661.01,17.790525436
538780.01,2267761.01,17.356178284
538780.01,2267861.01,17.451684952
538780.01,2267961.01,16.477201462
538780.01,2268061.01,16.409637451
538780.01,2268161.01,16.941640854
538780.01,2268261.01,17.631679535
538780.01,2268361.01,20.558698654
538780.01,2268461.01,23.757526398
538780.01,2268561.01,25.451372147
538780.01,2268661.01,29.72634697
538780.01,2268761.01,32.039924622
538780.01,2268861.01,33.119724274
538780.01,2268961.01,36.242267609
538780.01,2269061.01,37.724807739
538780.01,2269161.01,37.256923676
538780.01,2269261.01,36.60641098
538780.01,2269361.01,37.610591888
538780.01,2269461.01,39.417377472
538780.01,2269561.01,42.828369141
538780.01,2269661.01,47.121147156
538780.01,2269761.01,45.869960785
538780.01,2269861.01,47.639560699
538780.01,2269961.01,50.285247803
538780.01,2270061.01,51.206142426
538780.01,2270161.01,52.468940735
538780.01,2270261.01,53.460437775
538780.01,2270361.01,48.914985657
538780.01,2270461.01,47.102348328
538780.01,2270561.01,-9999
538780.01,2270661.01,-9999
538780.01,2270761.01,-9999
538780.01,2270861.01,-9999
538780.01,2270961.01,-9999
538780.01,2271061.01,-9999
538780.01,2271161.01,-9999
538780.01,2271261.01,-9999
538780.01,2271361.01,-9999
538780.01,2271461.01,-9999
538880.01,2263061.01,-9999
538880.01,2263161.01,48.073078156
538880.01,2263261.01,49.280780792
538880.01,2263361.01,47.280334473
538880.01,2263461.01,45.461734772
538880.01,2263561.01,42.348590851
538880.01,2263661.01,41.099834442
538880.01,2263761.01,41.187076569
538880.01,2263861.01,42.530353546
538880.01,2263961.01,38.181137085
538880.01,2264061.01,34.640834808
538880.01,2264161.01,31.937343597
538880.01,2264261.01,30.293495178
538880.01,2264361.01,31.497398376
538880.01,2264461.01,31.713274002
538880.01,2264561.01,30.413711548
538880.01,2264661.01,32.233375549
538880.01,2264761.01,32.107009888
538880.01,2264861.01,29.609100342
538880.01,2264961.01,29.102563858
538880.01,2265061.01,28.250549316
538880.01,2265161.01,24.602228165
538880.01,2265261.01,22.420480728
538880.01,2265361.01,22.161733627
538880.01,2265461.01,18.652326584
538880.01,2265561.01,15.820703506
538880.01,2265661.01,14.211680412
538880.01,2265761.01,10.204009056
538880.01,2265861.01,6.800056934
538880.01,2265961.01,5.276651382
538880.01,2266061.01,2.730725288
538880.01,2266161.01,2.039024115
538880.01,2266261.01,2.059188843
538880.01,2266361.01,2.613842249
538880.01,2266461.01,3.388572454
538880.01,2266561.01,3.297970533
538880.01,2266661.01,4.361665726
538880.01,2266761.01,8.537158012
538880.01,2266861.01,9.770537376
538880.01,2266961.01,10.198526382
538880.01,2267061.01,12.033571243
538880.01,2267161.01,13.014431
538880.01,2267261.01,13.145764351
538880.01,2267361.01,13.777744293
538880.01,2267461.01,13.878469467
538880.01,2267561.01,15.563961029
538880.01,2267661.01,17.539415359
538880.01,2267761.01,17.148054123
538880.01,2267861.01,17.073289871
538880.01,2267961.01,15.307770729
538880.01,2268061.01,13.521719933
538880.01,2268161.01,13.127441406
538880.01,2268261.01,15.821764946
538880.01,2268361.01,18.997564316
538880.01,2268461.01,21.674823761
538880.01,2268561.01,23.698324203
538880.01,2268661.01,28.262332916
538880.01,2268761.01,30.464063644
538880.01,2268861.01,32.114738464
538880.01,2268961.01,35.147418976
538880.01,2269061.01,36.744304657
538880.01,2269161.01,36.405593872
538880.01,2269261.01,36.077968597
538880.01,2269361.01,37.709796906
538880.01,2269461.01,39.839748383
538880.01,2269561.01,43.323959351
538880.01,2269661.01,47.965759277
538880.01,2269761.01,48.019687653
538880.01,2269861.01,50.088020325
538880.01,2269961.01,52.119586945
538880.01,2270061.01,53.539100647
538880.01,2270161.01,54.708930969
538880.01,2270261.01,52.756534576
538880.01,2270361.01,47.505859375
538880.01,2270461.01,47.372493744
538880.01,2270561.01,-9999
538880.01,2270661.01,-9999
538880.01,2270761.01,-9999
538880.01,2270861.01,-9999
538880.01,2270961.01,-9999
538880.01,2271061.01,-9999
538880.01,2271161.01,-9999
538880.01,2271261.01,-9999
538880.01,2271361.01,-9999
538880.01,2271461.01,-9999
538980.01,2263161.01,-9999
538980.01,2263261.01,50.688800812
538980.01,2263361.01,50.656589508
538980.01,2263461.01,46.673000336
538980.01,2263561.01,44.857219696
538980.01,2263661.01,43.222450256
538980.01,2263761.01,42.622173309
538980.01,2263861.01,41.428398132
538980.01,2263961.01,38.711891174
538980.01,2264061.01,36.768104553
538980.01,2264161.01,33.166675568
538980.01,2264261.01,30.836805344
538980.01,2264361.01,31.706947327
538980.01,2264461.01,33.058891296
538980.01,2264561.01,32.958816528
538980.01,2264661.01,33.754039764
538980.01,2264761.01,32.573616028
538980.01,2264861.01,30.617734909
538980.01,2264961.01,29.885221481
538980.01,2265061.01,27.201246262
538980.01,2265161.01,23.999317169
538980.01,2265261.01,22.441324234
538980.01,2265361.01,21.79992485
538980.01,2265461.01,18.931228638
538980.01,2265561.01,16.381605148
538980.01,2265661.01,15.404169083
538980.01,2265761.01,11.820322037
538980.01,2265861.01,7.4304986
538980.01,2265961.01,5.109701157
538980.01,2266061.01,0.491089374
538980.01,2266161.01,-0.98784256
538980.01,2266261.01,-0.354841053
538980.01,2266361.01,0.930648446
538980.01,2266461.01,1.932504535
538980.01,2266561.01,1.087296963
538980.01,2266661.01,3.598946095
538980.01,2266761.01,7.500785351
538980.01,2266861.01,8.495710373
538980.01,2266961.01,9.500763893
538980.01,2267061.01,11.811765671
538980.01,2267161.01,12.643946648
538980.01,2267261.01,13.642663002
538980.01,2267361.01,15.740859032
538980.01,2267461.01,16.014614105
538980.01,2267561.01,16.139282227
538980.01,2267661.01,16.970136642
538980.01,2267761.01,16.931846619
538980.01,2267861.01,16.931846619
538980.01,2267961.01,14.032320023
538980.01,2268061.01,11.887263298
538980.01,2268161.01,12.159944534
538980.01,2268261.01,13.697195053
538980.01,2268361.01,17.179531097
538980.01,2268461.01,20.150381088
538980.01,2268561.01,24.582227707
538980.01,2268661.01,26.855716705
538980.01,2268761.01,27.941833496
538980.01,2268861.01,31.461961746
538980.01,2268961.01,33.834571838
538980.01,2269061.01,35.165985107
538980.01,2269161.01,35.044002533
538980.01,2269261.01,35.403179169
538980.01,2269361.01,37.797317505
538980.01,2269461.01,40.124198914
538980.01,2269561.01,42.396282196
538980.01,2269661.01,46.355876923
538980.01,2269761.01,46.985328674
538980.01,2269861.01,49.796958923
538980.01,2269961.01,52.902545929
538980.01,2270061.01,53.842517853
538980.01,2270161.01,57.234367371
538980.01,2270261.01,54.619190216
538980.01,2270361.01,52.382011414
538980.01,2270461.01,51.165035248
538980.01,2270561.01,53.092479706
538980.01,2270661.01,-9999
538980.01,2270761.01,-9999
538980.01,2270861.01,-9999
538980.01,2270961.01,-9999
538980.01,2271061.01,-9999
538980.01,2271161.01,-9999
538980.01,2271261.01,-9999
538980.01,2271361.01,-9999
538980.01,2271461.01,-9999
539080.01,2263161.01,-9999
539080.01,2263261.01,-9999
539080.01,2263361.01,50.008106232
539080.01,2263461.01,48.450000763
539080.01,2263561.01,46.399944305
539080.01,2263661.01,45.648925781
539080.01,2263761.01,44.42496109
539080.01,2263861.01,42.45879364
539080.01,2263961.01,39.833171844
539080.01,2264061.01,39.600833893
539080.01,2264161.01,37.22876358
539080.01,2264261.01,32.416248322
539080.01,2264361.01,32.538337708
539080.01,2264461.01,34.703037262
539080.01,2264561.01,34.136631012
539080.01,2264661.01,33.499763489
539080.01,2264761.01,31.917093277
539080.01,2264861.01,30.224704742
539080.01,2264961.01,28.515460968
539080.01,2265061.01,26.33171463
539080.01,2265161.01,23.728839874
539080.01,2265261.01,22.789245605
539080.01,2265361.01,21.058280945
539080.01,2265461.01,19.623283386
539080.01,2265561.01,19.056789398
539080.01,2265661.01,15.69506073
539080.01,2265761.01,12.024581909
539080.01,2265861.01,7.800073147
539080.01,2265961.01,5.03377533
539080.01,2266061.01,0.369987786
539080.01,2266161.01,-1.426302195
539080.01,2266261.01,0.306945831
539080.01,2266361.01,-0.57881707
539080.01,2266461.01,-1.693887591
539080.01,2266561.01,-1.354752064
539080.01,2266661.01,3.476522684
539080.01,2266761.01,7.815217018
539080.01,2266861.01,8.632451057
539080.01,2266961.01,8.038759232
539080.01,2267061.01,9.398611069
539080.01,2267161.01,10.910014153
539080.01,2267261.01,13.44754982
539080.01,2267361.01,16.065073013
539080.01,2267461.01,16.733575821
539080.01,2267561.01,15.114030838
539080.01,2267661.01,16.931846619
539080.01,2267761.01,4.552974224
539080.01,2267861.01,4.728144169
539080.01,2267961.01,7.456397057
539080.01,2268061.01,10.916478157
539080.01,2268161.01,11.834990501
539080.01,2268261.01,13.661968231
539080.01,2268361.01,17.422765732
539080.01,2268461.01,19.99058342
539080.01,2268561.01,25.078023911
539080.01,2268661.01,26.119695663
539080.01,2268761.01,26.771989822
539080.01,2268861.01,31.90155983
539080.01,2268961.01,33.291183472
539080.01,2269061.01,33.785766602
539080.01,2269161.01,34.075195313
539080.01,2269261.01,34.802185059
539080.01,2269361.01,38.986034393
539080.01,2269461.01,41.26525116
539080.01,2269561.01,42.897750854
539080.01,2269661.01,45.124828339
539080.01,2269761.01,45.745872498
539080.01,2269861.01,47.826080322
539080.01,2269961.01,50.866172791
539080.01,2270061.01,50.816864014
539080.01,2270161.01,54.078922272
539080.01,2270261.01,54.85691452
539080.01,2270361.01,54.14100647
539080.01,2270461.01,54.967750549
539080.01,2270561.01,57.568840027
539080.01,2270661.01,60.01763916
539080.01,2270761.01,-9999
539080.01,2270861.01,-9999
539080.01,2270961.01,-9999
539080.01,2271061.01,-9999
539080.01,2271161.01,-9999
539080.01,2271261.01,-9999
539080.01,2271361.01,-9999
539180.01,2263361.01,-9999
539180.01,2263461.01,50.237243652
539180.01,2263561.01,48.010269165
539180.01,2263661.01,47.181255341
539180.01,2263761.01,46.075122833
539180.01,2263861.01,45.645153046
539180.01,2263961.01,45.739391327
539180.01,2264061.01,43.187675476
539180.01,2264161.01,41.041862488
539180.01,2264261.01,30.446905136
539180.01,2264361.01,29.497426987
539180.01,2264461.01,35.880832672
539180.01,2264561.01,34.227394104
539180.01,2264661.01,31.893257141
539180.01,2264761.01,29.809986115
539180.01,2264861.01,28.655996323
539180.01,2264961.01,27.986120224
539180.01,2265061.01,26.164094925
539180.01,2265161.01,23.768186569
539180.01,2265261.01,22.589435577
539180.01,2265361.01,20.921901703
539180.01,2265461.01,20.242305756
539180.01,2265561.01,18.764610291
539180.01,2265661.01,15.175786018
539180.01,2265761.01,11.321282387
539180.01,2265861.01,7.217150211
539180.01,2265961.01,1.238108635
539180.01,2266061.01,-1.092608333
539180.01,2266161.01,-0.206647411
539180.01,2266261.01,0.604377627
539180.01,2266361.01,-0.25313279
539180.01,2266461.01,-2.327640295
539180.01,2266561.01,-1.562790155
539180.01,2266661.01,4.746543407
539180.01,2266761.01,6.483221531
539180.01,2266861.01,6.368305206
539180.01,2266961.01,7.132954597
539180.01,2267061.01,8.089247704
539180.01,2267161.01,9.413096428
539180.01,2267261.01,11.768340111
539180.01,2267361.01,13.244724274
539180.01,2267461.01,11.032177925
539180.01,2267561.01,7.303991795
539180.01,2267661.01,4.402406693
539180.01,2267761.01,4.402406693
539180.01,2267861.01,5.105054379
539180.01,2267961.01,7.657227516
539180.01,2268061.01,11.070478439
539180.01,2268161.01,13.319565773
539180.01,2268261.01,15.195650101
539180.01,2268361.01,17.907339096
539180.01,2268461.01,20.774793625
539180.01,2268561.01,25.482652664
539180.01,2268661.01,25.769258499
539180.01,2268761.01,26.391698837
539180.01,2268861.01,30.089883804
539180.01,2268961.01,31.730859756
539180.01,2269061.01,32.56785965
539180.01,2269161.01,33.566066742
539180.01,2269261.01,35.815479279
539180.01,2269361.01,37.484951019
539180.01,2269461.01,39.793426514
539180.01,2269561.01,41.469421387
539180.01,2269661.01,44.101776123
539180.01,2269761.01,45.476699829
539180.01,2269861.01,46.362609863
539180.01,2269961.01,47.649269104
539180.01,2270061.01,50.189769745
539180.01,2270161.01,53.140945435
539180.01,2270261.01,54.488220215
539180.01,2270361.01,54.896770477
539180.01,2270461.01,56.659168243
539180.01,2270561.01,62.078258514
539180.01,2270661.01,64.550643921
539180.01,2270761.01,66.66633606
539180.01,2270861.01,-9999
539180.01,2270961.01,-9999
539180.01,2271061.01,-9999
539180.01,2271161.01,-9999
539180.01,2271261.01,-9999
539280.01,2263461.01,-9999
539280.01,2263561.01,49.813705444
539280.01,2263661.01,49.062095642
539280.01,2263761.01,48.56678009
539280.01,2263861.01,49.417995453
539280.01,2263961.01,49.417995453
539280.01,2264061.01,45.835128784
539280.01,2264161.01,42.947231293
539280.01,2264261.01,42.061660767
539280.01,2264361.01,28.110601425
539280.01,2264461.01,34.847156525
539280.01,2264561.01,27.882959366
539280.01,2264661.01,28.290945053
539280.01,2264761.01,27.543989182
539280.01,2264861.01,26.938024521
539280.01,2264961.01,27.100849152
539280.01,2265061.01,25.383031845
539280.01,2265161.01,23.160430908
539280.01,2265261.01,22.393657684
539280.01,2265361.01,21.443494797
539280.01,2265461.01,19.848342896
539280.01,2265561.01,18.046455383
539280.01,2265661.01,14.564936638
539280.01,2265761.01,6.444510937
539280.01,2265861.01,2.202647924
539280.01,2265961.01,-0.443318665
539280.01,2266061.01,-1.027770519
539280.01,2266161.01,0.026474884
539280.01,2266261.01,0.339825958
539280.01,2266361.01,-0.90221417
539280.01,2266461.01,-1.354311109
539280.01,2266561.01,-0.120312788
539280.01,2266661.01,4.142683029
539280.01,2266761.01,5.813153267
539280.01,2266861.01,6.028840542
539280.01,2266961.01,7.093934059
539280.01,2267061.01,9.217126846
539280.01,2267161.01,9.538531303
539280.01,2267261.01,9.16992569
539280.01,2267361.01,7.553576469
539280.01,2267461.01,6.199939728
539280.01,2267561.01,4.668316841
539280.01,2267661.01,3.88543272
539280.01,2267761.01,4.263353348
539280.01,2267861.01,5.733126163
539280.01,2267961.01,8.549371719
539280.01,2268061.01,10.278863907
539280.01,2268161.01,13.308515549
539280.01,2268261.01,16.27091217
539280.01,2268361.01,19.529911041
539280.01,2268461.01,22.80903244
539280.01,2268561.01,26.582906723
539280.01,2268661.01,25.761445999
539280.01,2268761.01,26.581106186
539280.01,2268861.01,30.058544159
539280.01,2268961.01,32.959659576
539280.01,2269061.01,34.705406189
539280.01,2269161.01,34.957641602
539280.01,2269261.01,35.181533813
539280.01,2269361.01,36.338638306
539280.01,2269461.01,38.82012558
539280.01,2269561.01,40.563686371
539280.01,2269661.01,42.888313293
539280.01,2269761.01,46.663032532
539280.01,2269861.01,48.039932251
539280.01,2269961.01,49.50553894
539280.01,2270061.01,52.828624725
539280.01,2270161.01,55.005565643
539280.01,2270261.01,57.2563591
539280.01,2270361.01,59.450260162
539280.01,2270461.01,61.664276123
539280.01,2270561.01,64.132797241
539280.01,2270661.01,66.422203064
539280.01,2270761.01,68.581382751
539280.01,2270861.01,-9999
539280.01,2270961.01,-9999
539280.01,2271061.01,-9999
539280.01,2271161.01,-9999
539380.01,2263561.01,51.37153244
539380.01,2263661.01,51.636108398
539380.01,2263761.01,49.417995453
539380.01,2263861.01,49.417995453
539380.01,2263961.01,32.77450943
539380.01,2264061.01,31.117132187
539380.01,2264161.01,28.500238419
539380.01,2264261.01,28.500238419
539380.01,2264361.01,27.074954987
539380.01,2264461.01,26.802959442
539380.01,2264561.01,26.601045609
539380.01,2264661.01,25.453392029
539380.01,2264761.01,25.641727448
539380.01,2264861.01,24.017948151
539380.01,2264961.01,25.031320572
539380.01,2265061.01,24.362373352
539380.01,2265161.01,24.131109238
539380.01,2265261.01,22.467561722
539380.01,2265361.01,18.201429367
539380.01,2265461.01,15.27990818
539380.01,2265561.01,12.629036903
539380.01,2265661.01,7.468845844
539380.01,2265761.01,2.960039377
539380.01,2265861.01,1.302322507
539380.01,2265961.01,1.025298834
539380.01,2266061.01,1.147868276
539380.01,2266161.01,1.428954959
539380.01,2266261.01,0.758880079
539380.01,2266361.01,0.65311408
539380.01,2266461.01,1.156867981
539380.01,2266561.01,0.512244523
539380.01,2266661.01,3.919625521
539380.01,2266761.01,5.417459488
539380.01,2266861.01,6.492967129
539380.01,2266961.01,7.842363358
539380.01,2267061.01,8.693506241
539380.01,2267161.01,8.085975647
539380.01,2267261.01,8.148193359
539380.01,2267361.01,6.872282028
539380.01,2267461.01,4.610481262
539380.01,2267561.01,2.214720488
539380.01,2267661.01,2.809288263
539380.01,2267761.01,4.483128548
539380.01,2267861.01,6.712175846
539380.01,2267961.01,8.531744003
539380.01,2268061.01,11.092126846
539380.01,2268161.01,14.894704819
539380.01,2268261.01,16.129846573
539380.01,2268361.01,20.88589859
539380.01,2268461.01,24.496681213
539380.01,2268561.01,27.624013901
539380.01,2268661.01,26.438346863
539380.01,2268761.01,29.266736984
539380.01,2268861.01,32.495174408
539380.01,2268961.01,34.234920502
539380.01,2269061.01,34.526660919
539380.01,2269161.01,35.188220978
539380.01,2269261.01,35.16601944
539380.01,2269361.01,36.262607574
539380.01,2269461.01,39.616760254
539380.01,2269561.01,41.835205078
539380.01,2269661.01,43.138893127
539380.01,2269761.01,46.820365906
539380.01,2269861.01,48.907718658
539380.01,2269961.01,50.395484924
539380.01,2270061.01,55.726196289
539380.01,2270161.01,58.566429138
539380.01,2270261.01,60.975780487
539380.01,2270361.01,64.532341003
539380.01,2270461.01,66.913497925
539380.01,2270561.01,68.181686401
539380.01,2270661.01,70.047866821
539380.01,2270761.01,71.785774231
539380.01,2270861.01,72.73135376
539380.01,2270961.01,-9999
539380.01,2271061.01,-9999
539480.01,2263661.01,51.636108398
539480.01,2263761.01,50.527053833
539480.01,2263861.01,34.663925171
539480.01,2263961.01,33.472000122
539480.01,2264061.01,32.707748413
539480.01,2264161.01,30.918579102
539480.01,2264261.01,29.825496674
539480.01,2264361.01,28.685581207
539480.01,2264461.01,27.880086899
539480.01,2264561.01,27.290243149
539480.01,2264661.01,23.637918472
539480.01,2264761.01,21.723676682
539480.01,2264861.01,21.213035583
539480.01,2264961.01,24.081975937
539480.01,2265061.01,23.676132202
539480.01,2265161.01,22.964149475
539480.01,2265261.01,21.066299438
539480.01,2265361.01,11.639714241
539480.01,2265461.01,9.535802841
539480.01,2265561.01,7.1195755
539480.01,2265661.01,3.901624918
539480.01,2265761.01,1.522611737
539480.01,2265861.01,1.885588646
539480.01,2265961.01,2.585040092
539480.01,2266061.01,2.469228268
539480.01,2266161.01,1.866183996
539480.01,2266261.01,1.682465672
539480.01,2266361.01,2.170369148
539480.01,2266461.01,2.816218615
539480.01,2266561.01,1.413071513
539480.01,2266661.01,3.253577948
539480.01,2266761.01,6.020056248
539480.01,2266861.01,8.672093391
539480.01,2266961.01,8.458791733
539480.01,2267061.01,7.009489059
539480.01,2267161.01,4.65090704
539480.01,2267261.01,4.057569504
539480.01,2267361.01,3.680144072
539480.01,2267461.01,3.013963223
539480.01,2267561.01,2.465048552
539480.01,2267661.01,3.557252169
539480.01,2267761.01,4.306890488
539480.01,2267861.01,4.207157612
539480.01,2267961.01,8.224905968
539480.01,2268061.01,11.331319809
539480.01,2268161.01,13.743179321
539480.01,2268261.01,21.672143936
539480.01,2268361.01,22.838996887
539480.01,2268461.01,28.203077316
539480.01,2268561.01,30.94805336
539480.01,2268661.01,31.161283493
539480.01,2268761.01,31.423322678
539480.01,2268861.01,32.821464539
539480.01,2268961.01,33.248039246
539480.01,2269061.01,33.925556183
539480.01,2269161.01,37.218429565
539480.01,2269261.01,38.815074921
539480.01,2269361.01,39.570514679
539480.01,2269461.01,40.77413559
539480.01,2269561.01,43.735988617
539480.01,2269661.01,45.437160492
539480.01,2269761.01,48.516956329
539480.01,2269861.01,50.338623047
539480.01,2269961.01,52.701610565
539480.01,2270061.01,55.758476257
539480.01,2270161.01,59.323440552
539480.01,2270261.01,62.307636261
539480.01,2270361.01,66.192550659
539480.01,2270461.01,69.954902649
539480.01,2270561.01,71.289924622
539480.01,2270661.01,72.131538391
539480.01,2270761.01,73.449012756
539480.01,2270861.01,74.007339478
539480.01,2270961.01,74.084312439
539480.01,2271061.01,-9999
539580.01,2263761.01,49.216430664
539580.01,2263861.01,49.216430664
539580.01,2263961.01,38.257575989
539580.01,2264061.01,34.419429779
539580.01,2264161.01,32.842105865
539580.01,2264261.01,32.458648682
539580.01,2264361.01,30.507675171
539580.01,2264461.01,28.74663353
539580.01,2264561.01,26.897457123
539580.01,2264661.01,21.958282471
539580.01,2264761.01,18.815441132
539580.01,2264861.01,18.354888916
539580.01,2264961.01,17.325105667
539580.01,2265061.01,16.286504745
539580.01,2265161.01,15.104213715
539580.01,2265261.01,13.896594048
539580.01,2265361.01,10.72840023
539580.01,2265461.01,9.61747551
539580.01,2265561.01,7.484893322
539580.01,2265661.01,5.747767448
539580.01,2265761.01,4.249624729
539580.01,2265861.01,1.301742315
539580.01,2265961.01,2.019150019
539580.01,2266061.01,3.169067383
539580.01,2266161.01,2.033315897
539580.01,2266261.01,1.592460155
539580.01,2266361.01,2.764811277
539580.01,2266461.01,3.232293844
539580.01,2266561.01,2.286726236
539580.01,2266661.01,3.687715292
539580.01,2266761.01,6.448209286
539580.01,2266861.01,9.305584908
539580.01,2266961.01,7.793754578
539580.01,2267061.01,0.499804407
539580.01,2267161.01,-1.572717428
539580.01,2267261.01,-1.907406449
539580.01,2267361.01,-1.639163375
539580.01,2267461.01,-0.083667085
539580.01,2267561.01,2.068573952
539580.01,2267661.01,2.339618921
539580.01,2267761.01,2.899657249
539580.01,2267861.01,4.364429951
539580.01,2267961.01,8.012605667
539580.01,2268061.01,11.327713966
539580.01,2268161.01,13.377037048
539580.01,2268261.01,22.245220184
539580.01,2268361.01,25.045471191
539580.01,2268461.01,29.523324966
539580.01,2268561.01,32.364200592
539580.01,2268661.01,33.53622818
539580.01,2268761.01,34.048667908
539580.01,2268861.01,33.325977325
539580.01,2268961.01,33.346893311
539580.01,2269061.01,34.678524017
539580.01,2269161.01,37.561038971
539580.01,2269261.01,39.9100914
539580.01,2269361.01,41.076610565
539580.01,2269461.01,39.858707428
539580.01,2269561.01,42.570331573
539580.01,2269661.01,45.213191986
539580.01,2269761.01,48.364067078
539580.01,2269861.01,51.489253998
539580.01,2269961.01,53.53395462
539580.01,2270061.01,56.131038666
539580.01,2270161.01,60.429988861
539580.01,2270261.01,63.619033813
539580.01,2270361.01,66.456985474
539580.01,2270461.01,68.739082336
539580.01,2270561.01,69.957313538
539580.01,2270661.01,71.569152832
539580.01,2270761.01,73.257804871
539580.01,2270861.01,73.569992065
539580.01,2270961.01,-9999
539680.01,2263861.01,45.579444885
539680.01,2263961.01,42.322120667
539680.01,2264061.01,36.229831696
539680.01,2264161.01,35.378646851
539680.01,2264261.01,35.183856964
539680.01,2264361.01,32.211971283
539680.01,2264461.01,29.291481018
539680.01,2264561.01,26.400117874
539680.01,2264661.01,23.116512299
539680.01,2264761.01,19.081958771
539680.01,2264861.01,18.626276016
539680.01,2264961.01,15.734232903
539680.01,2265061.01,14.053146362
539680.01,2265161.01,13.880436897
539680.01,2265261.01,12.4867239
539680.01,2265361.01,10.15247345
539680.01,2265461.01,8.952522278
539680.01,2265561.01,8.06420517
539680.01,2265661.01,6.552412033
539680.01,2265761.01,6.043131828
539680.01,2265861.01,3.067787647
539680.01,2265961.01,1.968206286
539680.01,2266061.01,2.694037676
539680.01,2266161.01,1.082026958
539680.01,2266261.01,0.94711864
539680.01,2266361.01,2.421607256
539680.01,2266461.01,2.869704247
539680.01,2266561.01,3.613892078
539680.01,2266661.01,5.375019073
539680.01,2266761.01,6.663732052
539680.01,2266861.01,7.836743832
539680.01,2266961.01,1.436586738
539680.01,2267061.01,-3.169491291
539680.01,2267161.01,-4.918672562
539680.01,2267261.01,-3.096043587
539680.01,2267361.01,-1.005079627
539680.01,2267461.01,0.510283411
539680.01,2267561.01,1.11937356
539680.01,2267661.01,0.768526733
539680.01,2267761.01,0.061371963
539680.01,2267861.01,4.20451355
539680.01,2267961.01,7.495821953
539680.01,2268061.01,12.306881905
539680.01,2268161.01,12.48277092
539680.01,2268261.01,22.891111374
539680.01,2268361.01,24.164245605
539680.01,2268461.01,28.82740593
539680.01,2268561.01,32.908901215
539680.01,2268661.01,33.45715332
539680.01,2268761.01,33.196350098
539680.01,2268861.01,32.813011169
539680.01,2268961.01,32.62922287
539680.01,2269061.01,34.802143097
539680.01,2269161.01,37.836582184
539680.01,2269261.01,39.827312469
539680.01,2269361.01,41.004932404
539680.01,2269461.01,40.864665985
539680.01,2269561.01,41.968639374
539680.01,2269661.01,45.070030212
539680.01,2269761.01,47.993778229
539680.01,2269861.01,49.597866058
539680.01,2269961.01,53.007369995
539680.01,2270061.01,56.565429688
539680.01,2270161.01,60.975353241
539680.01,2270261.01,64.221481323
539680.01,2270361.01,66.874557495
539680.01,2270461.01,67.08480835
539680.01,2270561.01,67.928161621
539680.01,2270661.01,70.259887695
539680.01,2270761.01,72.371734619
539680.01,2270861.01,72.611297607
539780.01,2263861.01,-9999
539780.01,2263961.01,-9999
539780.01,2264061.01,36.450153351
539780.01,2264161.01,35.983207703
539780.01,2264261.01,34.908031464
539780.01,2264361.01,31.756490707
539780.01,2264461.01,30.074699402
539780.01,2264561.01,26.760801315
539780.01,2264661.01,24.997261047
539780.01,2264761.01,23.414213181
539780.01,2264861.01,19.85729599
539780.01,2264961.01,16.555200577
539780.01,2265061.01,15.234262466
539780.01,2265161.01,14.77741909
539780.01,2265261.01,13.650391579
539780.01,2265361.01,10.010699272
539780.01,2265461.01,9.122223854
539780.01,2265561.01,7.682413578
539780.01,2265661.01,6.973986149
539780.01,2265761.01,6.770648479
539780.01,2265861.01,6.447555065
539780.01,2265961.01,4.918446541
539780.01,2266061.01,4.369009018
539780.01,2266161.01,1.917573929
539780.01,2266261.01,0.705801189
539780.01,2266361.01,1.72312808
539780.01,2266461.01,3.249928474
539780.01,2266561.01,3.288473845
539780.01,2266661.01,2.002309799
539780.01,2266761.01,-0.099650346
539780.01,2266861.01,-1.488440514
539780.01,2266961.01,-4.177245617
539780.01,2267061.01,-3.956104755
539780.01,2267161.01,-2.733667612
539780.01,2267261.01,-0.600663483
539780.01,2267361.01,0.039014071
539780.01,2267461.01,0.682403028
539780.01,2267561.01,1.002323151
539780.01,2267661.01,0.983421683
539780.01,2267761.01,1.251857877
539780.01,2267861.01,4.791406631
539780.01,2267961.01,7.823222637
539780.01,2268061.01,11.249658585
539780.01,2268161.01,20.830821991
539780.01,2268261.01,20.777774811
539780.01,2268361.01,22.936105728
539780.01,2268461.01,29.157424927
539780.01,2268561.01,32.856376648
539780.01,2268661.01,33.039657593
539780.01,2268761.01,32.610481262
539780.01,2268861.01,31.943342209
539780.01,2268961.01,32.113990784
539780.01,2269061.01,34.667007446
539780.01,2269161.01,38.69153595
539780.01,2269261.01,40.999145508
539780.01,2269361.01,41.756561279
539780.01,2269461.01,43.242073059
539780.01,2269561.01,45.694927216
